Scenarios,sensitivity,specificity,rapid test coverage,ID,Seed,Run time,Rate of gonorrhea cases (average incidence after epidemic warm-up),"Time-averaged proportion of cases treated successfully with CIP, TET, or CRO (average incidence after epidemic warm-up)",Time-averaged proportion of cases treated successfully with CIP (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with TET (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with CRO (average incidence after epidemic warm-up),Duration of 1st line therapy with CRO (after epidemic warm-up),Duration of 1st line therapy with Drug M (after epidemic warm-up)
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,22,253942920,5.687540054321289,0.08151314708916844,0.7138836422975183,0.1920376708646049,0.020944237853642057,0.5009017335792713,17.0,7.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,23,145511905,5.421919822692871,0.0762988944314956,0.6753021608419513,0.18856825158533405,0.021269730725312713,0.4654641785313046,16.0,8.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,24,1041269999,5.187537908554077,0.0700287532436158,0.5949209688072444,0.10261819462416305,0.01900839625140474,0.4732943779316766,14.0,10.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,25,1411144752,5.421919107437134,0.06451090856272067,0.6761574632089355,0.18151294494450196,0.025970677443272094,0.46867384082116154,16.0,8.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,26,1509977740,5.765667200088501,0.06157050891555915,0.7550148498006688,0.20123231573609762,0.031262211230637,0.5225203228339342,18.0,6.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,27,483706708,5.390669107437134,0.06873247032121876,0.6366652102125322,0.13229510620222878,0.015382698701046516,0.4889874053092569,15.0,9.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,28,531799215,5.703170299530029,0.06492713308304071,0.7958767978430956,0.16148671536198592,0.028454363846461404,0.6059357186346483,19.0,5.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,29,1136840914,5.343793869018555,0.05867964940281465,0.6361447747607701,0.1594813804489294,0.029513919837864968,0.4471494744739758,15.0,9.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,30,1761654661,4.765660047531128,0.06177974060786702,0.43593187966974706,0.07963863594104505,0.011617834464762687,0.3446754092639393,10.0,14.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,31,759719521,5.109417200088501,0.06666989544422582,0.5557177770383795,0.12793223200776435,0.016909973407924307,0.41087557162269095,13.0,11.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,32,1511148819,5.0625386238098145,0.06598654186856717,0.5973321356464772,0.15735229322369418,0.021775811492867954,0.4182040309299151,14.0,10.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,33,1533092559,5.625045299530029,0.07054561912362797,0.6741509424917741,0.15523818712032644,0.034387866523985,0.4845248888474626,16.0,8.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,34,2007233909,5.093790292739868,0.07435761912906819,0.5557924566652803,0.09505319460994187,0.013708680086982701,0.4470305819683557,13.0,11.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,35,2017903790,5.281294107437134,0.054126876852788025,0.5961979545075592,0.1359599262100439,0.01713575556778756,0.44310227272972774,14.0,10.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,36,1623720875,5.187540531158447,0.054329957973014036,0.5940581271891336,0.13323109664469415,0.01884392534042558,0.44198310520401385,14.0,10.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,37,822005099,5.937548398971558,0.07872178825931443,0.7933804990138281,0.1691889348246383,0.02121665084426596,0.6029749133449238,19.0,5.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,38,1169621962,5.718794822692871,0.06648716015956119,0.7957126578157085,0.20838649767459633,0.030254648807986406,0.5570715113331258,19.0,5.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,39,1315541580,4.90628981590271,0.0807380346120181,0.4363637483960226,0.08961290678467454,0.013318682661783203,0.33343215894956496,10.0,14.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,40,1872156770,6.031296491622925,0.0753895548981534,0.7960810050427389,0.18586834660338755,0.031647389533413076,0.5785652689059383,19.0,5.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,41,1117348063,5.312543153762817,0.05607727627289142,0.5562341225485843,0.12536126892660057,0.01994804849289586,0.41092480512908786,13.0,11.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,42,1785843434,5.000037908554077,0.08079940730926725,0.4740115334748362,0.1033357771932328,0.016107107734924693,0.35456864854667863,11.0,13.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,43,1971002345,5.421919107437134,0.06325191641221517,0.6365208783555986,0.18174196863356828,0.022695253056720998,0.4320836566653093,15.0,9.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,44,1963233104,5.703169107437134,0.07574877030549,0.7134458082271712,0.18485784456517684,0.026450181916769986,0.5021377817452244,17.0,7.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,45,45295357,5.26566743850708,0.06790871537598173,0.553914004668681,0.11565653984956899,0.017521761073698988,0.42073570374541314,13.0,11.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,46,1818929957,5.171914339065552,0.0597375021205039,0.5958937153938393,0.12898894062355734,0.011020600153217907,0.45588417461706415,14.0,10.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,47,475318147,5.578170537948608,0.07431641500955612,0.714546222122419,0.16615534037747312,0.042280385801861005,0.5061104959430849,17.0,7.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,48,1035259748,5.250040769577026,0.08099240302048961,0.636467267344309,0.1485378644411159,0.02398233550020729,0.46394706740298597,15.0,9.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,49,2088888902,5.328169107437134,0.0644942921752324,0.5951041346881362,0.13448662096246627,0.02469380808199857,0.4359237056436714,14.0,10.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,50,287070358,5.078164339065552,0.068582667832662,0.5161096309164861,0.12140849985844962,0.03130031918953982,0.36340081186849665,12.0,12.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,51,1742754336,5.375044107437134,0.07062814617873657,0.555657367760941,0.10777612641987534,0.0174509256478287,0.43043031569323703,13.0,11.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,52,994158204,5.5312933921813965,0.07175538903835132,0.7159029756587345,0.18806194579726176,0.0209568840577649,0.5068841458037078,17.0,7.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,53,1490049239,5.546919584274292,0.062076433392292574,0.6745609317432685,0.17102022777855302,0.020886893186927588,0.4826538107777879,16.0,8.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,54,999229484,4.703161239624023,0.05564405173454167,0.43616051127081024,0.097191267844455,0.013667281274385703,0.3253019621519695,10.0,14.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,55,28344971,5.578170299530029,0.07154881605018935,0.6741946149663874,0.1665350923783826,0.01970401256592982,0.48795551002207505,16.0,8.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,56,1266539837,5.06253981590271,0.07378149838582711,0.5156148082435906,0.10330867872315858,0.01113646679788534,0.4011696627225468,12.0,12.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,57,96478470,5.5781707763671875,0.07051362885088185,0.6737057361689536,0.1487138718473438,0.022323093826841004,0.5026687704947689,16.0,8.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,58,953383961,5.937546491622925,0.062094145625056905,0.7936942895762563,0.17838267346422426,0.027344626615580993,0.5879669894964511,19.0,5.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,59,183372402,5.453169584274292,0.06402007338490528,0.6372387061146295,0.13267014846642156,0.021534907720002678,0.4830336499282052,15.0,9.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,60,2047789755,6.375051975250244,0.0765556427937744,0.7938643089946441,0.1938668118185965,0.023553219624421685,0.5764442775516262,19.0,5.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,61,1057710077,4.968788385391235,0.08587959652943837,0.3957495072256989,0.0884238712259366,0.011899824294111438,0.2954258117056509,9.0,15.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,62,1213818894,5.2969160079956055,0.06399075165334556,0.5949159266617183,0.13335750976454436,0.01633769309399354,0.44522072380318045,14.0,10.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,63,2087364271,4.640664339065552,0.0834847157346611,0.35730456582357223,0.06583781082357304,0.01350928832205904,0.27795746667794013,8.0,16.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,64,2090181924,5.9375481605529785,0.07018563455908411,0.6751900805178945,0.17172817518474814,0.02994976215771257,0.47351214317543383,16.0,8.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,65,1745141102,5.438892364501953,0.0609416346678611,0.6358250046490914,0.14085552537810675,0.020793789127425417,0.47417569014355915,15.0,9.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,66,1977169912,4.8125388622283936,0.07342129545630151,0.3974390475199703,0.09398464974421498,0.011964562149939344,0.29148983562581593,9.0,15.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,67,816827959,4.970138311386108,0.06048626337931848,0.4751485303416834,0.1134155794611808,0.014928571174153313,0.34680437970634925,11.0,13.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,68,1937066756,5.31254243850708,0.08093626351142377,0.5540880140638259,0.14400132975631139,0.018546085637234252,0.39154059867028024,13.0,11.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,69,1231138120,5.267016172409058,0.07488848559546557,0.5961954821125712,0.09535557523870829,0.019658609951646335,0.4811812969222167,14.0,10.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,70,135194935,5.468793630599976,0.05211481900932647,0.5953756139990349,0.14256755125749243,0.0195139289510433,0.4332941337904991,14.0,10.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,71,213231019,5.298266887664795,0.07478212299023351,0.5958843192724432,0.14435480768417724,0.01709886492900432,0.43443064665926173,14.0,10.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,72,1803038838,5.625045537948608,0.07334472254401483,0.6766457572825844,0.1742324231761001,0.017571668414809245,0.48484166569167514,16.0,8.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,73,374020484,6.438901662826538,0.06293110052717638,0.9128993013792482,0.19142127977200132,0.031462164847597805,0.6900158567596493,22.0,2.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,74,1243074298,5.7187957763671875,0.063671838202555,0.7136363645621059,0.15092346718421243,0.027069912635406965,0.5356429847424864,17.0,7.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,75,1805121991,5.251392126083374,0.07514708275497593,0.5929785036890663,0.15003096100527336,0.018114922804512698,0.4248326198792802,14.0,10.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,76,1067209504,5.484417676925659,0.07699169453117907,0.5563395073109738,0.1388467975156464,0.016803385312545615,0.4006893244827818,13.0,11.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,77,1856696675,5.345142602920532,0.07605299353471107,0.4763333300817619,0.10989096386977051,0.010820468603727896,0.3556218976082635,11.0,13.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,78,826341888,4.9219138622283936,0.05343648011447484,0.4767121359993232,0.11327214931896629,0.01662776675374104,0.34681221992661593,11.0,13.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,79,167529421,5.50139307975769,0.05106610191360812,0.6746490435333747,0.14931149572818653,0.020517161186830307,0.5048203866183577,16.0,8.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,80,806989554,5.406291723251343,0.06307543663498633,0.637062575875932,0.11967293269051485,0.018281985286094083,0.499107657899323,15.0,9.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,81,24805106,5.5013933181762695,0.05356818229643567,0.6766679206523327,0.1844438813871784,0.02261734119985564,0.4696066980652985,16.0,8.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,82,1574482610,5.375043869018555,0.05560364397174733,0.5556753262056726,0.1387573109494496,0.020413041475989845,0.3965049737802333,13.0,11.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,83,613936327,5.454517841339111,0.08134019304679731,0.6363753420362986,0.15894129555679962,0.02280112827956587,0.45463291819993323,15.0,9.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,84,1943874087,5.875048398971558,0.052164824334333566,0.5955789666594873,0.14125092781640816,0.015917428430908175,0.4384106104121709,14.0,10.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,85,2099617758,5.845146179199219,0.08533477812980823,0.6749019389630655,0.15919001262254198,0.024170621416976602,0.49154130492354703,16.0,8.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,86,970557677,5.078166961669922,0.0700345917303516,0.55538038286616,0.14217007453421845,0.017761041784362108,0.39544926654757945,13.0,11.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,87,729259244,5.282641410827637,0.07793364415834046,0.5940115615747917,0.11129132471475688,0.023688767523544117,0.4590314693364907,14.0,10.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,88,2079841931,5.765671253204346,0.07407883325442446,0.7138105561422933,0.1835305319236404,0.035639978420904356,0.49464004579774856,17.0,7.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,89,1892879705,5.89202094078064,0.06957121789306862,0.7536538864963472,0.1520970216454905,0.022441506256298923,0.5791153585945576,18.0,6.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,90,2041820033,6.45317816734314,0.05703996277697174,0.9552997161421447,0.2590762739960866,0.037225992293269485,0.6589974498527886,23.0,1.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,91,1401224298,5.001388788223267,0.0798297985305393,0.4760368349770217,0.08817413951515349,0.01738110187924857,0.3704815935826197,11.0,13.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,92,1477953748,5.734421491622925,0.052026336549604674,0.6360454637575266,0.16724302032322494,0.031888480137792954,0.43691396329650867,15.0,9.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,93,1914896930,5.267016410827637,0.07363532282522631,0.4756859136207497,0.10472971727065677,0.013412858056670775,0.35754333829342216,11.0,13.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,94,341705672,5.062541246414185,0.058411702592032835,0.5161598317242925,0.10137495035012792,0.017790045269819095,0.3969948361043454,12.0,12.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,95,1750328427,5.657644510269165,0.08194684063792097,0.7163369855114393,0.18363535623314653,0.028590803061875364,0.5041108262164173,17.0,7.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,96,1241646603,5.625044584274292,0.08321973594670559,0.6744879187735272,0.15838181657128345,0.015290056158488224,0.5008160460437555,16.0,8.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,97,354554919,5.735771656036377,0.07171935216964434,0.756445414313112,0.19033469016567878,0.02488392481849723,0.5412267993289359,18.0,6.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,98,1141212080,4.8281638622283936,0.06297209395281927,0.4359469865197333,0.10082907386745585,0.011183080586457457,0.32393483206581997,10.0,14.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,99,2056698391,5.720144748687744,0.057817871471483054,0.7566614700901471,0.17120499452960242,0.02862958569028994,0.5568268898702547,18.0,6.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,100,1629361386,5.000040292739868,0.07872703722691184,0.4758071349621863,0.08597553862253854,0.01189213833302045,0.3779394580066273,11.0,13.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,101,1298548678,6.188898324966431,0.07235822740255889,0.8757079005528751,0.21618388819608333,0.031731199600850954,0.6277928127559407,21.0,3.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,102,157333277,5.125040769577026,0.08570141932029704,0.5157681396946139,0.13161513675876496,0.018967877853981553,0.3651851250818673,12.0,12.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,103,658548350,5.267016649246216,0.07321085682131546,0.5563001840156931,0.12231584914388359,0.03359317103183118,0.4003911638399785,13.0,11.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,104,784324956,5.453168869018555,0.054341906176601826,0.5959430788023299,0.10673679753902221,0.018804542609820788,0.47040173865348683,14.0,10.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,105,1922562345,5.5638933181762695,0.07509996044603748,0.5157804259768694,0.12360908810601633,0.018537264214754146,0.37363407365609874,12.0,12.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,106,1171145861,5.031290769577026,0.07479584673321535,0.5168929473745101,0.09683710421733657,0.014710734917859411,0.4053451082393141,12.0,12.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,107,733904680,5.985772609710693,0.07185706386946732,0.755487106820623,0.14824353653312955,0.02831210152537505,0.5789314687621184,18.0,6.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,108,1826974045,5.953173398971558,0.05398712431469416,0.7965592459995531,0.2009977299163521,0.03787101407246948,0.5576905020107313,19.0,5.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,109,1546115641,5.3920183181762695,0.07858556521323115,0.5951782801660603,0.1573605443998457,0.020578760497709916,0.41723897526850473,14.0,10.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,110,1873295335,5.750046253204346,0.06207540109269804,0.7150937866299728,0.193785616529985,0.029664720510286634,0.49164344958970096,17.0,7.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,111,1826990642,5.20451545715332,0.05574762009849282,0.5961010196087292,0.10547310759979762,0.016646871334936322,0.4739810406739954,14.0,10.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,112,1807427148,5.562545299530029,0.07203200432230294,0.7167776462068342,0.1575034464667759,0.019156799063243662,0.5401174006768145,17.0,7.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,113,1091247438,6.235774040222168,0.061320219661910015,0.9974910300525945,0.18111577648084445,0.03225193080647081,0.7841233227652793,24.0,0.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,114,905953532,5.8920204639434814,0.0823547297505104,0.7555078803766837,0.11202882013453648,0.031389414708518165,0.6120896455336291,18.0,6.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,115,489692981,5.265669107437134,0.057352978660607665,0.5956645146517895,0.12162138761534626,0.018626931475324373,0.4554161955611189,14.0,10.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,116,1403110060,5.703171491622925,0.057320945754058904,0.5566984884372953,0.13096863898948752,0.01800481932791656,0.4077250301198913,13.0,11.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,117,855610522,5.579519510269165,0.07755287023951837,0.5954350167911797,0.11483685923716626,0.021014702164062458,0.459583455389951,14.0,10.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,118,1719200974,5.390668869018555,0.06052948932291136,0.6357214470115968,0.12246427585762053,0.02187988466032931,0.49137728649364687,15.0,9.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,119,526781435,4.845137357711792,0.08407994491221636,0.43560027056614375,0.09569421452727697,0.022174092056530804,0.31773196398233605,10.0,14.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,120,59365084,5.390669584274292,0.05552341286392319,0.5952212152707665,0.13483195707378176,0.013128172264782136,0.44726108593220265,14.0,10.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,121,808970187,5.42326807975769,0.07209659022972521,0.6362044071007726,0.17625222930497123,0.020503160018075173,0.43944901777772627,15.0,9.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,122,724914122,5.296918869018555,0.08069279578313607,0.5945403738388121,0.10975046785856357,0.01704377940342918,0.46774612657681947,14.0,10.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,123,253728702,5.267016649246216,0.05394299093115044,0.6351332335541164,0.16418723389188755,0.022289237889653913,0.44865676177257485,15.0,9.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,124,707605940,4.8281638622283936,0.058937259521089844,0.43683149627992607,0.08182987808832932,0.01379654651422034,0.3412050716773765,10.0,14.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,125,1700259449,5.032639503479004,0.06209354002018849,0.475582350337651,0.12226059573553304,0.02123803356592181,0.33208372103619616,11.0,13.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,126,644013870,4.890664100646973,0.07460046128781957,0.4357206886429832,0.10459578106524858,0.015091125425465101,0.31603378215226946,10.0,14.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,127,999188731,5.65764594078064,0.08476781524600996,0.633899685910558,0.14307022148341647,0.018805527824949063,0.4720239366021925,15.0,9.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,128,1267631924,4.281783819198608,0.054594745984855544,0.5556124684714164,0.10074371013065936,0.014094419410906061,0.44077433892985096,13.0,11.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,129,1354228198,2.937523365020752,0.0601157949848552,0.47632090886156575,0.11140503683905602,0.016672572568853686,0.34824329945365595,11.0,13.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,130,50080229,4.000531911849976,0.07647030308925223,0.6368460319249152,0.11854959278360269,0.03089886179724726,0.48739757734406525,15.0,9.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,131,1813701257,3.234400987625122,0.05668334113009734,0.47668453140727124,0.12641087228863948,0.015150907247954757,0.335122751870677,11.0,13.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,132,2026478608,4.078658103942871,0.06523247413416894,0.6745007125124256,0.1523525892697067,0.027404003947771084,0.494744119294948,16.0,8.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,133,236854643,2.6406450271606445,0.06353490063577351,0.47523795638870125,0.11542876924529054,0.01906342999405104,0.3407457571493597,11.0,13.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,134,488627338,3.766155481338501,0.05464068320875597,0.5974495265426569,0.14023651661053996,0.017369622090071944,0.4398433878420452,14.0,10.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,135,790888940,3.2187750339508057,0.08030022161513184,0.596635867698774,0.14833321643200573,0.022672859355979392,0.42562979191078876,14.0,10.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,136,443023852,4.313033103942871,0.06602550352793203,0.8758025390197873,0.22066421797075797,0.05456679981584222,0.6005715212331874,21.0,3.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,137,1560640429,3.1875252723693848,0.06843654941533087,0.5555692809323637,0.10047925306866118,0.016392592376951124,0.4386974354867514,13.0,11.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,138,713619456,3.484901189804077,0.08349455458535154,0.5156849841186234,0.12145977349212518,0.021208690588026498,0.37301652003847174,12.0,12.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,139,832802126,3.0469000339508057,0.06445790024271228,0.6345610280160284,0.1500705912469055,0.018076660077502683,0.4664137766916203,15.0,9.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,140,1177559954,3.406775712966919,0.06508174461607835,0.5169533685926597,0.12040525431962613,0.02889553011222028,0.36765258416081326,12.0,12.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,141,828251148,3.203151226043701,0.05764889382174349,0.5937039594090048,0.13566838637018327,0.026564236442464376,0.4314713365963571,14.0,10.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,142,1821684118,3.8911545276641846,0.06626749586582674,0.5545715529312779,0.09345205350809252,0.021246197879076712,0.4398733015441087,13.0,11.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,143,1103522485,3.0156502723693848,0.07692355473170248,0.6766580499367675,0.15481063937040643,0.02152533506094718,0.5003220755054137,16.0,8.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,144,1179664583,3.5474038124084473,0.06054785693306779,0.6354974204419758,0.12460362610339759,0.017926790316871822,0.49296700402170646,15.0,9.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,145,172854300,3.312525510787964,0.08114106351457977,0.6363437915658818,0.14578440452861544,0.01740805506652691,0.4731513319707395,15.0,9.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,146,2110358319,3.4536516666412354,0.06647746760548212,0.6366452343925261,0.16824264466545447,0.01898258469888499,0.44942000502818663,15.0,9.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,147,833045232,3.0781502723693848,0.06819607354633887,0.5971950952824714,0.15310798365615394,0.02570630009629208,0.4183808115300255,14.0,10.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,148,69305102,4.156782150268555,0.06630171889233363,0.6752598950630022,0.17181086175708715,0.026163466062690363,0.4772855672432247,16.0,8.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,149,2099058792,2.7343971729278564,0.06372938700168831,0.55565652157197,0.12241729250901047,0.01971355287674689,0.41352567618621255,13.0,11.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,150,803582769,3.6880288124084473,0.0628217255858598,0.8355351630529203,0.21801386037458864,0.023892856051037303,0.5936284466272941,20.0,4.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,151,1653446499,2.8750240802764893,0.07327111126203041,0.5956037597908349,0.15188389734584404,0.0429073789769775,0.4008124834680133,14.0,10.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,152,1902408805,4.156781911849976,0.07621665399580108,0.9532591684633873,0.2283181338598535,0.040303007592072886,0.6846380270114609,23.0,1.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,153,351733400,3.0469000339508057,0.06353544223531542,0.516711076984385,0.12184052716708293,0.020938975298803276,0.37393157451849873,12.0,12.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,154,1259589446,4.172407388687134,0.06023082809906981,0.7945314943167644,0.1710101840602856,0.03312508715732507,0.5903962230991536,19.0,5.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,155,1654642800,3.250025749206543,0.05646467431146394,0.5533229516253318,0.13443559849779432,0.018846335966625133,0.4000410171609125,13.0,11.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,156,2087744588,3.14115047454834,0.07751341699785075,0.47623360577085677,0.11346767711812522,0.022240146234279702,0.3405257824184519,11.0,13.0
"(p=0.750, q=0.975, c=0.500)",0.75,0.975,0.5,157,1937964776,3.0781502723693848,0.08276461756452708,0.5568135218654213,0.11265993648127832,0.016836197365242746,0.42731738801890023,13.0,11.0
