Scenarios,sensitivity,specificity,rapid test coverage,ID,Seed,Run time,Rate of gonorrhea cases (average incidence after epidemic warm-up),"Proportion of cases treated with CIP, TET, or CRO (average incidence after epidemic warm-up)",Duration of 1st line therapy with CRO (after epidemic warm-up),Duration of 1st line therapy with Drug M (after epidemic warm-up)
"(p=0.750, q=1.000, c=0.500)",0.75,1.0,0.5,159,2132410421,3.6406641006469727,0.06352706407058936,0.9957774275413146,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,0,1086712531,8.282432079315186,0.07483911292649108,0.9980081752911393,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,1,1984980876,8.262481451034546,0.07633843976092658,0.9991628379721252,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,2,1953654075,7.68867564201355,0.06799156805634073,0.7943715868494228,19.0,5.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,3,261253038,6.521509408950806,0.07640895762751036,0.5153462067674033,12.0,12.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,4,540090028,7.0167951583862305,0.07811009750181609,0.7554848949417675,18.0,6.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,5,869095512,7.443392515182495,0.06233531976047766,0.8351003797209938,20.0,4.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,6,2028400409,7.813677787780762,0.07184817292779468,0.9535154688209674,23.0,1.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,7,769024199,6.599634170532227,0.07100507176350213,0.634294321992808,15.0,9.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,8,745834900,6.656213760375977,0.06738910852322097,0.6361435862806406,15.0,9.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,9,1062619740,6.879101514816284,0.06428237846805367,0.7162342333599675,17.0,7.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,10,1859915496,7.719934463500977,0.07044478458037244,0.8741266067970956,21.0,3.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,11,1375364205,7.746851205825806,0.060639535343818045,0.8741351765071648,21.0,3.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,12,1663365764,6.4366514682769775,0.06480675177075564,0.5548819984949017,13.0,11.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,13,1069973281,7.502909421920776,0.06669248105979875,0.8342915492780739,20.0,4.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,14,2032764502,7.376173734664917,0.06778173880966525,0.9999512302357758,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,15,1738183207,7.918727874755859,0.057387426148817644,0.9960581268773562,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,16,1708487345,7.110546112060547,0.06995420394859783,0.7152741231731128,17.0,7.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,17,2050502706,7.671964883804321,0.059336102062748496,0.9158805251739998,22.0,2.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,18,33973174,6.124966859817505,0.05759395775409162,0.5143683462592743,12.0,12.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,19,434685913,7.611465930938721,0.05880586457638339,0.9998705228925294,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,20,1812608689,7.360546588897705,0.05832625299658317,0.8752952923917984,21.0,3.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,21,2084052603,6.92776346206665,0.06483674835193315,0.7955815084801103,19.0,5.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,22,599999703,6.907419204711914,0.08038792667452181,0.7544236215678504,18.0,6.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,23,1398208754,7.302767038345337,0.06460263951117115,0.7955258413485042,19.0,5.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,24,98400669,8.126181364059448,0.06931640671158394,0.9984144239888082,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,25,1455834841,7.481223821640015,0.07056627566178611,0.7545893496383027,18.0,6.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,26,1785736058,6.403732061386108,0.0776468931019592,0.516226428535954,12.0,12.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,27,1170374427,6.891097784042358,0.06704319813571197,0.6357132317209523,15.0,9.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,28,1493653684,7.298048734664917,0.06791993495250863,0.8357562136896362,20.0,4.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,29,1466704085,7.156524419784546,0.06582863824872492,0.7552989134811378,18.0,6.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,30,258864802,7.219923496246338,0.06921579413176895,0.9999166471974534,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,31,1650233440,6.78714656829834,0.06145684625278362,0.7142485590588957,17.0,7.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,32,1950053854,6.349859952926636,0.07334950551791447,0.635721790469972,15.0,9.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,33,231562851,7.33970046043396,0.06260451341807795,0.997979450357455,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,34,511233635,6.173283100128174,0.0607489878506102,0.55694531678942,13.0,11.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,35,699550030,7.287976026535034,0.055954192797516684,0.8333760483797878,20.0,4.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,36,864944866,8.313685178756714,0.06668249304784073,0.9918550669786798,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,37,2087744588,6.445275545120239,0.07376642378774358,0.5960478113289568,14.0,10.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,38,668178838,6.6730427742004395,0.083578374744312,0.7153437695383782,17.0,7.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,39,1978367492,7.870613098144531,0.06307705655784987,0.874806314236197,21.0,3.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,40,9155489,6.9542951583862305,0.07348384343234594,0.7148407148902602,17.0,7.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,41,1104341091,6.524438858032227,0.0611745929747616,0.5554236913525957,13.0,11.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,42,591449774,7.110546827316284,0.05727724627288601,0.7148596383400339,17.0,7.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,43,511055152,6.1663596630096436,0.06790735322074698,0.5551309503132194,13.0,11.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,44,1509200690,7.985555410385132,0.06061889147821788,0.996224499239175,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,45,236539590,8.309356927871704,0.07865538824737198,0.9965765352785755,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,46,1265300326,8.00118088722229,0.05907930709488925,0.9981194070281089,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,47,1493969396,8.074979305267334,0.06864644440956034,0.9139194158018665,22.0,2.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,48,1490049239,7.235549449920654,0.06829327025802451,0.7151319710248215,17.0,7.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,49,1031018765,7.824976682662964,0.0770828183902322,0.7542196040754706,18.0,6.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,50,1011506854,6.9699201583862305,0.06879564402799355,0.8358819274284823,20.0,4.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,51,1712498177,7.084014892578125,0.07296707956360857,0.7564579843505023,18.0,6.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,52,1640771411,7.954304933547974,0.07693068434005113,0.9966663131757268,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,53,1226839433,5.755876779556274,0.07938172652974483,0.43584707338058915,10.0,14.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,54,322196933,7.68867826461792,0.057245300323064796,0.9165538307668339,22.0,2.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,55,1299191502,8.231230735778809,0.07606334360167938,0.9980380564179231,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,56,2130447669,6.416539430618286,0.06996227301479731,0.5556238924019246,13.0,11.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,57,30578059,8.21105146408081,0.07740845861992211,0.9154647602597568,22.0,2.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,58,1373593898,6.9542951583862305,0.06378770297576324,0.6764457258055103,16.0,8.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,59,289568835,7.577694892883301,0.06637055919000852,0.715572790671035,17.0,7.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,60,1041880507,8.094932079315186,0.0605011641008869,0.9970390591388794,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,61,1776145500,6.310466289520264,0.057334554820407516,0.5167340186647187,12.0,12.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,62,313735750,6.907419681549072,0.06898062103968003,0.7560037626589983,18.0,6.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,63,424076738,7.5393359661102295,0.060436546121680965,0.9997284260071001,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,64,706973201,6.549995183944702,0.06270371775246722,0.5937460835427085,14.0,10.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,65,391356322,6.381175756454468,0.062090899581424386,0.636885238006474,15.0,9.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,66,1592087331,8.438410758972168,0.06645765943483083,0.9953691649097913,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,67,1527510874,6.0930399894714355,0.07546029990293164,0.5175283989396163,12.0,12.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,68,441846862,7.931566476821899,0.06208616432894452,0.75301129295901,18.0,6.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,69,1181023661,7.380926847457886,0.07416498743974594,0.7949756984110011,19.0,5.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,70,392437986,7.626659870147705,0.061779422622198314,0.7554140024662861,18.0,6.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,71,442463148,8.058984994888306,0.058238075222675406,0.8744337303227128,21.0,3.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,72,1235262303,7.261443376541138,0.06508009228059213,0.7158088435792446,17.0,7.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,73,2089075418,7.955638647079468,0.06336433945401788,0.9134122460551218,22.0,2.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,74,1181940678,7.4382383823394775,0.07186592515574193,0.795162826461566,19.0,5.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,75,18479805,7.778839826583862,0.06385953032939505,0.9985770655544454,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,76,36293875,7.008219480514526,0.052222914428581735,0.5949664702830721,14.0,10.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,77,1646873834,8.457862377166748,0.061312600955503775,0.9540429551199351,23.0,1.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,78,1756250673,7.6403937339782715,0.08549664539520078,0.9997148271919438,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,79,2127537053,6.264167547225952,0.08052860728931785,0.5168475342347355,12.0,12.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,80,1527938215,7.373179912567139,0.05877463934795672,0.7938101912232837,19.0,5.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,81,1987036835,6.578260660171509,0.06556779988141724,0.6363857517056777,15.0,9.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,82,742635166,5.723166227340698,0.060285195724488594,0.3964549243523879,9.0,15.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,83,428387606,7.837644815444946,0.05962124886636674,0.9151131034165516,22.0,2.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,84,1057701318,7.828999996185303,0.06608769102296601,0.8749242594143434,21.0,3.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,85,620684410,7.293327808380127,0.074797530186695,0.7549951601808589,18.0,6.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,86,169862576,7.314228773117065,0.06052215764787008,0.754846489596741,18.0,6.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,87,636653741,7.184093475341797,0.08065817704944359,0.7961303939793538,19.0,5.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,88,1037358284,8.08137845993042,0.06458988699135063,0.9961187000748943,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,89,1365877958,7.375076770782471,0.07252500467985679,0.9169839638225215,22.0,2.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,90,1847268245,6.425670385360718,0.07185401033870652,0.5974819256259165,14.0,10.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,91,1787134341,6.533186674118042,0.06855151921604592,0.6363429096832821,15.0,9.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,92,518286560,7.933207273483276,0.0847217691945628,0.9150502750168213,22.0,2.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,93,647752748,6.728422403335571,0.06977440284523782,0.6350710257050198,15.0,9.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,94,2044735716,6.415673732757568,0.06470875031780579,0.5562402024799821,13.0,11.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,95,1417899697,7.59995698928833,0.05827886593940516,0.7934291283341278,19.0,5.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,96,96328185,7.076470613479614,0.07204416576175046,0.8360012714356685,20.0,4.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,97,846962187,7.558357000350952,0.0560070345336393,0.8342009717112769,20.0,4.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,98,971748365,7.120456695556641,0.07420310111566567,0.7562726261249701,18.0,6.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,99,993246198,8.22117304801941,0.056315332430815185,0.9970059490542765,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,100,1709232599,7.579315900802612,0.0750634856206454,0.9991340836080493,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,101,1145660267,8.180822610855103,0.06901780561407275,0.9540582140538652,23.0,1.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,102,2080398871,7.2104291915893555,0.0744253500765018,0.755702165640776,18.0,6.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,103,921555830,6.594454526901245,0.08229555436970402,0.716962114776382,17.0,7.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,104,1696311714,6.727577447891235,0.08233655141533112,0.5963715921580934,14.0,10.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,105,1847092057,8.043700218200684,0.059890432362276876,0.9976234305103933,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,106,1449189605,6.929516077041626,0.0732558117366568,0.5960947518861444,14.0,10.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,107,1195091225,6.345632076263428,0.06893191167840139,0.5545693576168056,13.0,11.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,108,1483988216,8.15292501449585,0.06450083949652367,0.9132668712393017,22.0,2.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,109,45140219,6.796951532363892,0.0773019636405703,0.634778512177482,15.0,9.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,110,1251823149,8.199800252914429,0.0567391643963127,0.9546108707881205,23.0,1.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,111,501616922,7.4844512939453125,0.05814385584803681,0.8325329613961281,20.0,4.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,112,618662601,7.996672630310059,0.06435586825264289,0.9997081331988508,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,113,1318768269,7.546953201293945,0.06055487851706448,0.9161511433943784,22.0,2.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,114,539278167,7.887296199798584,0.0674887891166887,0.9990644081475578,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,115,1546661699,6.750068664550781,0.06922794194747159,0.6364190448385123,15.0,9.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,116,869525086,5.764946460723877,0.05929342143023485,0.3973126306963023,9.0,15.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,117,1127389417,7.789285898208618,0.06426831515617178,0.9154018852542731,22.0,2.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,118,208660370,7.027913331985474,0.062828905443008,0.7955735432659027,19.0,5.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,119,1945037326,7.281325101852417,0.07497191852012923,0.7149058098067086,17.0,7.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,120,420514926,6.82478666305542,0.07001616726793172,0.5960942365101911,14.0,10.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,121,1988717831,6.718820095062256,0.08233144654635538,0.6340304272342305,15.0,9.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,122,1265045594,8.059174060821533,0.06459807924425885,0.8766474923118222,21.0,3.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,123,557528785,6.906321048736572,0.06818501556618928,0.7960179666989408,19.0,5.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,124,61738016,8.199800968170166,0.06478150716280678,0.8732031803435093,21.0,3.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,125,1304696688,7.142083644866943,0.06335950611793231,0.7945361334539471,19.0,5.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,126,1196383116,6.715410232543945,0.066201013345506,0.6762728908537744,16.0,8.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,127,2119065329,6.765695095062256,0.07671404545216645,0.6343241446096637,15.0,9.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,128,11993418,5.595191240310669,0.055704660943452014,0.5555462858406801,13.0,11.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,129,1598551130,4.4844231605529785,0.08079756848877132,0.7147470691049684,17.0,7.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,130,899771096,5.188936710357666,0.06593789675142028,0.6372723447384435,15.0,9.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,131,1505973153,3.8594162464141846,0.08489425250277013,0.6754934458559236,16.0,8.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,132,491601191,5.970195055007935,0.07071214686505711,0.9145345599045613,22.0,2.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,133,1928384915,3.9531655311584473,0.058284034285472554,0.7554055114979009,18.0,6.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,134,1799331687,4.548304796218872,0.07885464156181893,0.39642507326487403,9.0,15.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,135,15524053,4.1719183921813965,0.05502146313335666,0.9988312086396148,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,136,751489193,4.860809564590454,0.07049027454861054,0.6765991819966459,16.0,8.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,137,156987350,3.234410047531128,0.06713246675044364,0.596764236858505,14.0,10.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,138,627893408,5.501440525054932,0.0602191619099212,0.8352664857172816,20.0,4.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,139,1207594076,3.250035047531128,0.057712099588507114,0.5167850975136493,12.0,12.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,140,1408238763,5.501440525054932,0.07002881727033342,0.9561596614890927,23.0,1.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,141,856879794,4.203167915344238,0.06420185671969161,0.7534829704830166,18.0,6.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,142,1813805924,5.188937425613403,0.0643616610592318,0.6759166486469659,16.0,8.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,143,368909202,3.859415292739868,0.06488161688092452,0.5960966552850353,14.0,10.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,144,1497107255,4.860808849334717,0.0714484819151946,0.7540070288086576,18.0,6.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,145,1859839831,4.406297445297241,0.059206686907677504,0.7928371768943588,19.0,5.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,146,888645632,4.64205265045166,0.06450842798682417,0.6359131446001477,15.0,9.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,147,87373479,3.6094112396240234,0.0672680345972699,0.4753435650399721,11.0,13.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,148,569170968,5.5795629024505615,0.05844110414832058,0.9947930177042452,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,149,1724266722,4.234878063201904,0.082793977581434,0.8760489912636639,21.0,3.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,150,605342979,4.048299074172974,0.05685384846817965,0.5961911315674837,14.0,10.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,151,1613654456,4.734426021575928,0.06488973397297375,0.9967524316082005,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,152,1460959226,6.04832124710083,0.058299071575339194,0.9937455950153418,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,153,1679190915,3.8286242485046387,0.07495019891011488,0.7148607709831565,17.0,7.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,154,1341721941,4.829556465148926,0.06547311825056085,0.8758253648942979,21.0,3.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,155,192331256,4.125501871109009,0.0707557350280099,0.9953302308478504,24.0,0.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,156,1228175278,5.032685279846191,0.06458341217027513,0.8326887187989338,20.0,4.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,157,28791503,3.5937910079956055,0.0539842125870886,0.4762370761527518,11.0,13.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,158,1457430367,5.173312425613403,0.0814477800644288,0.8336647845332046,20.0,4.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,159,2132410421,4.219252824783325,0.07104447000959783,0.8776692962056013,21.0,3.0
"(p=0.500, q=0.975, c=0.500)",0.5,0.975,0.5,0,1086712531,8.267098903656006,0.07072535693890028,0.9973469211414351,24.0,0.0
"(p=0.500, q=0.975, c=0.500)",0.5,0.975,0.5,1,1984980876,8.26943302154541,0.07454301648100956,0.9954591316161786,24.0,0.0
"(p=0.500, q=0.975, c=0.500)",0.5,0.975,0.5,2,1953654075,7.642092227935791,0.06557043965042297,0.8350083962564233,20.0,4.0
"(p=0.500, q=0.975, c=0.500)",0.5,0.975,0.5,3,261253038,6.222532033920288,0.07497547823299967,0.5147033510447335,12.0,12.0
"(p=0.500, q=0.975, c=0.500)",0.5,0.975,0.5,4,540090028,6.970210552215576,0.07558435891805017,0.7962159221278049,19.0,5.0
"(p=0.500, q=0.975, c=0.500)",0.5,0.975,0.5,5,869095512,7.238166809082031,0.05933240565933894,0.8349516695233519,20.0,4.0
"(p=0.500, q=0.975, c=0.500)",0.5,0.975,0.5,6,2028400409,7.767092943191528,0.06836315947671359,0.9535939190485169,23.0,1.0
"(p=0.500, q=0.975, c=0.500)",0.5,0.975,0.5,7,769024199,6.894413948059082,0.06858637060905945,0.6732601923012855,16.0,8.0
"(p=0.500, q=0.975, c=0.500)",0.5,0.975,0.5,8,745834900,6.485830068588257,0.06401652662167745,0.5968634291766826,14.0,10.0
"(p=0.500, q=0.975, c=0.500)",0.5,0.975,0.5,9,1062619740,6.925664901733398,0.0627950947473192,0.7144102307870763,17.0,7.0
"(p=0.500, q=0.975, c=0.500)",0.5,0.975,0.5,10,1859915496,7.860844850540161,0.06718390077524107,0.8344076947503031,20.0,4.0
"(p=0.500, q=0.975, c=0.500)",0.5,0.975,0.5,11,1375364205,7.519420385360718,0.05767671621247714,0.8737292586563156,21.0,3.0
"(p=0.500, q=0.975, c=0.500)",0.5,0.975,0.5,12,1663365764,6.298328161239624,0.06310072274830542,0.5546041646169381,13.0,11.0
"(p=0.500, q=0.975, c=0.500)",0.5,0.975,0.5,13,1069973281,7.628797292709351,0.06450667059472492,0.8739420846156998,21.0,3.0
"(p=0.500, q=0.975, c=0.500)",0.5,0.975,0.5,14,2032764502,7.454599142074585,0.06607788238810834,0.9993017632091236,24.0,0.0
"(p=0.500, q=0.975, c=0.500)",0.5,0.975,0.5,15,1738183207,7.847539663314819,0.05519531640203532,0.9981166018972171,24.0,0.0
"(p=0.500, q=0.975, c=0.500)",0.5,0.975,0.5,16,1708487345,7.204587459564209,0.06630425940724091,0.7151128858014809,17.0,7.0
"(p=0.500, q=0.975, c=0.500)",0.5,0.975,0.5,17,2050502706,8.050676107406616,0.05670054916554665,0.9980148705372247,24.0,0.0
"(p=0.500, q=0.975, c=0.500)",0.5,0.975,0.5,18,33973174,6.001450061798096,0.0555640896900913,0.5154841089925827,12.0,12.0
"(p=0.500, q=0.975, c=0.500)",0.5,0.975,0.5,19,434685913,7.581920385360718,0.05607062101735554,0.9983365601677565,24.0,0.0
"(p=0.500, q=0.975, c=0.500)",0.5,0.975,0.5,20,1812608689,6.6733314990997314,0.055966256973562147,0.756186664998566,18.0,6.0
"(p=0.500, q=0.975, c=0.500)",0.5,0.975,0.5,21,2084052603,7.6600470542907715,0.06301489334800241,0.9549620482620133,23.0,1.0
"(p=0.500, q=0.975, c=0.500)",0.5,0.975,0.5,22,599999703,6.65770697593689,0.0773782025004608,0.7548749706505753,18.0,6.0
"(p=0.500, q=0.975, c=0.500)",0.5,0.975,0.5,23,1398208754,7.12879204750061,0.06226526507413887,0.7555198203895841,18.0,6.0
"(p=0.500, q=0.975, c=0.500)",0.5,0.975,0.5,24,98400669,8.15772294998169,0.06580891831095652,0.9972252237745483,24.0,0.0
"(p=0.500, q=0.975, c=0.500)",0.5,0.975,0.5,25,1455834841,7.706922292709351,0.06784862471553052,0.793578805633842,19.0,5.0
"(p=0.500, q=0.975, c=0.500)",0.5,0.975,0.5,26,1785736058,5.985825061798096,0.07350150098947862,0.5163512464238326,12.0,12.0
