Scenarios,sensitivity,specificity,rapid test coverage,ID,Seed,Run time,Rate of gonorrhea cases (average incidence after epidemic warm-up),"Proportion of cases treated with CIP, TET, or CRO (average incidence after epidemic warm-up)",Duration of 1st line therapy with CRO (after epidemic warm-up),Duration of 1st line therapy with Drug M (after epidemic warm-up)
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,45,236539590,8.095412254333496,0.07694732319196461,0.9963958019223021,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,46,1265300326,7.586149215698242,0.0579810623720571,0.9987315008992235,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,47,1493969396,7.867882966995239,0.06724305427957615,0.9144242599876401,22.0,2.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,48,1490049239,6.915095806121826,0.06664357793432776,0.7562847552546762,18.0,6.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,49,1031018765,8.492061138153076,0.07444001954388701,0.9954044047967947,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,50,1011506854,6.4842283725738525,0.06813722376568776,0.7158982503726554,17.0,7.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,51,1712498177,8.688552141189575,0.07120799297956734,0.9951464892184189,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,52,1640771411,8.215065717697144,0.07567438051697492,0.9972200636487968,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,53,1226839433,5.645200490951538,0.07739909171209952,0.436356660890265,10.0,14.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,54,322196933,8.063112735748291,0.05569512887699696,0.9981623111671002,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,55,1299191502,8.17217755317688,0.07392129308786281,0.999161801061717,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,56,2130447669,6.505591630935669,0.0681240194467661,0.5958970657293956,14.0,10.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,57,30578059,8.30780839920044,0.07593644689733046,0.994146591895655,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,58,1373593898,7.170387029647827,0.062221633573014454,0.7159769146021291,17.0,7.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,59,289568835,7.4232635498046875,0.06350075589938936,0.7168165504784311,17.0,7.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,60,1041880507,7.104776859283447,0.05934884594947421,0.9162623981030054,22.0,2.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,61,1776145500,5.989856958389282,0.05647345391513394,0.5164090232765446,12.0,12.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,62,313735750,6.566941976547241,0.0671290984045141,0.7547701587971047,18.0,6.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,63,424076738,7.496450662612915,0.05937329269303827,0.9998132233392877,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,64,706973201,6.531315088272095,0.060543045421411056,0.6345194644255461,15.0,9.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,65,391356322,6.312563180923462,0.060448925244449676,0.6760224888421824,16.0,8.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,66,1592087331,8.343833208084106,0.0645592893092247,0.9967668900354246,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,67,1527510874,6.4375646114349365,0.07403802338813369,0.5957554247962475,14.0,10.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,68,441846862,7.859453439712524,0.06038327343644221,0.8343235454075149,20.0,4.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,69,1181023661,7.140697002410889,0.07292175556146684,0.7538315714470856,18.0,6.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,70,392437986,7.3594489097595215,0.060750439703316485,0.795218740460968,19.0,5.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,71,442463148,8.312583208084106,0.05661532960707366,0.9990167602076057,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,72,1235262303,7.7188262939453125,0.06313506459263751,0.8747713470877599,21.0,3.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,73,2089075418,8.032695293426514,0.061669980875895834,0.9537995597898055,23.0,1.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,74,1181940678,8.359458684921265,0.06936170743915601,0.9976026670857556,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,75,18479805,7.829568147659302,0.06244775880167458,0.99846702658078,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,76,36293875,6.687567234039307,0.05151205818562198,0.6350143926337178,15.0,9.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,77,1646873834,8.140706300735474,0.06021702234119108,0.9552018482377254,23.0,1.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,78,1756250673,7.296947717666626,0.0826958032655832,0.9999950033467951,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,79,2127537053,6.375064134597778,0.0792659423140184,0.5559626124471796,13.0,11.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,80,1527938215,7.093820571899414,0.057547939846751765,0.7549096051921387,18.0,6.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,81,1987036835,7.203197956085205,0.06400282992836294,0.7557898627569668,18.0,6.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,82,742635166,6.062560558319092,0.05961849778683421,0.4351106619309853,10.0,14.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,83,428387606,8.078207731246948,0.05887211494562806,0.9150783520555944,22.0,2.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,84,1057701318,7.57819938659668,0.06494931959520137,0.7952270141358724,19.0,5.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,85,620684410,7.0639355182647705,0.07408204806935943,0.7141106637934175,17.0,7.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,86,169862576,7.109445810317993,0.05955603948849631,0.7551876472921951,18.0,6.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,87,636653741,7.642066478729248,0.07859506891313695,0.9559159567703417,23.0,1.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,88,1037358284,8.000078916549683,0.06270181046069215,0.9975122794337571,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,89,1365877958,7.142061710357666,0.07013493814891197,0.8360228819814189,20.0,4.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,90,1847268245,6.500064849853516,0.070121021600147,0.5971169229176101,14.0,10.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,91,1787134341,7.125071287155151,0.067171701751324,0.7149182772201201,17.0,7.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,92,518286560,7.968827962875366,0.08167725641677272,0.9962881328919307,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,93,647752748,7.501444101333618,0.06746893488761653,0.8344883464901623,20.0,4.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,94,2044735716,6.42193865776062,0.06378560486123812,0.5561463312317483,13.0,11.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,95,1417899697,8.142070531845093,0.0563402469554312,0.834388432136718,20.0,4.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,96,96328185,7.15632176399231,0.0692434732724422,0.8754427590103775,21.0,3.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,97,846962187,7.954569578170776,0.054525142180780986,0.9545702583375687,23.0,1.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,98,971748365,6.796942710876465,0.07164165748950674,0.7566846547411317,18.0,6.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,99,993246198,8.017070293426514,0.05429001695863615,0.9990387789983173,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,100,1709232599,7.328198432922363,0.07232401903942721,0.9995134941618342,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,101,1145660267,8.454574346542358,0.06687803120547212,0.9946779859564862,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,102,2080398871,7.796953201293945,0.07362845640799574,0.9139215301940069,22.0,2.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,103,921555830,6.54830527305603,0.07962036108279875,0.7960914270172119,19.0,5.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,104,1696311714,7.031320333480835,0.08037586624113184,0.7147688623639797,17.0,7.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,105,1847092057,7.938945293426514,0.05831024658024243,0.9996315520167274,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,106,1449189605,6.87506890296936,0.07205360000964028,0.6752884186071348,16.0,8.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,107,1195091225,5.9844348430633545,0.0675697358938374,0.5551187438029335,13.0,11.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,108,1483988216,8.57820987701416,0.06239874710773338,0.9955602628688831,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,109,45140219,7.376439332962036,0.0759401044518136,0.7939789252486031,19.0,5.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,110,1251823149,8.48446011543274,0.0551753037958961,0.9546249937327616,23.0,1.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,111,501616922,7.5951924324035645,0.057061034109501314,0.8730126604787184,21.0,3.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,112,618662601,7.656325578689575,0.06313954721432333,0.999951389714099,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,113,1318768269,7.610814809799194,0.05828789681436995,0.9996394229660329,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,114,539278167,7.703202486038208,0.06647906087752893,0.9943723713710537,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,115,1546661699,7.188936710357666,0.06632216012988491,0.7564362444672984,18.0,6.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,116,869525086,6.1719372272491455,0.05752387284687904,0.5174080698194308,12.0,12.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,117,1127389417,7.92331862449646,0.06246602706223507,0.9949604840908165,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,118,208660370,8.078205585479736,0.059535664681390606,0.9992586649205001,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,119,1945037326,6.845182418823242,0.07168333231714612,0.716655046259257,17.0,7.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,120,420514926,7.203200817108154,0.06868390093711162,0.6363786201641188,15.0,9.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,121,1988717831,7.079556465148926,0.07960524739681597,0.7151094213209694,17.0,7.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,122,1265045594,7.906329154968262,0.0629175364959598,0.9537857578313366,23.0,1.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,123,557528785,7.73581862449646,0.06619100376848974,0.9557822772699075,23.0,1.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,124,61738016,8.140706300735474,0.06288788242991115,0.9975606125361199,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,125,1304696688,7.235813617706299,0.062153729009395205,0.8727480272676778,21.0,3.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,126,1196383116,6.812567710876465,0.06329819411838022,0.676683237089174,16.0,8.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,127,2119065329,6.8764379024505615,0.0749268983681472,0.6348618407323863,15.0,9.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,128,11993418,5.610796213150024,0.05362578567462999,0.5170648747364045,12.0,12.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,129,1598551130,4.2348222732543945,0.07952825459141272,0.7930592005677916,19.0,5.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,130,899771096,5.689327239990234,0.06416336837470654,0.8764832115992717,21.0,3.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,131,1505973153,3.875047445297241,0.08149945920855528,0.7152793616835837,17.0,7.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,132,491601191,6.251830577850342,0.06817246304639758,0.9990336570694522,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,133,1928384915,3.781290292739868,0.05734567587707566,0.7548995065821105,18.0,6.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,134,1799331687,4.501411437988281,0.07686946861431203,0.39737406573657985,9.0,15.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,135,15524053,4.45357346534729,0.05399896366887836,0.9977881049501078,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,136,751489193,4.892443656921387,0.06864504831745476,0.7165715158240614,17.0,7.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,137,156987350,3.1250317096710205,0.06517787359314274,0.6369972819097316,15.0,9.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,138,627893408,5.845575571060181,0.05889076023215112,0.8749170189533302,21.0,3.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,139,1207594076,3.78128981590271,0.05593028487954765,0.63671822539962,15.0,9.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,140,1408238763,5.658074378967285,0.0676153449806252,0.996072921235705,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,141,856879794,3.9062912464141846,0.06284965796397957,0.7937005940325941,19.0,5.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,142,1813805924,5.189322233200073,0.06335739328883357,0.7158054957084584,17.0,7.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,143,368909202,3.4687912464141846,0.06379985693522092,0.5964341788559357,14.0,10.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,144,1497107255,5.51744818687439,0.06918132179520177,0.9933239793397175,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,145,1859839831,3.8594160079956055,0.057661210370721284,0.8340116931221105,20.0,4.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,146,888645632,5.064318895339966,0.06225774708744562,0.755776319469799,18.0,6.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,147,87373479,3.4844117164611816,0.06607973806615879,0.47510751377415267,11.0,13.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,148,569170968,5.281708478927612,0.05640650248991034,0.9968382190406625,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,149,1724266722,4.203165292739868,0.07924241566383074,0.9983825681477723,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,150,605342979,4.469197988510132,0.05545405977756254,0.6359924711728497,15.0,9.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,151,1613654456,4.468794822692871,0.06303810198527013,0.9997628388325114,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,152,1460959226,4.750449895858765,0.056818118737723466,0.9980290020394372,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,153,1679190915,3.562537908554077,0.07328916114154557,0.7150097256642712,17.0,7.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,154,1341721941,5.109830379486084,0.06347531789124422,0.9157944501769874,22.0,2.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,155,192331256,4.359416723251343,0.06773140067111522,0.9994989226647071,24.0,0.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,156,1228175278,5.484834671020508,0.06371287823206881,0.8322958890773492,20.0,4.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,157,28791503,3.6562845706939697,0.05301648579433198,0.5163101429055793,12.0,12.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,158,1457430367,4.812953233718872,0.07959533807127164,0.8723429036119671,21.0,3.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,159,2132410421,3.5937860012054443,0.06834860611840417,0.8375591003144761,20.0,4.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,0,1086712531,7.187570333480835,0.06696309452706396,0.9983806473972665,24.0,0.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,1,1984980876,7.14069676399231,0.07197226934852795,0.9969618466606203,24.0,0.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,2,1953654075,6.500062704086304,0.06397737323415441,0.7930157476427014,19.0,5.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,3,261253038,5.56255578994751,0.07334955419956009,0.5146672257932775,12.0,12.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,4,540090028,6.359436273574829,0.07392922336856536,0.7562161913732375,18.0,6.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,5,869095512,6.9219441413879395,0.056060973533953014,0.8362168908601167,20.0,4.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,6,2028400409,7.187570333480835,0.06470794600114331,0.9540111162607053,23.0,1.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,7,769024199,6.500065803527832,0.06541530960707008,0.6347347460185709,15.0,9.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,8,745834900,6.296936750411987,0.061414798096186704,0.7144082624289001,17.0,7.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,9,1062619740,6.500065803527832,0.06088076634546158,0.7144288849319271,17.0,7.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,10,1859915496,7.156320810317993,0.0645458271092619,0.875066087043665,21.0,3.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,11,1375364205,7.343823671340942,0.05478961795534071,0.9967003137191383,24.0,0.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,12,1663365764,5.953182935714722,0.06081294975725896,0.5554676328927037,13.0,11.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,13,1069973281,6.828193664550781,0.062098304693939683,0.8340744339274955,20.0,4.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,14,2032764502,6.8594419956207275,0.06475917999265829,0.9997376300527197,24.0,0.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,15,1738183207,7.17194676399231,0.05375839815798529,0.9991525148978845,24.0,0.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,16,1708487345,6.734440326690674,0.06311614228707596,0.7553574264360056,18.0,6.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,17,2050502706,6.718818426132202,0.05478197766647161,0.9165957109277832,22.0,2.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,18,33973174,5.750055551528931,0.054575500987518205,0.5158939556566985,12.0,12.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,19,434685913,7.390699148178101,0.053472240787372775,0.9982871345461771,24.0,0.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,20,1812608689,6.734440565109253,0.05429529702090605,0.7554151736436795,18.0,6.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,21,2084052603,7.468825817108154,0.06111809588454962,0.9993844911190095,24.0,0.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,22,599999703,6.703190088272095,0.07422493873740126,0.8346451593458504,20.0,4.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,23,1398208754,7.750080585479736,0.06010397411567973,0.9539234620872183,23.0,1.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,24,98400669,7.640699863433838,0.06258780981795142,0.9977388532100584,24.0,0.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,25,1455834841,7.843829154968262,0.06525561264509623,0.9120783956102733,22.0,2.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,26,1785736058,6.000058174133301,0.0690502800450144,0.6357412620452514,15.0,9.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,27,1170374427,6.125061511993408,0.06278112126347067,0.6345758886684497,15.0,9.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,28,1493653684,7.562574148178101,0.06082639724120823,0.9980584236819591,24.0,0.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,29,1466704085,6.812570571899414,0.06102459870857535,0.8347025113293758,20.0,4.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,30,258864802,6.7500669956207275,0.06535194033840869,0.9979980840784368,24.0,0.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,31,1650233440,6.281312704086304,0.056422754880971926,0.7139392339908665,17.0,7.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,32,1950053854,5.90630841255188,0.06529126407068549,0.6366782450193559,15.0,9.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,33,231562851,6.687568187713623,0.059137922866532903,0.9999978524615165,24.0,0.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,34,511233635,7.26569676399231,0.05764725945833735,0.9559878279298526,23.0,1.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,35,699550030,6.515690326690674,0.05317547143443731,0.7945766789641668,19.0,5.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,36,864944866,7.406323432922363,0.061535318206520605,0.9922749235584462,24.0,0.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,37,2087744588,6.10943603515625,0.07077357886045815,0.5956931412097844,14.0,10.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,38,668178838,6.109434604644775,0.07069175803808597,0.6760316873675126,16.0,8.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,39,1978367492,7.656326770782471,0.05895278114428506,0.998091117435014,24.0,0.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,40,9155489,7.0313193798065186,0.06692849117418906,0.8332343553935101,20.0,4.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,41,1104341091,6.031313896179199,0.0573808341555157,0.5557613453012982,13.0,11.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,42,591449774,6.421938180923462,0.053132539052614926,0.71551522474684,17.0,7.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,43,511055152,5.781307697296143,0.06278113215487989,0.5564012511216343,13.0,11.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,44,1509200690,7.546949863433838,0.05578818413456548,0.9950737898637751,24.0,0.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,45,236539590,7.6094512939453125,0.07401568381577048,0.9972166481037098,24.0,0.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,46,1265300326,7.218822717666626,0.05624737873173152,0.997261546536631,24.0,0.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,47,1493969396,6.89069390296936,0.06482799493927985,0.8347429404251323,20.0,4.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,48,1490049239,6.468814373016357,0.06450535028853961,0.7154403615173761,17.0,7.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,49,1031018765,7.8125810623168945,0.07174593723877021,0.995072767612325,24.0,0.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,50,1011506854,6.140686511993408,0.06703126529339304,0.7135587998387847,17.0,7.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,51,1712498177,8.046955823898315,0.06621314477886975,0.9924139628219594,24.0,0.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,52,1640771411,7.6094512939453125,0.0740433125977181,0.9938457780650661,24.0,0.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,53,1226839433,5.593806982040405,0.07534106407785095,0.4365635171047691,10.0,14.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,54,322196933,7.8594536781311035,0.05286961480138342,0.9989194118663198,24.0,0.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,55,1299191502,7.609451532363892,0.07119398066143746,0.998911166151155,24.0,0.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,56,2130447669,5.781307697296143,0.06314140991751978,0.5564696284090499,13.0,11.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,57,30578059,7.375074863433838,0.07393779337234437,0.9936429370295956,24.0,0.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,58,1373593898,6.6406919956207275,0.05877787167867734,0.7149670112066688,17.0,7.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,59,289568835,6.765694618225098,0.05964797548891732,0.7161424389816072,17.0,7.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,60,1041880507,6.609441518783569,0.056823590909869194,0.7959038555251537,19.0,5.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,61,1776145500,6.062562942504883,0.05380983463521611,0.5165437208009265,12.0,12.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,62,313735750,6.3438122272491455,0.06091522246676664,0.835044210430324,20.0,4.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,63,424076738,7.000070571899414,0.055555481934439196,0.9998271669810102,24.0,0.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,64,706973201,6.220139503479004,0.05605752662905156,0.6340679200103745,15.0,9.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,65,391356322,5.872694253921509,0.056254353417892575,0.6357871470565251,15.0,9.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,66,1592087331,7.650909900665283,0.05961727834843135,0.9968894266572176,24.0,0.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,67,1527510874,6.2388176918029785,0.06818726118475923,0.5962409933525801,14.0,10.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,68,441846862,7.057163715362549,0.05711738807444432,0.833652492377847,20.0,4.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,69,1181023661,6.4888105392456055,0.06845036051265477,0.7958601289539756,19.0,5.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,70,392437986,6.572773694992065,0.05734252398246835,0.7553889964049024,18.0,6.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,71,442463148,7.7075817584991455,0.05480212496441096,0.9989551676806419,24.0,0.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,72,1235262303,7.041528701782227,0.06093471455660333,0.8730150341790189,21.0,3.0
