Scenarios,CIP-sens,CIP-spec,TET-sens,TET-spec,rapid test coverage,ID,Seed,Run time,Rate of gonorrhea cases (average incidence after epidemic warm-up),Time-averaged proportion of cases CIP-S (average incidence after epidemic warm-up),Time-averaged proportion of cases TET-S (average incidence after epidemic warm-up),Time-averaged proportion of cases CRO-S (average incidence after epidemic warm-up),"Time-averaged proportion of cases treated successfully with CIP, TET, or CRO (average incidence after epidemic warm-up)",Time-averaged proportion of cases treated successfully with CIP (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with TET (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with CRO (average incidence after epidemic warm-up),Duration of 1st line therapy with CRO (after epidemic warm-up),Duration of 1st line therapy with Drug M (after epidemic warm-up)
"(p=(0.980, 1.000), q=(0.980, 0.950), c=1.000)",0.98,0.98,1.0,0.95,1.0,6,1220271111,6.662830591201782,0.11794988747480396,0.3965817565217716,0.0889493947807283,0.821126529979084,0.8463821647975699,0.32985185719427973,0.04636098564542662,0.4701693219578633,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=1.000)",0.98,0.98,1.0,0.95,1.0,7,963240097,7.145166873931885,0.08351449259201332,0.6005938512131386,0.09960084917213438,0.9254918655319377,0.9413391282099585,0.5184411605275004,0.05055517134623321,0.37234279633622447,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=1.000)",0.98,0.98,1.0,0.95,1.0,8,1521599456,7.129541635513306,0.11268428357630998,0.6215813194532244,0.13229368704284084,0.8260041719343079,0.8560344275384841,0.5343990051917102,0.0695673510139652,0.2520680713328089,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=1.000)",0.98,0.98,1.0,0.95,1.0,9,937759813,6.988918781280518,0.08596119100021422,0.7094280862942235,0.14356435575973386,0.9194885044287037,0.9373747830311998,0.6061887060525656,0.07387139168006296,0.25731468529857165,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=1.000)",0.98,0.98,1.0,0.95,1.0,10,865822978,6.720637559890747,0.09895698402258761,0.7559331462397318,0.14059208418357616,0.8455504822150268,0.8720760622331735,0.6596195234068922,0.07246955931015547,0.1399869795161259,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=1.000)",0.98,0.98,1.0,0.95,1.0,11,227302066,6.5645058155059814,0.07805835209892492,0.46647906844949716,0.10065018436446309,0.9277607865969941,0.9432828699784562,0.3877511318701982,0.0512771126066433,0.5042546255016145,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=1.000)",0.98,0.98,1.0,0.95,1.0,12,947449799,7.061679363250732,0.08323437588860173,0.5660890351006909,0.10352036863249074,0.8406462669127179,0.8707990348106734,0.4928528973662322,0.05311799492075742,0.32482814252368386,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=1.000)",0.98,0.98,1.0,0.95,1.0,13,1782950357,6.637640714645386,0.07044897526060706,0.6887874915485986,0.16634944349112948,0.9775966482824414,0.9839466913370544,0.5684234906015643,0.08470332513118337,0.3308198756043068,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=1.000)",0.98,0.98,1.0,0.95,1.0,14,1437994672,6.837504625320435,0.09355761060803144,0.5583004320991521,0.10792280447432055,0.7843343004950241,0.8145807782829249,0.48462518691319106,0.05626465257812244,0.27369093879161144,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=1.000)",0.98,0.98,1.0,0.95,1.0,15,1562885644,6.746263742446899,0.07362501922662147,0.45860509934819965,0.11974356695417741,0.8790839716434978,0.9026772626027421,0.3815362415507315,0.06907682832029667,0.45206419273171394,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.975), c=1.000)",0.98,0.98,1.0,0.975,1.0,0,625657653,6.8597118854522705,0.11506763922323149,0.5215607465117885,0.1417136876564562,0.7901587501131767,0.8187459180632197,0.43509513934439137,0.07691970361893628,0.30673107509989195,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.975), c=1.000)",0.98,0.98,1.0,0.975,1.0,1,1698271443,7.035017967224121,0.091849732053899,0.6691920640562197,0.14051445565659434,0.9292184536844992,0.9453589797211943,0.5729147807132321,0.07291038550134718,0.29953381350661484,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.975), c=1.000)",0.98,0.98,1.0,0.975,1.0,2,574269003,6.723500728607178,0.09079961528049252,0.565785682361201,0.11247376518853633,0.8525152084700314,0.8794507204321939,0.48676240463106846,0.057827021884295816,0.3348612939168294,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.975), c=1.000)",0.98,0.98,1.0,0.975,1.0,3,1306270088,6.787811040878296,0.09179900068327349,0.512052425198062,0.10612942838189626,0.8266149991325097,0.8557572242461882,0.44299920085874034,0.05651255430544928,0.35624546908199856,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.975), c=1.000)",0.98,0.98,1.0,0.975,1.0,4,1238154541,6.740945100784302,0.0892313671279437,0.6340950677341634,0.1832262524862164,0.9067350145783939,0.9261480285657497,0.5176969661148753,0.0945631790429335,0.3138878834079408,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.975), c=1.000)",0.98,0.98,1.0,0.975,1.0,5,32646995,6.599003791809082,0.08405980331580609,0.7147866954835649,0.17303316743854108,0.9258713461552276,0.9422274136065418,0.6012417297356243,0.08950534668536074,0.2514803371855571,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.975), c=1.000)",0.98,0.98,1.0,0.975,1.0,6,1220271111,6.878765821456909,0.12298270258743925,0.3968377012423529,0.09345259746717559,0.7841327666537451,0.8106226631580298,0.3313315919570459,0.049132729198863405,0.43015834200212033,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.975), c=1.000)",0.98,0.98,1.0,0.975,1.0,7,963240097,6.831890821456909,0.08108452389705378,0.6065715435920516,0.10569324087186667,0.910469924149452,0.9284789224064691,0.5266548654886344,0.05371969193891053,0.34810436497892444,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.975), c=1.000)",0.98,0.98,1.0,0.975,1.0,8,1521599456,6.660016059875488,0.10662011557915746,0.6348061072383884,0.14233452348460154,0.8293696434446445,0.858975518948967,0.5460844919205471,0.07485542304515053,0.23803560398326962,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.975), c=1.000)",0.98,0.98,1.0,0.975,1.0,9,937759813,6.75376296043396,0.08677446452778138,0.696300277060594,0.1478788273339192,0.8884953385839484,0.9102966423804797,0.5983723760403754,0.0760935445728442,0.23583072176726008,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.975), c=1.000)",0.98,0.98,1.0,0.975,1.0,10,865822978,6.566267013549805,0.09964519563240225,0.742684072766084,0.14690195286471286,0.8278673668874812,0.8553316864550601,0.6494336090147378,0.07581892696040045,0.13007915047992194,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.975), c=1.000)",0.98,0.98,1.0,0.975,1.0,11,227302066,6.682811737060547,0.07203327166185718,0.48205061904155033,0.11058410204738561,0.9250678124682834,0.9410284970348676,0.40104992344792495,0.05634668397062951,0.4836318896163132,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.975), c=1.000)",0.98,0.98,1.0,0.975,1.0,12,947449799,6.792210817337036,0.0725496668219065,0.5982905513459438,0.1150813751636099,0.8686450475177192,0.8959816185475996,0.5205950307919551,0.058893330078470835,0.316493257677174,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.975), c=1.000)",0.98,0.98,1.0,0.975,1.0,13,1782950357,6.667188882827759,0.065863552853157,0.7187050894195788,0.18117618494100746,0.9896001717999995,0.9927375587690271,0.5921463514991713,0.09164347422095982,0.30894773304889617,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.975), c=1.000)",0.98,0.98,1.0,0.975,1.0,14,1437994672,6.729684829711914,0.09319932562572948,0.5589798389828738,0.112255832975116,0.7699877062519039,0.8006842161702886,0.4873328839586975,0.058476541630221056,0.2548747905813703,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.975), c=1.000)",0.98,0.98,1.0,0.975,1.0,15,1562885644,6.682854175567627,0.06997692661538511,0.46742565908418726,0.12981875342689594,0.8694094462140446,0.8939247311895455,0.38914249586853134,0.07526854814484751,0.42951368717616667,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 1.000), c=1.000)",0.98,0.98,1.0,1.0,1.0,0,625657653,6.728129148483276,0.11577128829596148,0.5192533208048647,0.14693582398187133,0.7722029188867,0.8014017711048734,0.43381969708816936,0.07979445495309317,0.287787619063611,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 1.000), c=1.000)",0.98,0.98,1.0,1.0,1.0,1,1698271443,6.617251873016357,0.08891282782291249,0.677640730969412,0.15006489909821505,0.9201466841029741,0.9377526882122144,0.5817313418081917,0.07796995602895618,0.2780513903750663,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 1.000), c=1.000)",0.98,0.98,1.0,1.0,1.0,2,574269003,6.926800966262817,0.09307834814640609,0.5598293451636434,0.1147063596626369,0.8225215435235823,0.8514587039348771,0.4845329531925511,0.05908503213888294,0.3078407186034433,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 1.000), c=1.000)",0.98,0.98,1.0,1.0,1.0,3,1306270088,6.606378078460693,0.086648019900723,0.5216141263481616,0.11491203655344145,0.8229828870439738,0.8521278749320392,0.45159682848559257,0.061337087910408046,0.3391939585360384,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 1.000), c=1.000)",0.98,0.98,1.0,1.0,1.0,4,1238154541,6.8476386070251465,0.0889164289418038,0.6305515506111684,0.1902847031609287,0.8844700699683122,0.9067647002365093,0.5160242562680323,0.09844485492160915,0.2922955890468681,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 1.000), c=1.000)",0.98,0.98,1.0,1.0,1.0,5,32646995,6.867377042770386,0.08610637475968075,0.6981214462965238,0.17975977588551525,0.8907705045431716,0.911552740993512,0.5889849370699339,0.0933332283479013,0.22923457557567695,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 1.000), c=1.000)",0.98,0.98,1.0,1.0,1.0,6,1220271111,6.535047292709351,0.11519772592773035,0.4128135414635111,0.10361458726250308,0.78738979582864,0.8135502213157594,0.34444126711378636,0.05438684633170052,0.41472210787027236,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 1.000), c=1.000)",0.98,0.98,1.0,1.0,1.0,7,963240097,6.711133003234863,0.07586371739046294,0.6226053589795498,0.11548603361131632,0.9142102843675924,0.9317685059954731,0.5413152593014454,0.05861832924854269,0.33183491744548527,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 1.000), c=1.000)",0.98,0.98,1.0,1.0,1.0,8,1521599456,6.664254188537598,0.10260462420946478,0.6432612896150328,0.15278441309660265,0.826282817633721,0.8559955326715967,0.5534308207534343,0.08049922483362992,0.22206548708453241,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 1.000), c=1.000)",0.98,0.98,1.0,1.0,1.0,9,937759813,6.648622751235962,0.08211330253836376,0.7074904792244887,0.1606982867894908,0.8873800103038622,0.9092006426907986,0.6075813446995307,0.08291641138292453,0.21870288660834336,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 1.000), c=1.000)",0.98,0.98,1.0,1.0,1.0,10,865822978,6.69550085067749,0.1097009121871816,0.705090578881231,0.14800124501437456,0.7849215697698636,0.8142466166807278,0.618167086392644,0.07660973621615665,0.11946979407192744,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 1.000), c=1.000)",0.98,0.98,1.0,1.0,1.0,11,227302066,6.7111523151397705,0.06930940200922345,0.49045272359307357,0.11795925468964283,0.905527153511993,0.9241245401774907,0.40949239472116716,0.06021476100127864,0.45441738445504476,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 1.000), c=1.000)",0.98,0.98,1.0,1.0,1.0,12,947449799,6.601748943328857,0.0743302123377927,0.5898548191959371,0.11902442069412215,0.8360187610294508,0.8662723344032274,0.515945080459437,0.061049346757572745,0.2892779071862174,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 1.000), c=1.000)",0.98,0.98,1.0,1.0,1.0,13,1782950357,6.461127281188965,0.06543955133804881,0.7138659487819307,0.19339657045913003,0.9578094844126757,0.968873458296518,0.5906587019230682,0.09893926760759991,0.2792754887658501,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 1.000), c=1.000)",0.98,0.98,1.0,1.0,1.0,14,1437994672,6.633000135421753,0.08472246881501015,0.5777902402486003,0.12135857787051853,0.7809112373624574,0.8110295923207812,0.504816735662107,0.06321107286645938,0.24300178379221493,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 1.000), c=1.000)",0.98,0.98,1.0,1.0,1.0,15,1562885644,6.617374897003174,0.06911970059276268,0.4740110409156255,0.13849187666404694,0.8477564812635784,0.8740029775489137,0.3958608857911679,0.08076420312379647,0.3973778886339494,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.75,0.95,1.0,0,625657653,7.052640676498413,0.11669499640899204,0.5151635434810725,0.1334534267750185,0.8035183727724222,0.8316782302284306,0.4445239544765122,0.05442375032348167,0.3327305254284368,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.75,0.95,1.0,1,1698271443,6.889249801635742,0.09679001801223411,0.6609747834560974,0.13023588704028025,0.9333134547454135,0.9486681319722886,0.5802918769562239,0.05079411347500196,0.3175821415410625,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.75,0.95,1.0,2,574269003,6.826557159423828,0.09477510103059733,0.5561346473917448,0.10320547604870783,0.8608278202393862,0.8871004584228501,0.49048793481992137,0.03971536570259156,0.35689715790033705,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.75,0.95,1.0,3,1306270088,6.943257808685303,0.09177307262105622,0.5097666810918323,0.10130756204701205,0.8495555642955378,0.8770855607428237,0.4504336898065151,0.04037426220972575,0.386277608726583,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.75,0.95,1.0,4,1238154541,6.764059782028198,0.09070640768100859,0.6272990002416235,0.17079751327817988,0.9240136257908874,0.940775673356183,0.5326947936081123,0.06591519011361142,0.3421656896344593,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.75,0.95,1.0,5,32646995,6.724808216094971,0.09107932925316503,0.6896343437381721,0.1575712537962156,0.9113331165331766,0.9297519646510417,0.5998578837859724,0.06116527322594946,0.2687288076391201,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.75,0.95,1.0,6,1220271111,6.716306686401367,0.12893052790367307,0.37913056824184926,0.08559450556346898,0.7870783455892072,0.8137786531300617,0.32519731408324765,0.0335931639865876,0.4549881750602263,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.75,0.95,1.0,7,963240097,6.830471992492676,0.08493792013495255,0.5929289546644547,0.09940586588283383,0.9189268268243835,0.9357380212968323,0.5234483674090276,0.03789464493556836,0.37439500895223626,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.75,0.95,1.0,8,1521599456,6.877378702163696,0.11070018250003281,0.6253350894176692,0.13198657608032172,0.8328327319376625,0.8624756114099981,0.5540454700713398,0.05222391099805697,0.2562062303406012,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.75,0.95,1.0,9,937759813,6.69325852394104,0.08897895125520706,0.6973324075273125,0.1390290769079565,0.9040956421894232,0.9241058395690104,0.6144633164537625,0.05359483323031242,0.2560476898849352,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.75,0.95,1.0,10,865822978,6.639317989349365,0.10418511571008858,0.7375880778624285,0.13706427251965292,0.8261581110477829,0.8538687132608187,0.6614687986633683,0.05314969278385529,0.13925022181359487,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.75,0.95,1.0,11,227302066,6.790806293487549,0.07854473493771258,0.4641184610445952,0.10049659152629534,0.9227970150530799,0.9390613869975557,0.3977460661011453,0.0384053380579988,0.5029099828384119,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.75,0.95,1.0,12,947449799,6.651942729949951,0.08129173107464725,0.5725270461087171,0.10548656170225083,0.8492937062063496,0.8786659093397223,0.5102379314043719,0.040506573210715546,0.3279214047246348,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.75,0.95,1.0,13,1782950357,6.6890575885772705,0.07223443025799105,0.6790320400175662,0.16231857597707827,0.9582767092578943,0.9691208471926113,0.5832211857289735,0.06231546220895925,0.3235841992546784,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.75,0.95,1.0,14,1437994672,6.809047222137451,0.0909550056361525,0.5654497650565243,0.11057681778508656,0.7929036723893901,0.822745874398297,0.5033731899364802,0.04315320137508376,0.2762194830867331,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.75,0.95,1.0,15,1562885644,6.750796556472778,0.07284008098418432,0.4580833579518104,0.12075438578231505,0.8839298194717125,0.9069464312685553,0.39321730161185153,0.05273057178397379,0.4609985578727303,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.75,0.975,1.0,0,625657653,7.0756049156188965,0.11505974857404645,0.5189199599459691,0.13968127002810535,0.7904836597022507,0.8191372761136718,0.4496062491176036,0.056942683621484476,0.3125883433745838,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.75,0.975,1.0,1,1698271443,6.853230237960815,0.09290663587913006,0.6682305447607486,0.13793584917200946,0.9229995670016491,0.9401094871463345,0.5899562264239931,0.053791637140495625,0.29636162358184576,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.75,0.975,1.0,2,574269003,6.997478008270264,0.09671108993764532,0.5513058391907933,0.10771241700981082,0.8290034643830954,0.8577626703667707,0.4891593602662715,0.041627539975111906,0.3269757701253874,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.75,0.975,1.0,3,1306270088,6.8371171951293945,0.08907717141675744,0.5155128924447868,0.10740235425598949,0.8367239387903305,0.8651386536934004,0.4575236863828645,0.04279794955970306,0.36481701775083286,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.75,0.975,1.0,4,1238154541,6.779481887817383,0.09212237340330459,0.6187805678612568,0.17809923475159295,0.8886488259715943,0.9104074343628257,0.5283065739593297,0.06916937714349287,0.31293148326000325,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.75,0.975,1.0,5,32646995,6.707504034042358,0.08361391981445176,0.7170404752363327,0.17451674252733973,0.9293359591120618,0.9451424316603346,0.623084530866592,0.06769188590368352,0.25436601489005883,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.75,0.975,1.0,6,1220271111,6.89967942237854,0.11575518068419866,0.40671063146021746,0.09495130944943385,0.8057135533678058,0.8314578141459067,0.35106257981009764,0.03720177353690899,0.4431934607989004,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.75,0.975,1.0,7,963240097,6.836613893508911,0.08107164619735917,0.6073083492845659,0.10616350111101404,0.9107632652540565,0.9287583272454012,0.5396749318515727,0.04047172192827216,0.3486116734655566,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.75,0.975,1.0,8,1521599456,6.899676084518433,0.11022038097488868,0.6272125937376909,0.13935764964877978,0.8185055402292234,0.8488245766858372,0.5574475322547996,0.05501350857967352,0.23636353585136416,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.75,0.975,1.0,9,937759813,6.71161150932312,0.0913951013300542,0.6834006077662177,0.14713508038224762,0.8704582733719003,0.893996462838614,0.6050028174451676,0.05711539439265945,0.23187825100078702,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.75,0.975,1.0,10,865822978,6.774678945541382,0.10770740974207335,0.7199158819356971,0.14409292846194605,0.8032368786545439,0.8319129478333979,0.6472960589420822,0.05593773544109183,0.12867915345022415,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.75,0.975,1.0,11,227302066,6.742447137832642,0.07731276632649633,0.46789849127880834,0.10577287959098619,0.8916332113027294,0.9118309481300038,0.40385550491005096,0.04058170500595673,0.4673937382139959,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.75,0.975,1.0,12,947449799,6.951947212219238,0.07842248472185087,0.5791595828875349,0.11129889913189134,0.8395231494501139,0.8696398890846727,0.5187649673360835,0.042756254467834216,0.3081186672807553,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.75,0.975,1.0,13,1782950357,6.857195854187012,0.0656376952585783,0.7194819859074386,0.18328360167471552,0.9905798502975799,0.9934396718166011,0.6136448190158063,0.06970638975218692,0.3100884630486079,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.75,0.975,1.0,14,1437994672,6.982195138931274,0.09172297273600032,0.56135899706034,0.11418184030791245,0.774127257430058,0.8046067010694906,0.5021869802269964,0.04467472865111416,0.2577449921913801,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=1.000)",0.98,0.98,0.75,0.975,1.0,15,1562885644,7.058318853378296,0.0701947280855724,0.4647169354622163,0.1293614251327454,0.8692302102504808,0.8937993698585562,0.4005476184736205,0.05662616633863151,0.43662558504630394,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.75,1.0,1.0,0,625657653,6.8654680252075195,0.11518949680348851,0.5208861229441735,0.14760630354834756,0.7747310969371664,0.8038294361757545,0.4524483537515554,0.06036436940273541,0.2910167130214635,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.75,1.0,1.0,1,1698271443,6.718535661697388,0.09263540848246227,0.6586365171946312,0.14633556938945877,0.89720714980942,0.9179818011489435,0.5840377231917525,0.05725230928069932,0.27669176867649187,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.75,1.0,1.0,2,574269003,6.593419551849365,0.09116541967598984,0.5647170479951444,0.1162511227248243,0.829251060027171,0.8578104272305582,0.5025449809302949,0.0449408151255065,0.31032463117475745,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.75,1.0,1.0,3,1306270088,6.732791900634766,0.08993326653476016,0.5147277054282076,0.11273521219084849,0.8117811329563677,0.8417199761190317,0.4591572817974097,0.045071813297021965,0.33749088102459973,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.75,1.0,1.0,4,1238154541,6.66841983795166,0.09078297460125441,0.6253445036222387,0.18855692103910124,0.8758407429933228,0.8991192810178869,0.5355376479038144,0.07341728894992527,0.2901643441641469,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.75,1.0,1.0,5,32646995,6.633419513702393,0.08255603480820518,0.7135013304198923,0.18317080151304116,0.9078241924542755,0.9266919566348646,0.6229435088233544,0.07113590265046406,0.23261254516104585,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.75,1.0,1.0,6,1220271111,6.575419187545776,0.11898730920680706,0.4056613124399648,0.10014022808014815,0.7755262200416183,0.8020606585603919,0.35119150271240296,0.03948778771724397,0.4113813681307454,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.75,1.0,1.0,7,963240097,6.814594745635986,0.07564358210699024,0.6269240866720938,0.1173043618313767,0.9180834845149282,0.9351360852379105,0.5583309675059853,0.044773401817364486,0.3320317159145606,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.75,1.0,1.0,8,1521599456,6.60579252243042,0.10965327295922174,0.626285020836115,0.146839904671718,0.8044684284050557,0.8352661356675981,0.5579009893910143,0.05798214991854003,0.21938299635804373,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.75,1.0,1.0,9,937759813,6.800989866256714,0.07887080123575561,0.7177059002296217,0.1633725831211738,0.9008461978297493,0.921190856456577,0.634756050646789,0.06308151295505739,0.22335329285473068,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.75,1.0,1.0,10,865822978,6.566613674163818,0.09160313979901291,0.7605635470816537,0.1597680549177933,0.8430078315516425,0.8695189755507476,0.6841001213477022,0.061891189287256176,0.12352766491578962,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.75,1.0,1.0,11,227302066,6.644739389419556,0.07263565740337928,0.4842963661190333,0.1163217273532361,0.8858702436347063,0.9066416435329505,0.4191785709933407,0.04460375711729006,0.44285931542231993,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.75,1.0,1.0,12,947449799,6.769737243652344,0.07655697085147169,0.5833013901881708,0.11721320634905849,0.8270030431097218,0.8579273661769699,0.5249647003705525,0.04522005852632008,0.28774260728009743,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.75,1.0,1.0,13,1782950357,6.582241773605347,0.06406910217070183,0.7211199632470062,0.19850130058841287,0.9706988839905974,0.9788383472380651,0.6171221685267984,0.07587032812859812,0.28584585058266854,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.75,1.0,1.0,14,1437994672,6.835169553756714,0.09009181980729275,0.562368838457427,0.11904305176473141,0.7632710966332246,0.7940674981310604,0.5053731948342031,0.046643911053394944,0.2420503922434625,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=1.000)",0.98,0.98,0.75,1.0,1.0,15,1562885644,6.597864866256714,0.06539524681945996,0.4821474520684514,0.1421576991048134,0.8677469054255728,0.8923785718872393,0.4163383228700131,0.06217396883034814,0.41386628018687815,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.5,0.95,1.0,0,625657653,7.111674547195435,0.11507785793047293,0.5180523537432891,0.1330913921036011,0.8081199924059911,0.8360988099686487,0.4626933817428487,0.036059018957238856,0.3373464092685613,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=1.000)",0.98,0.98,0.5,0.95,1.0,1,1698271443,7.039257764816284,0.09920047608643369,0.6500874467675675,0.12928150164930519,0.9173329715021927,0.9353317514801822,0.5868581175936218,0.03373354487759717,0.31474008900896333,24.0,0.0
