Scenarios,CIP-sens,CIP-spec,TET-sens,TET-spec,rapid test coverage,ID,Seed,Run time,Rate of gonorrhea cases (average incidence after epidemic warm-up),Time-averaged proportion of cases CIP-S (average incidence after epidemic warm-up),Time-averaged proportion of cases TET-S (average incidence after epidemic warm-up),Time-averaged proportion of cases CRO-S (average incidence after epidemic warm-up),"Time-averaged proportion of cases treated successfully with CIP, TET, or CRO (average incidence after epidemic warm-up)",Time-averaged proportion of cases treated successfully with CIP (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with TET (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with CRO (average incidence after epidemic warm-up),Duration of 1st line therapy with CRO (after epidemic warm-up),Duration of 1st line therapy with Drug M (after epidemic warm-up)
"(p=(0.980, 0.750), q=(0.980, 0.950), c=0.750)",0.98,0.98,0.75,0.95,0.75,10,865822978,7.187586307525635,0.09897517826980984,0.7521693747433514,0.14513098829021243,0.8373513229742747,0.864752503923993,0.502978043531726,0.04215642842891339,0.31961803196335353,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.950), c=0.750)",0.98,0.98,0.75,0.95,0.75,11,227302066,7.4076087474823,0.07327783308154671,0.48307480108128764,0.10718605283202097,0.9325716750442397,0.9474437981087724,0.309182535877946,0.030673956999239124,0.6075873052315873,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.950), c=0.750)",0.98,0.98,0.75,0.95,0.75,12,947449799,7.224376916885376,0.08107716990041401,0.5772143278117677,0.10759607689756821,0.8370477732248761,0.8675198816661552,0.38530725857188597,0.031026025651746267,0.45118659744252304,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.950), c=0.750)",0.98,0.98,0.75,0.95,0.75,13,1782950357,7.209749221801758,0.06747965530209626,0.7137448200837514,0.1753844271045051,0.9851826838484308,0.9896620275270968,0.45471442244490334,0.050042239319188726,0.4849053657630049,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.950), c=0.750)",0.98,0.98,0.75,0.95,0.75,14,1437994672,7.455230474472046,0.0943051345372641,0.5586759865959808,0.11103210098680016,0.7718655350826882,0.802982442690223,0.3722340004367616,0.03262262621788132,0.39812581603558,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.950), c=0.750)",0.98,0.98,0.75,0.95,0.75,15,1562885644,7.044357538223267,0.06671327146953546,0.4808810270821921,0.13224776583261777,0.8998755818132451,0.9211439116704768,0.3076522155578866,0.04317976769996134,0.5703119284126287,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.75,0.975,0.75,0,625657653,7.367154836654663,0.1148710420584983,0.5242336212290453,0.14290086472400218,0.785002629534833,0.8141599040260772,0.3401729098042051,0.043746397778514405,0.43024059644335766,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.75,0.975,0.75,1,1698271443,7.106072664260864,0.09196824718739148,0.6718629350912974,0.14189614563787076,0.9195465629156465,0.9374892887095002,0.44380863911687307,0.04147999736140751,0.4522006522312197,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.75,0.975,0.75,2,574269003,7.078073501586914,0.09782697075402247,0.5550773953837193,0.10979060850812203,0.8179948198195818,0.8475306442849936,0.36916784942235426,0.03184618462913716,0.44651661023350203,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.75,0.975,0.75,3,1306270088,7.105074405670166,0.08693498110341386,0.5255297974665706,0.11162036954807338,0.8369560177215374,0.8654718080962641,0.3491614449371546,0.03343066676080311,0.4828796963983064,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.75,0.975,0.75,4,1238154541,7.076071500778198,0.08972568951900889,0.634828781733984,0.18679366255666868,0.8950387369013876,0.9161523303826538,0.40496006213074326,0.05438591210737269,0.4568063561445379,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.75,0.975,0.75,5,32646995,6.895072937011719,0.08923610891037147,0.6937199780375155,0.1711660764578403,0.8914267121663839,0.9122956419844869,0.45323073049129564,0.04991809202381044,0.40914681946938036,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.75,0.975,0.75,6,1220271111,7.159154415130615,0.1326736306005224,0.3877479673092601,0.09200273311333307,0.7481873823473864,0.7756629390284617,0.2506018814069968,0.027208563990151285,0.4978524936313134,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.75,0.975,0.75,7,963240097,7.091156244277954,0.07822662276642055,0.622038079050974,0.11127484158427738,0.9174771788041051,0.9351188078536106,0.41320203261635813,0.03179837654245898,0.4901183986947933,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.75,0.975,0.75,8,1521599456,7.000795364379883,0.10105900954298733,0.6520673704104288,0.14894672371376916,0.841272393422934,0.8705001388051221,0.43244897472707094,0.04401057467763505,0.3940405894004162,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.75,0.975,0.75,9,937759813,6.876073598861694,0.0825573371506002,0.7124637716816682,0.15614358038909162,0.8986614434845542,0.9194245465920149,0.4703804186774873,0.045254824903246324,0.40378930301128124,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.75,0.975,0.75,10,865822978,6.955221891403198,0.10233949242294856,0.7346833648360683,0.147712037231382,0.8157440183022383,0.8442689032176877,0.4943811354043911,0.04301033322145293,0.30687743459184363,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.75,0.975,0.75,11,227302066,7.144005298614502,0.07320544313786542,0.48113408556557075,0.11127113011456613,0.9025711970952086,0.9216821940661256,0.31023583510253955,0.03199138661270923,0.5794549723508768,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.75,0.975,0.75,12,947449799,6.869818687438965,0.07413046555364737,0.5957108092632999,0.11466975917040885,0.8523103390105099,0.8813556374226141,0.3992844810981721,0.03298849749242292,0.4490826588320192,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.75,0.975,0.75,13,1782950357,6.967238664627075,0.06585475572927262,0.7134390594234141,0.18551489791610565,0.9770261790968646,0.9836052504059198,0.45634275268846247,0.05298626383222833,0.47427623388522905,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.75,0.975,0.75,14,1437994672,7.133112668991089,0.0854379869807881,0.5781553775471174,0.1185765500022843,0.7867615135027424,0.8171736788884154,0.3872605032784338,0.03477056265441674,0.39514261295556447,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.75,0.975,0.75,15,1562885644,7.145735740661621,0.06468413592577495,0.48608431293710347,0.13840695851554122,0.8887829028348518,0.9114572469632166,0.31274825128519784,0.045228446971488895,0.5534805487065296,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.75,1.0,0.75,0,625657653,7.201808929443359,0.11209375800584706,0.5294353309488843,0.15029074149976032,0.7824645479517879,0.8116679555136566,0.3447282487355002,0.045956459121938596,0.4209832476562178,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.75,1.0,0.75,1,1698271443,6.969352960586548,0.09226760264768404,0.6644219625885397,0.14841444818504923,0.8965155818165852,0.9176220436856187,0.44172450677941527,0.04351451857328095,0.4323830183329228,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.75,1.0,0.75,2,574269003,6.767725229263306,0.08979233448755419,0.5719677033853848,0.11879599332882002,0.8321189546331413,0.8605357362930655,0.38153015121618045,0.03445726924135925,0.44454831583552573,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.75,1.0,0.75,3,1306270088,6.973846912384033,0.08801002877878215,0.5219139449446843,0.11490901514050968,0.8155989583143609,0.8454136522197427,0.3490389133472165,0.034548701642457894,0.4618260372300682,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.75,1.0,0.75,4,1238154541,6.876347303390503,0.08828521012323921,0.6367371074071879,0.19129491526428385,0.8879841610452642,0.9100167084052785,0.4085331673038908,0.05559923405279581,0.445884307048592,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.75,1.0,0.75,5,32646995,6.905723571777344,0.0845949141649188,0.7086535358160774,0.18329147321201422,0.8987378226842325,0.918881398781469,0.46415942357599305,0.0534392463684241,0.4012827288370516,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.75,1.0,0.75,6,1220271111,6.890225172042847,0.10997784603997784,0.42187150462340983,0.10418930112940653,0.7985442645116521,0.8243842239922475,0.2740985943567001,0.030819012073219954,0.5194666175623276,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.75,1.0,0.75,7,963240097,7.067040681838989,0.0767699923410061,0.6244696031788147,0.11767980514878797,0.9069582294723072,0.9262576339651903,0.41746772837307256,0.03374651532088361,0.4750433902712344,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.75,1.0,0.75,8,1521599456,6.937865257263184,0.10543860745298694,0.6405729900597902,0.15135714932100822,0.815465381615351,0.8464941965930745,0.4275815007675174,0.04480312267685501,0.3741095731487021,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.75,1.0,0.75,9,937759813,7.057187080383301,0.0817476362855461,0.7092740846387303,0.15983097225724177,0.8861863096792685,0.9081756673001761,0.4716431131950072,0.046388428426226584,0.39014412567894236,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.75,1.0,0.75,10,865822978,6.780554533004761,0.10025819428175455,0.7338908203130045,0.15554604885395357,0.8132205645668429,0.8416724879294551,0.49568605248440206,0.04529256620244343,0.30069386924260966,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.75,1.0,0.75,11,227302066,6.739152669906616,0.068200682345471,0.500282465400062,0.12086707313713012,0.9075696095163269,0.9259866083246557,0.3239918724387538,0.03468902838543528,0.5673057075004665,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.75,1.0,0.75,12,947449799,6.9740471839904785,0.07536251892401286,0.5888780852947306,0.1195804446870076,0.8292211276760849,0.8600824399175737,0.39699323419183125,0.034580760968760595,0.4285084447569816,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.75,1.0,0.75,13,1782950357,6.676398515701294,0.06598081618360005,0.705882352641038,0.191929111049717,0.948026537554267,0.9610390957342837,0.4555744543164713,0.0553140958055454,0.4501505456122669,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.75,1.0,0.75,14,1437994672,6.985914468765259,0.087117617619544,0.5731034708928398,0.12136755036212589,0.771009097809545,0.8022002952904753,0.3861961786993974,0.035609147788585316,0.3803949688024928,24.0,0.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.75,1.0,0.75,15,1562885644,7.045775890350342,0.06705803267022054,0.4792590499386013,0.1404666723004104,0.8536959222781593,0.8795668802492544,0.3108249264779668,0.046177681276665605,0.5225642724946219,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.750)",0.98,0.98,0.5,0.95,0.75,0,625657653,7.242760896682739,0.12362052740011385,0.5063477143968518,0.13433388609578578,0.7723411825927154,0.8022519075027872,0.3384849940017414,0.027426256580068822,0.43634065692097707,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.750)",0.98,0.98,0.5,0.95,0.75,1,1698271443,7.233137607574463,0.09624535602417757,0.6622910268095271,0.13439515411700875,0.9159034282122083,0.934587439310689,0.44732703783289124,0.026256553375895254,0.46100384810190237,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.750)",0.98,0.98,0.5,0.95,0.75,2,574269003,7.051617860794067,0.09410942894448107,0.5607529111337497,0.10859836015529233,0.8469010651640176,0.874480040532704,0.3795648920918063,0.02097802958510429,0.473937118855793,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.750)",0.98,0.98,0.5,0.95,0.75,3,1306270088,7.047617197036743,0.0902800291870556,0.5166904107533304,0.10556428152471675,0.8413981561303138,0.869771404066496,0.3503547557422562,0.0210229493834362,0.4983936989408035,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.750)",0.98,0.98,0.5,0.95,0.75,4,1238154541,7.048617124557495,0.09194588847947635,0.6242179532092097,0.17488885733372833,0.8964382815970832,0.9172971083801378,0.41306848680212604,0.03392854891056218,0.4703000726674499,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.750)",0.98,0.98,0.5,0.95,0.75,5,32646995,6.841616630554199,0.09158651923595532,0.6879255593569958,0.16487905578123896,0.8963094042677733,0.9165754212981664,0.4617838269817314,0.03212914578797844,0.42266244852845647,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.750)",0.98,0.98,0.5,0.95,0.75,6,1220271111,6.988617181777954,0.13141376567104543,0.3843204005330956,0.08862640025369474,0.7654145518723914,0.7927563993001782,0.254641250954442,0.017450524301374826,0.5206646240443612,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.750)",0.98,0.98,0.5,0.95,0.75,7,963240097,7.0922393798828125,0.08352197892402576,0.6037223393469556,0.10304879669480416,0.9060494617293594,0.9254671250325598,0.4086559989503548,0.019916029103447964,0.49689509697875694,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.750)",0.98,0.98,0.5,0.95,0.75,8,1521599456,7.380343914031982,0.10774465534975813,0.634454112329261,0.13894877492208496,0.8318507669816171,0.8616698724147847,0.4319102492210336,0.02740083669685506,0.40235878649689616,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.750)",0.98,0.98,0.5,0.95,0.75,9,937759813,7.338715553283691,0.09027205940144954,0.6923206912233587,0.14401851336825855,0.8837657665853762,0.906141765076486,0.46901615476620634,0.02785318725996661,0.40927242305031314,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.750)",0.98,0.98,0.5,0.95,0.75,10,865822978,7.0886006355285645,0.11625198363337894,0.7008264111502119,0.13652462562721787,0.7836708087923422,0.8135713576561554,0.48236415293579654,0.026542948222318972,0.30466425649803985,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.750)",0.98,0.98,0.5,0.95,0.75,11,227302066,6.955620288848877,0.0757347602305238,0.4773438121514154,0.10576586987516814,0.9157263306235369,0.9331742621114034,0.31550085183105964,0.020221149881327626,0.5974522603990163,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.750)",0.98,0.98,0.5,0.95,0.75,12,947449799,6.984457492828369,0.0776738774468213,0.5862904552211139,0.10900364545810015,0.8522344816701799,0.8814900643500895,0.4007371870968526,0.020930785919426112,0.4598220913338109,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.750)",0.98,0.98,0.5,0.95,0.75,13,1782950357,7.064477920532227,0.06956031898566888,0.6970945119260477,0.16931149175590968,0.9658186453334321,0.9751775408995863,0.4620358455757686,0.03245824729831029,0.4806834480255075,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.750)",0.98,0.98,0.5,0.95,0.75,14,1437994672,7.390544176101685,0.08964708300466119,0.5703259948421742,0.11267979434210243,0.7853008135727998,0.8160102221371769,0.3900705930055727,0.022039147484294523,0.4039004816473096,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.750)",0.98,0.98,0.5,0.95,0.75,15,1562885644,7.093512773513794,0.06897824877384874,0.47569140217239125,0.12941577950173921,0.8864334456247631,0.9093808577816977,0.3150641270034568,0.02821321312597444,0.5661035176522666,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.5,0.975,0.75,0,625657653,7.300565004348755,0.11759803545281342,0.5168171341103124,0.14109796170920302,0.7770493863877279,0.80663832224938,0.34743915647556456,0.028844833358319385,0.430354332415496,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.5,0.975,0.75,1,1698271443,7.3005616664886475,0.09299426035847345,0.6676494556661207,0.14163220311165464,0.9128478718385351,0.9317083204714646,0.4537381357406919,0.02765695438734818,0.4503132303434247,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.5,0.975,0.75,2,574269003,6.982723236083984,0.09574019332522157,0.5571673647243431,0.11248674276958194,0.8260455756095773,0.8550853184235769,0.3799559966092659,0.02173077594394017,0.4533985458703708,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.5,0.975,0.75,3,1306270088,7.01584529876709,0.0905048407382807,0.5163631983202622,0.11074894107075955,0.8221978738885951,0.8516695527041935,0.35261203080120523,0.0221416816293675,0.47691584027362083,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.5,0.975,0.75,4,1238154541,7.0649073123931885,0.09177809276584402,0.6268015662680636,0.1816443558707634,0.8841792667146333,0.9066557137719979,0.4176276106701687,0.03528550593418391,0.45374259716764526,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.5,0.975,0.75,5,32646995,6.978221654891968,0.08829538075130008,0.6970507753135138,0.17403288345707535,0.8963483335863023,0.9166123770170772,0.4702546360934759,0.03388101197388426,0.41247672894971693,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.5,0.975,0.75,6,1220271111,7.018037557601929,0.11650276352557748,0.40811562235529936,0.09787232033558746,0.7956747672519957,0.821873723823089,0.27206427929359955,0.01923079694983186,0.5305786475796577,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.5,0.975,0.75,7,963240097,7.128687858581543,0.08017497268704643,0.6136445153752221,0.10729076928111554,0.9051935726421544,0.9244228616899693,0.418477720833047,0.020480360658506246,0.485464780198416,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.5,0.975,0.75,8,1521599456,7.097439289093018,0.10085345554918267,0.6543371099985046,0.15118492108839374,0.8441629720191967,0.8731529086205364,0.44725613024642447,0.02987286192139754,0.39602391645271445,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.5,0.975,0.75,9,937759813,7.0661914348602295,0.08421329428296659,0.706243629212642,0.15375324199563375,0.8919396586986017,0.9135151357373544,0.48061757645904213,0.029781692914052887,0.40311586636425933,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.5,0.975,0.75,10,865822978,7.017888307571411,0.10649540812883568,0.7201766157608526,0.14257214336294713,0.8017982008854183,0.830946595295418,0.4986873065963742,0.027661908848296002,0.30459737985074786,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.5,0.975,0.75,11,227302066,6.813494443893433,0.07095038653605465,0.4890406423992484,0.11287437674830267,0.914372729002269,0.9319792500843662,0.3252241033914216,0.021629664689045796,0.5851254820038991,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.5,0.975,0.75,12,947449799,7.1272900104522705,0.07527734337525288,0.5926201812434012,0.11577089387128242,0.8451887292607028,0.8749961775127393,0.4074640390164816,0.022315073295075104,0.44521706520118265,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.5,0.975,0.75,13,1782950357,6.892898082733154,0.06662010550721323,0.7159785715139401,0.18418504006404415,0.9697283355176399,0.9780949132016207,0.4759875428965603,0.03514599500899966,0.46696137529606063,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.5,0.975,0.75,14,1437994672,7.158539772033691,0.09208642174837957,0.5649254281595356,0.11651617285639983,0.7682891777887175,0.7995936946302757,0.389071640882387,0.0228211962931765,0.3877008574547121,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.750)",0.98,0.98,0.5,0.975,0.75,15,1562885644,7.142915964126587,0.0676781939105315,0.47878894568262204,0.1336318974566412,0.8689815680924015,0.8938743984620724,0.31952207465919363,0.029219670966702797,0.5451326528361761,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.5,1.0,0.75,0,625657653,7.325348615646362,0.11148609600419336,0.5318075697616542,0.15060038616390287,0.7829816542536644,0.8121439271710461,0.35942224376113485,0.03076582584839655,0.42195585756151494,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.5,1.0,0.75,1,1698271443,7.105440139770508,0.09008808994706977,0.6759521183378241,0.15055051949170908,0.9110873801661934,0.9301542841507563,0.4618605976040689,0.02939253263005026,0.43890115391663737,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.5,1.0,0.75,2,574269003,6.98043966293335,0.09144454347723961,0.5665826860381845,0.11716654201949003,0.8253809215037724,0.8542602261536857,0.38892586348434116,0.02266882934016183,0.4426655333291828,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.5,1.0,0.75,3,1306270088,6.886689186096191,0.08607505720774411,0.5255712920123412,0.11740599479067322,0.824193269853013,0.8536406584269554,0.36096544159433736,0.023541542451000878,0.4691336743816173,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.5,1.0,0.75,4,1238154541,6.996065616607666,0.08522979374636579,0.6522007579939273,0.19882847997524272,0.9058002622708899,0.9256296380355807,0.43495297532969046,0.0384738250382756,0.4522028376676149,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.5,1.0,0.75,5,32646995,6.782591819763184,0.08080372526658905,0.7229918412445793,0.18654133788761157,0.9172292211355925,0.9349079170406424,0.48930444689418856,0.036172068847294216,0.4094314012991594,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.5,1.0,0.75,6,1220271111,6.933563232421875,0.11750644856207894,0.4124084385033528,0.1024343373014134,0.7772031517463199,0.8038445678366826,0.27687038855773155,0.020231895083409127,0.506742284195542,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.5,1.0,0.75,7,963240097,7.106601238250732,0.07641886279408099,0.6261148379912018,0.11586328795049235,0.9078292345578699,0.9267273197954836,0.42945598097603693,0.022136066333027296,0.4751352724864193,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.5,1.0,0.75,8,1521599456,7.012849569320679,0.10921545705313976,0.63071516872431,0.15019759027714089,0.80529410286103,0.8369592907160204,0.4345611407775416,0.02996077369803846,0.3724373762404401,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.5,1.0,0.75,9,937759813,6.965980768203735,0.0903445515008186,0.6821772637711975,0.1538931631727434,0.8530228769368375,0.8779233037552266,0.46878045245020483,0.029924439300213886,0.3792184120048083,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.5,1.0,0.75,10,865822978,6.887852668762207,0.10862656383116026,0.710953445055496,0.14906688612935176,0.7887728596664669,0.8182863561222662,0.49490101549246257,0.02900282860664148,0.2943825120231623,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.5,1.0,0.75,11,227302066,6.887970209121704,0.06919167248741133,0.49781565601480826,0.1225324192969042,0.9019819538372232,0.9210862651148024,0.3330463681934636,0.023443611050256653,0.564596285871082,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.5,1.0,0.75,12,947449799,7.091098308563232,0.07554274340389318,0.587820735696817,0.11831173044988344,0.8288251699689418,0.8597428710525307,0.40725723753645726,0.022856858363378432,0.4296287751526948,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.5,1.0,0.75,13,1782950357,6.825471639633179,0.06666255443571123,0.7098238261063397,0.19752580945876463,0.9431763231081918,0.9570757199304372,0.4753792761882245,0.03794444035163521,0.44375200339057735,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.5,1.0,0.75,14,1437994672,6.981725454330444,0.09181308211120774,0.5615733016878153,0.11985902669956909,0.7564275260325242,0.7882431471858489,0.3891727639277247,0.023472670084684157,0.37559771317344004,24.0,0.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.750)",0.98,0.98,0.5,1.0,0.75,15,1562885644,6.950477361679077,0.06799106733684424,0.47962876122187104,0.14158035432594218,0.8495866314397431,0.8759448895354004,0.3219026996690498,0.030978702775923815,0.5230634870904268,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=1.000)",0.98,0.98,1.0,0.95,1.0,0,625657653,6.882788896560669,0.11809163412049656,0.5139177765878623,0.13273826446463313,0.799404260608576,0.8277380812701715,0.4284006626922079,0.07207669131123495,0.3272607272667284,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=1.000)",0.98,0.98,1.0,0.95,1.0,1,1698271443,6.809162378311157,0.09608907541490837,0.659731359552209,0.13032620920862667,0.9335366873726783,0.9488574909728448,0.5638744297028828,0.06770176916128565,0.31728129210867606,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=1.000)",0.98,0.98,1.0,0.95,1.0,2,574269003,6.8972039222717285,0.10383431449661464,0.5344283418881445,0.09850562125845075,0.8263017245932641,0.855465975372115,0.4606250076066542,0.050721690156167704,0.34411927760929295,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=1.000)",0.98,0.98,1.0,0.95,1.0,3,1306270088,6.834704160690308,0.09303200234388534,0.5083085187010215,0.10239888574511075,0.8456623125230901,0.8735209405253656,0.4371156233479575,0.05455614607650138,0.38184917110090644,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=1.000)",0.98,0.98,1.0,0.95,1.0,4,1238154541,6.7689173221588135,0.09331453764649958,0.6204301639491263,0.17140467894091704,0.9082956603353749,0.927456681806432,0.506270382184719,0.08849694228046932,0.33268935734124383,24.0,0.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=1.000)",0.98,0.98,1.0,0.95,1.0,5,32646995,6.584789276123047,0.09141934223949737,0.6903139482655318,0.16217845330069017,0.9104205625144864,0.9289437055519659,0.579866513986329,0.08414935949436032,0.2649278320712764,24.0,0.0
