Scenarios,sensitivity,specificity,rapid test coverage,ID,Seed,Run time,Rate of gonorrhea cases (average incidence after epidemic warm-up),"Time-averaged proportion of cases treated successfully with CIP, TET, or CRO (average incidence after epidemic warm-up)",Time-averaged proportion of cases treated successfully with CIP (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with TET (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with CRO (average incidence after epidemic warm-up),Duration of 1st line therapy with CRO (after epidemic warm-up),Duration of 1st line therapy with Drug M (after epidemic warm-up)
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,1,1698271443,7.609421014785767,0.13030806529430666,0.8150641854778785,0.26655959492807574,0.03392208789308759,0.5145825026567152,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,2,574269003,7.282654047012329,0.14927209576615977,0.7272133580675154,0.21924594931361902,0.025796418667046853,0.48217099008684944,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,3,1306270088,7.484419107437134,0.14569824682822186,0.7121079713798395,0.2004123832567313,0.025817500407261447,0.48587808771584684,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,4,1238154541,7.423279523849487,0.12636131888992544,0.7900157207346646,0.23554697798081,0.04417157981634682,0.5102971629375078,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,5,32646995,7.265666484832764,0.14127218311090706,0.7756757577051772,0.2621250255686732,0.03958301108210204,0.47396772105440205,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,6,1220271111,7.735781192779541,0.17682090913490298,0.670653541653306,0.15245929919199203,0.023157572452765847,0.49503667000854795,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,7,963240097,8.078171730041504,0.11428434977712465,0.7917346922229446,0.24672792595921741,0.026198170103062902,0.5188085961606643,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,8,1521599456,7.423279523849487,0.15992383691675724,0.7324952555124106,0.24882235624850807,0.03521345818865331,0.44845944107524927,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,9,937759813,7.29691743850708,0.13177176350811093,0.7927777200580025,0.27822223501170773,0.03565126848697886,0.4789042165593161,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,10,865822978,7.735781192779541,0.16859746790371238,0.6923081759759643,0.27212792100471345,0.032008082495543794,0.38817217247570696,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,11,227302066,7.7031755447387695,0.10325148871135248,0.810058229923362,0.1924005943800676,0.028180564218356297,0.589477071324938,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,12,947449799,7.407654285430908,0.12275633578905303,0.7345341623816007,0.2304042988330621,0.026351798511777137,0.47777806503676146,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,13,1782950357,7.343793869018555,0.09889781994565107,0.8309141381978822,0.26685090505743875,0.043557111095690056,0.5205061220447535,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,14,1437994672,7.595154285430908,0.14416174373377239,0.6848299165800621,0.22447789065822812,0.026657677228244723,0.43369434869358925,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,15,1562885644,7.687544584274292,0.10650333666714676,0.7648563925235544,0.18385233532585687,0.03696314822123715,0.5440409089764604,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,16,553549746,7.454529047012329,0.21108817545633218,0.6306393793139017,0.1921956931166328,0.03173130831283914,0.40671237788442977,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,17,1939338035,7.593796253204346,0.09268748695743216,0.7983283369497868,0.24279722379206178,0.03933613820172575,0.5161949749559996,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,18,145511905,7.438904047012329,0.11312901268043349,0.8333551638247737,0.32161599901414106,0.03170296732358342,0.4800361974870492,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,19,1041269999,7.593794584274292,0.16884907361250986,0.6852913039115468,0.15529165530658107,0.02706853949308165,0.5029311091118844,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,20,2139080526,7.282654523849487,0.08205811732251087,0.8599495581052435,0.2884265679898538,0.028627290647988825,0.5428956994674009,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,21,1411144752,7.390667200088501,0.13305912106366252,0.7532871761725469,0.2768942134504053,0.03492907934368151,0.44146388337846026,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,22,1509977740,7.485780477523804,0.09404053849649971,0.8130481254185918,0.29466498898889704,0.03974787539067794,0.4786352610390168,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,23,483706708,7.515668153762817,0.13575144878917728,0.7547192529974163,0.2148340837503066,0.02087801217025496,0.519007157076855,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,24,289894276,7.392029285430908,0.1184142076854975,0.8468859881481756,0.2779421551263686,0.04803383043560056,0.5209100025862066,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,25,531799215,7.359417915344238,0.0909935550590247,0.8621202449906435,0.23759037006372338,0.03589149505462363,0.5886383798722966,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,26,621504377,7.188903093338013,0.05773114739536892,0.9810386299182997,0.31457249919423713,0.040382964374169085,0.6260831663498936,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,27,1136840914,7.453167676925659,0.14862109387669556,0.7181104092489289,0.2449625735345859,0.03911145641116412,0.4340363793031788,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,28,759719521,7.3451550006866455,0.2186455968787045,0.6313864430678277,0.1989553348331598,0.022603956378761766,0.4098271518559062,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,29,1511148819,7.406292676925659,0.16135898844493837,0.7104660879107698,0.2554217644545234,0.030289054914487232,0.42475526854175943,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,30,1533092559,7.548280477523804,0.11046777211282913,0.8082967301165065,0.2516237420880859,0.05191537929345325,0.5047576087349671,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,31,1164104192,7.656294345855713,0.07695735482753228,0.8154141060684946,0.246852070489897,0.02511161448650603,0.5434504210920915,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,32,2017903790,7.407654762268066,0.1337556319552468,0.7003841494859661,0.2217463916332643,0.02438287647454472,0.45425488137815734,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,33,1623720875,7.531294345855713,0.15095085928372767,0.6631087692106575,0.20507317285143783,0.025714529746933317,0.4323210666122863,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,34,822005099,7.720154762268066,0.10271746451752957,0.8614787279791167,0.2507469637929211,0.02717344802121669,0.5835583161649789,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,35,1169621962,7.562549352645874,0.07151299487643795,0.9552681979371019,0.34036798300875515,0.042755503264048124,0.5721447116642987,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,36,1872156770,7.548278570175171,0.11262687186620919,0.8469007759593129,0.2700331264460356,0.040753279060920675,0.5361143704523567,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,37,1117348063,7.437546014785767,0.17222747342220746,0.6502211521614891,0.20472694080734727,0.02873129147727456,0.41676291987686725,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,38,1971002345,7.673279523849487,0.1489527126413752,0.709451485581821,0.27657244787091145,0.029117205393314177,0.4037618323175953,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,39,1963233104,8.031296491622925,0.11274064783371296,0.8322457456601422,0.29287376055856396,0.03661710868236009,0.5027548764192182,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,40,972786036,7.36077880859375,0.07484052904805678,0.8499475185091423,0.23471857048724726,0.04001420170518743,0.5752147463167077,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,41,1818929957,7.421920537948608,0.1791289406420538,0.6628456116706892,0.19569596871951117,0.014464897683684778,0.4526847452674935,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,42,475318147,7.392029047012329,0.1369112031526911,0.7836420977942694,0.2420671172344909,0.05690006061887765,0.4846749199409009,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,43,1742754336,7.5000433921813965,0.16541056207901822,0.6886415679833455,0.17953310658333965,0.025299169989617933,0.48380929141038787,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,44,994158204,7.954531669616699,0.12215511869779458,0.8079248447743991,0.29321285591105983,0.027267619752232963,0.487444369111106,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,45,1490049239,7.843795299530029,0.13325693883792888,0.7384649795622134,0.2563972655149091,0.02618871170615627,0.4558790023411477,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,46,28344971,7.501404047012329,0.1533673338178418,0.7380295664892264,0.24825959225911362,0.02489155894450788,0.4648784152856048,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,47,96478470,7.437544107437134,0.1374862116287115,0.7503087222110084,0.22373635551424256,0.029019793028053364,0.4975525736687123,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,48,953383961,7.688905477523804,0.08296642800476182,0.8676294259910555,0.2646887311291045,0.03511927051016246,0.5678214243517893,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,49,183372402,7.609424829483032,0.18896885053396595,0.6818764173059855,0.1939899797174287,0.028097905192486693,0.45978853239607004,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,50,2047789755,7.548279523849487,0.09143570291272575,0.9163551568515861,0.3066386263722066,0.03226501630889926,0.5774515141704802,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,51,1213818894,7.703173637390137,0.1091928838167219,0.7431120730240524,0.2284288861359166,0.023974376104493596,0.4907088107836423,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,52,2090181924,7.392028570175171,0.1347794894167131,0.7560895670593152,0.26222082060234225,0.041683501867134494,0.4521852445898388,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,53,1745141102,7.421918630599976,0.15156707576504685,0.7157075195793682,0.2161430434661902,0.028053264661763676,0.47151121145141417,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,54,135194935,7.860782861709595,0.13331648321100478,0.6933733574093047,0.2309122709077737,0.027297469711321864,0.43516361679020915,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,55,1803038838,7.609418869018555,0.16030844010343645,0.7427825617269528,0.2650248334464636,0.023308075619497444,0.45444965266099185,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,56,374020484,7.407655239105225,0.06628010064989821,0.9411874746749717,0.2637552849307465,0.038301847521990944,0.6391303422222337,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,57,47653226,7.265667915344238,0.11927903445457207,0.8716392176588332,0.2810002952056846,0.06392954863261129,0.5267093738205372,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,58,1243074298,7.720157623291016,0.11927503653418058,0.7678937094724464,0.2165553443341405,0.035195980680991175,0.516142384457315,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,59,1805121991,7.82817006111145,0.2008191068324854,0.66958634124101,0.2348875028242099,0.023505742219030557,0.4111930961977695,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,60,1331169252,7.392030954360962,0.07209673718766256,0.828603803507801,0.28199287406824325,0.025532648265239453,0.5210782811743184,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,61,167529421,7.656295299530029,0.09123501104454555,0.7604925713289202,0.2283073446703413,0.027287813513140677,0.5048974131454381,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,62,806989554,7.532656908035278,0.16291974139754611,0.7168978062324343,0.1828278232835704,0.026165584339161784,0.507904398609702,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,63,24805106,7.640674591064453,0.10812180841519335,0.7694684103949961,0.2865529248784251,0.0291128837380842,0.4538026017784871,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,64,1574482610,7.470153570175171,0.17086101739007445,0.6663430238470475,0.22956272515442144,0.028657315666970936,0.40812298302565486,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,65,613936327,7.484337568283081,0.20784906256278105,0.6892595227702645,0.23324868478050761,0.02945436609350179,0.4265564718962549,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,66,1943874087,7.0795252323150635,0.12792394426037768,0.6997536676580034,0.23238930788522694,0.0229577051722335,0.4444066546005432,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,67,514748902,7.373491048812866,0.08627105318048728,0.8569771113663421,0.20668528505138037,0.05419858670898424,0.5960932396059776,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,68,970557677,7.376400709152222,0.25392744107130655,0.627995749790855,0.2212169109796854,0.023736775573145148,0.3830420632380244,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,69,2045757009,7.257298231124878,0.06322574506071237,0.9873139689167333,0.3133707615018352,0.036014864569227124,0.6379283428456709,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,70,2079841931,7.501403570175171,0.1255831805815018,0.797697948397483,0.2713872706150809,0.04894489006274391,0.47736578771965793,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,71,1892879705,7.429204940795898,0.11443843237280316,0.8102176327526504,0.22393595078570103,0.028961559777987513,0.5573201221889618,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,72,2041820033,7.220150947570801,0.05819603684580998,0.9760042415484861,0.35683952813958997,0.04387188357261627,0.5752928298362802,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,73,1477953748,7.7294816970825195,0.13006541691353418,0.7146160943576112,0.25115231800878296,0.04255946274771128,0.4209043136011171,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,74,910506640,7.360777139663696,0.087217343024702,0.8744966541395978,0.3106529855299939,0.02767806890449228,0.5361655997051114,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,75,1844369952,7.382739782333374,0.06571939431403974,0.93964545997802,0.23931770701934393,0.04076050140512167,0.6595672515535543,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,76,341705672,7.407651424407959,0.22333653657131955,0.5806989974426757,0.15066013601478553,0.02428586705361395,0.40575299437427614,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,77,1750328427,7.463856220245361,0.14729361641971517,0.7931398419868181,0.27717567382432656,0.0390371904000497,0.476926977762442,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,78,1241646603,7.376402139663696,0.13305169418381887,0.8111014617058856,0.26392055080030796,0.021444037753340875,0.5257368731522367,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,79,354554919,7.688119888305664,0.1100689997750839,0.8341463785414469,0.2832733793785972,0.03332480895035951,0.5175481902124903,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,80,2056698391,7.345150470733643,0.1291685854320688,0.764852659582738,0.23325273830445964,0.03553224194226703,0.49606767933601126,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,81,490196200,7.448828935623169,0.1412288464597861,0.7221449705453977,0.22356310422267361,0.03250360875153961,0.46607825757118443,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,82,1298548678,7.4545276165008545,0.08755314644241242,0.9248075503604506,0.3108962136527624,0.039616759793986094,0.5742945769137024,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,83,784324956,7.5787434577941895,0.1907772981014325,0.6442971292459607,0.1545032236468429,0.02428179199010373,0.465512113609014,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,84,733904680,7.485779047012329,0.13959210978811737,0.7551674873262427,0.20089638527482107,0.034143573439937146,0.5201275286114846,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,85,1826974045,7.547494173049927,0.1343877267704163,0.7385522253709313,0.24871469447741168,0.041016175280743444,0.4488213556127764,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,86,1873295335,7.532651424407959,0.15104365426444624,0.7510532650744814,0.2745175864383305,0.038443572956629826,0.438092105679521,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,87,1318058019,7.531870126724243,0.17105651277994832,0.6202647841447618,0.20067816128217852,0.030456566220368363,0.38913005664221484,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,88,1826990642,7.329526901245117,0.1824549536789485,0.6452569465618073,0.15327979942522776,0.02118359192056917,0.4707935552160103,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,89,1807427148,7.210603475570679,0.11423150735578669,0.8524102587443743,0.2575225368198752,0.02797364623801436,0.5669140756864848,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,90,1091247438,7.626404047012329,0.06386825249429003,0.9554351215300708,0.2335188091993033,0.035659093078470615,0.6862572192522965,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,91,905953532,7.797494888305664,0.10223790311919817,0.8718429978807761,0.1690260474437659,0.045137853165216714,0.6576790972717931,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,92,489692981,7.36077618598938,0.19898058374950545,0.6403993373067495,0.17880974195976623,0.02387713223545192,0.4377124631115313,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,93,1403110060,7.594369888305664,0.17920598096947035,0.6635853350030992,0.22018795459626794,0.02639106816347475,0.4170063122433568,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,94,1719200974,7.51702618598938,0.14547633355604322,0.7127799553817747,0.18680800416229182,0.029292986031658266,0.4966789651878247,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,95,59365084,7.391242504119873,0.12390697552283732,0.7051582661569231,0.22063252204981995,0.01789732135859164,0.46662842274851146,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,96,808970187,7.29827618598938,0.1297910510490721,0.8015991051428556,0.3103838243144638,0.029994109466115457,0.46122117136227614,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,97,930523974,7.422492742538452,0.19405147156615898,0.5858777463054872,0.14100279041359282,0.01781409196252424,0.4270608639293699,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,98,137155799,7.548276662826538,0.16515981153378584,0.6545275150599743,0.21954242010891836,0.02238526409750858,0.41259983085354734,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,99,253728702,7.219366550445557,0.19957265824263726,0.6515578759419189,0.22928074369241722,0.027202535328591113,0.3950745969209107,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,100,1267631924,7.454527378082275,0.19069357420051428,0.6095206123425219,0.15087813550838283,0.01854777818846272,0.44009469864567613,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,101,2026478608,7.57874321937561,0.09944367977606901,0.8036371492423436,0.24659731340289925,0.03790965878521673,0.5191301770542279,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,102,488627338,7.70452880859375,0.2115119445165368,0.6292978556309579,0.20280244120298052,0.021799186940886835,0.4046962274870906,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,103,1385079931,7.875620126724243,0.19601944321552747,0.5799995520420119,0.1795901631407432,0.01714027532624357,0.3832691135750252,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,104,443023852,7.14202618598938,0.08603426348091572,0.9121594012757482,0.300109604926854,0.0708726012600074,0.5411771950888871,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,105,832802126,7.4515931606292725,0.1759507921716338,0.6987216346326961,0.22711779015062877,0.023143372913618263,0.44846047156844904,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,106,1177559954,7.392028093338013,0.24813666879664298,0.5800710445402364,0.18141213481911284,0.04181289191446903,0.3568460178066548,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,107,828251148,7.5631186962127686,0.11867748417460745,0.718668620740243,0.22323334278240198,0.03996904911417398,0.45546622884366705,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,108,1916885108,7.892030954360962,0.1225846031957177,0.7950412519514239,0.19649439595745172,0.030001864198508154,0.5685449917954639,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,109,1179664583,7.625619888305664,0.1895388602288118,0.6797108614406273,0.1786183502463002,0.023937690298140135,0.4771548208961869,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,110,2110358319,7.392028093338013,0.15130136045218517,0.7296114891870832,0.2669271987586397,0.025234269367541848,0.43745002106090175,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,111,69305102,7.344367265701294,0.18016453911240368,0.7201801043845536,0.25116748232448033,0.03197858854819792,0.43703403351187525,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,112,2099058792,7.782654762268066,0.14321254374326328,0.704812429833503,0.21198738559988242,0.03048994817154487,0.46233509606207573,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,113,803582769,7.281867027282715,0.12842680744750226,0.7882081700385873,0.2809391857563019,0.026403323144359447,0.4808656611379261,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,114,1902408805,7.501404047012329,0.08138905420666442,0.9771341440345863,0.31175804081153363,0.047804317867824436,0.6175717853552284,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,115,1259589446,7.313117027282715,0.10718681424223278,0.8120997915303331,0.23543619766333398,0.041608156498308395,0.5350554373686907,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,116,1654642800,8.079532384872437,0.21520757173250432,0.6114897594138753,0.2045655188615589,0.025019953470279667,0.38190428708203666,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,117,594362496,7.203741550445557,0.15057979624649348,0.7185414086017768,0.2014437389072038,0.019277738279267164,0.49781993141530584,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,118,187033306,7.657654047012329,0.17909264926992555,0.6792127166438227,0.18022973260364294,0.031113795136883803,0.467869188903296,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,119,1515968844,7.328742027282715,0.08781108729735698,0.8739205061142498,0.29100599974736246,0.05685902569222941,0.5260554806746578,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,120,1337154836,7.610778093338013,0.08660454843230915,0.9448102224268347,0.31094261331970446,0.04518301700288466,0.5886845921042455,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,121,1085826672,7.500619173049927,0.0684835265749609,0.8771133866669258,0.30236308307812476,0.03660672467960944,0.5381435789091917,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,122,1790882283,8.095155239105225,0.09521047275967735,0.931262902408452,0.21438700737221064,0.04440547100480175,0.6724704240314392,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,123,2011200635,7.5162436962127686,0.1130299531828453,0.7943163616785024,0.3022688757576206,0.02572251475881274,0.46632497116206917,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,124,1481448673,7.985780239105225,0.15613420434068423,0.7001143396377169,0.20834095155528792,0.02056740860187185,0.47120597948055726,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,125,857287473,7.625619411468506,0.15624334667122589,0.7001999314744289,0.23399867279084557,0.0284160408732573,0.43778521781032587,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,126,426331361,7.82952880859375,0.059414616462534736,0.9863998294347842,0.24274423741968593,0.028461318587030934,0.7151942734280676,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,127,1474711849,7.3443686962127686,0.056786479393738036,0.99756743138603,0.3227279240429359,0.03709147071800289,0.6377480366250913,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,128,1104690703,5.312546491622925,0.30349526668996646,0.559025358375616,0.1641313299945095,0.02524795956100551,0.36964606882010104,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,129,1558946001,4.312528610229492,0.13486388996352935,0.7792382696305061,0.25735845644209837,0.04031864484447312,0.4815611683439346,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,130,1558800852,5.508864879608154,0.19006751619919354,0.656121297858265,0.22804583684778107,0.029841571044187404,0.3982338899662964,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,131,64313878,4.468776702880859,0.10662048176793504,0.8778883335174176,0.2541221110644597,0.03156067497238527,0.5922055474805729,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,132,2109083167,5.093778133392334,0.10694785591575866,0.7594125047729003,0.2343269844984345,0.03403070488757871,0.4910548153868871,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,133,1649863693,4.4531519412994385,0.09708066603659458,0.7796866079356669,0.1797996877943156,0.03252717850621053,0.5673597416351408,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,134,241450799,4.703150510787964,0.16703334537650055,0.7050732407495316,0.17687396538925734,0.02239685412315023,0.505802421237124,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,135,1121589842,4.125024795532227,0.29517393318476015,0.5511115327488627,0.16307040214208493,0.027096946624305195,0.36094418398247247,29.0,0.0
"(p=1.000, q=1.000, c=0.500)",1.0,1.0,0.5,136,26894468,4.828151226043701,0.19720505355468398,0.6167459218494287,0.2141556933044559,0.01887562037674505,0.3837146081682278,29.0,0.0
