Scenarios,CIP-sens,CIP-spec,TET-sens,TET-spec,rapid test coverage,ID,Seed,Run time,Rate of gonorrhea cases (average incidence after epidemic warm-up),Time-averaged proportion of cases CIP-S (average incidence after epidemic warm-up),Time-averaged proportion of cases TET-S (average incidence after epidemic warm-up),Time-averaged proportion of cases CRO-S (average incidence after epidemic warm-up),Time-averaged proportion of cases CIP/TET-NS (average incidence after epidemic warm-up),"Time-averaged proportion of cases treated successfully with CIP, TET, or CRO (average incidence after epidemic warm-up)",Time-averaged proportion of cases treated successfully with CIP (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with TET (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with CRO (average incidence after epidemic warm-up),Duration of 1st line therapy with CRO (after epidemic warm-up),Duration of 1st line therapy with Drug M (after epidemic warm-up)
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,10,762041545,3.5861523151397705,0.05981963161574781,0.6382950590977883,0.25650266078626305,0.9592132270426884,0.7505296564092155,0.47605022947250897,0.0,0.0,0.47605022947250897,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,11,881031684,3.648867607116699,0.05575025232019835,0.8023277762630091,0.2000631100895878,0.9590066449265332,0.7795391931326736,0.5944154394473489,0.0,0.0,0.5944154394473489,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,12,1717144779,3.5458974838256836,0.06792350487282496,0.7174356589548748,0.16313062585025373,0.9375715555260176,0.8026516807654338,0.5541639604515788,0.0,0.0,0.5541639604515788,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,13,234383320,3.633358955383301,0.06339609773311111,0.874166789487103,0.23378423587994235,0.9495616769941396,0.739633933203655,0.43482868057058033,0.0,0.0,0.43482868057058033,10.0,14.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,14,526735776,3.601367950439453,0.06618847377490535,0.8090038062022294,0.237180771365575,0.9668854150431214,0.756135869208778,0.47579327298234736,0.0,0.0,0.47579327298234736,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,15,363244612,3.7236251831054688,0.05720130031673386,0.6727623821458454,0.12722038359467852,0.9596931308887342,0.8540926663847296,0.5946242777200653,0.0,0.0,0.5946242777200653,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,16,945660547,3.4574086666107178,0.05903890489768417,0.7354199114951071,0.1647890748616521,0.9519648179577086,0.8206214262615272,0.5150979604318858,0.0,0.0,0.5150979604318858,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,17,547955011,3.6827714443206787,0.075655832155935,0.7978377112574548,0.1894259324318843,0.9557978625606363,0.7903263945394948,0.43563774433008357,0.0,0.0,0.43563774433008357,10.0,14.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,18,776696670,3.507634162902832,0.0712224663629448,0.8652428564713371,0.14626290906922582,0.9651911912778388,0.8238331262205054,0.5961487018753364,0.0,0.0,0.5961487018753364,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,19,934013921,3.530768871307373,0.08220492845412383,0.8497027160154335,0.17006532880086894,0.9593878377837742,0.8086681203275046,0.39728720317709587,0.0,0.0,0.39728720317709587,9.0,15.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,20,393891727,3.4028050899505615,0.0681360021827342,0.45978548122617907,0.15773222279585566,0.9597078455993449,0.8324250450866043,0.43653877634907895,0.0,0.0,0.43653877634907895,10.0,14.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,21,2005900680,3.529038667678833,0.054016991010250176,0.7809850922758949,0.1132502636105417,0.9614584699977891,0.8588374852051882,0.5163158086789877,0.0,0.0,0.5163158086789877,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,22,1532785696,3.5800249576568604,0.07462639059372526,0.6929411269896818,0.12349119349858721,0.971318224594405,0.864609395545831,0.47597002088640705,0.0,0.0,0.47597002088640705,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,23,602480255,3.5250403881073,0.055610668994724645,0.7166268095591589,0.15027760084879935,0.9435849877719029,0.8148166366020768,0.3959270166070904,0.0,0.0,0.3959270166070904,9.0,15.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,24,2004750337,3.5500328540802,0.0643750840827459,0.7865271254804533,0.16966203471083857,0.931253938796143,0.8098119719385346,0.4341073267704345,0.0,0.0,0.4341073267704345,10.0,14.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,25,1419801162,3.508045196533203,0.07478784798342591,0.8129081648632632,0.1836349857062657,0.9509895245620886,0.7929271209010393,0.47537589984493495,0.0,0.0,0.47537589984493495,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,26,159306689,3.4010753631591797,0.05898268686738974,0.7360809398969879,0.18042493039536545,0.9520429917304861,0.8049150503681853,0.43614593108159094,0.0,0.0,0.43614593108159094,10.0,14.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,27,520480270,3.631075620651245,0.056555987150357395,0.8220061320807339,0.1417175599080008,0.9600882239001806,0.8408970111419571,0.5558242635503605,0.0,0.0,0.5558242635503605,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,28,445641572,3.4850516319274902,0.07725552334611845,0.851962353525788,0.19173619664046837,0.9508460617372044,0.7730942871988931,0.43688296379667385,0.0,0.0,0.43688296379667385,10.0,14.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,29,599896403,3.543100357055664,0.08029965329130455,0.7017806864353886,0.17027785623620903,0.9551819912877291,0.8159547397019726,0.395449113581356,0.0,0.0,0.395449113581356,9.0,15.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,30,623440774,3.770035982131958,0.0660380905118181,0.6052795933815339,0.15792623036939274,0.9606985129449009,0.8177364147671274,0.5540568240505942,0.0,0.0,0.5540568240505942,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,31,843544805,3.502112627029419,0.07869782278737819,0.5938321833883428,0.16709396845497962,0.9534798037340968,0.8119232548427168,0.4767188393167374,0.0,0.0,0.4767188393167374,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,32,373605323,3.6491973400115967,0.07528181912557247,0.7768603944323715,0.146172946319175,0.9401392939258433,0.8185284953765233,0.5145080847076957,0.0,0.0,0.5145080847076957,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,33,1146183646,3.6002120971679688,0.06486633252991593,0.758672467536589,0.1606565897131356,0.9624788658954501,0.8221574718165059,0.5548655531140804,0.0,0.0,0.5548655531140804,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,34,1427834260,3.4915006160736084,0.07716736218235427,0.8161198915202929,0.21789127422426105,0.9220367946885203,0.731543640533155,0.39469336490830026,0.0,0.0,0.39469336490830026,9.0,15.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,35,874363302,3.5844666957855225,0.05397045668639664,0.6270340112338899,0.16544561463499008,0.9618168580926071,0.8274013938843136,0.5959241061467584,0.0,0.0,0.5959241061467584,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,36,2090951919,3.5603513717651367,0.07311401890539908,0.6898720893028373,0.14597152727714718,0.9617746321100494,0.8496471647496174,0.5566913876459733,0.0,0.0,0.5566913876459733,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,37,1773973039,3.653120517730713,0.06105591533580907,0.6896069846541573,0.23591258854859118,0.9311279916677506,0.7261206176958688,0.39431023886718414,0.0,0.0,0.39431023886718414,9.0,15.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,38,1371273618,3.5745768547058105,0.06665058848573852,0.7108709241270852,0.1547145886958352,0.9441465672476639,0.8068769257408961,0.3953930716675947,0.0,0.0,0.3953930716675947,9.0,15.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,39,1849364641,3.5329549312591553,0.05969321144457801,0.7221458970274152,0.12400313091815449,0.9488692301324229,0.8474551145631719,0.5948933029726586,0.0,0.0,0.5948933029726586,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,40,887449729,3.651555061340332,0.047894985876615656,0.7336351796434204,0.1239403192327342,0.9614423016067607,0.8506488130729509,0.5547539245071398,0.0,0.0,0.5547539245071398,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,41,816072213,3.7166874408721924,0.04976466580194235,0.7102458278172709,0.17942837445174564,0.9548206956539513,0.8007894976952811,0.5932515564473312,0.0,0.0,0.5932515564473312,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,42,96780925,3.435471534729004,0.06745387975789205,0.7928292953720302,0.2828543620042751,0.9591210661229747,0.7036500071583426,0.514498733096224,0.0,0.0,0.514498733096224,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,43,1763565167,3.4662091732025146,0.05192082084906849,0.7264088432956787,0.1389347452810851,0.9564934406737771,0.8317944570566247,0.554850415508372,0.0,0.0,0.554850415508372,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,44,204510539,3.5261127948760986,0.05311661483692299,0.7917636220955903,0.1564064116186273,0.9471778408290991,0.8268957874016969,0.4746118202709819,0.0,0.0,0.4746118202709819,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,45,1741905008,3.549577474594116,0.07885070059539935,0.7311455503400148,0.17012233000151333,0.9631427227253647,0.8184850711111815,0.5148831266956875,0.0,0.0,0.5148831266956875,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,46,1786766734,3.5063350200653076,0.06009053023210975,0.8028414357914414,0.17901842157727954,0.9223112440892075,0.7750947078388072,0.39460420337689245,0.0,0.0,0.39460420337689245,9.0,15.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,47,887901447,3.3108808994293213,0.08456092008070792,0.7524206698099944,0.2622623458549153,0.9531322066973877,0.7260145492903053,0.31704709927108504,0.0,0.0,0.31704709927108504,7.0,17.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,48,404912240,3.4435508251190186,0.052176175852687176,0.6625248690238174,0.11365827235911877,0.966259057680238,0.8624562448735749,0.5960844161686729,0.0,0.0,0.5960844161686729,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,49,607917439,3.221536874771118,0.0681439004523598,0.8147270798930971,0.15832582587999033,0.9501841704429133,0.814507133102019,0.5923496504746317,0.0,0.0,0.5923496504746317,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,50,251902477,3.2178196907043457,0.05883339475420769,0.792295493649322,0.15255269614427117,0.9371640163280849,0.8163606971992521,0.4744443842967324,0.0,0.0,0.4744443842967324,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,51,2047687242,3.2350308895111084,0.07690077487067085,0.836916561310088,0.15645393405065955,0.939039970061888,0.8077978289480638,0.43418062435289834,0.0,0.0,0.43418062435289834,10.0,14.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,52,2051654822,3.2510294914245605,0.05991019423168262,0.8587898002539095,0.1835375507268585,0.9505179455476604,0.7962286600539913,0.5947207765174567,0.0,0.0,0.5947207765174567,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,53,1906059605,3.388629198074341,0.062216359231981204,0.7843184776978458,0.22725864285185426,0.9437960123515713,0.7609609939181671,0.5156721394558204,0.0,0.0,0.5156721394558204,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,54,1650267518,3.106027364730835,0.06421391514638762,0.7582881729152916,0.14396455788495066,0.9652550122919732,0.8348470167054873,0.5558490538040515,0.0,0.0,0.5558490538040515,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,55,1277363401,3.360297203063965,0.07003606906993798,0.871292983538725,0.1677972328478961,0.9377217097819915,0.7857861288916859,0.35658502811679754,0.0,0.0,0.35658502811679754,8.0,16.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,56,1582042729,3.188340187072754,0.06593217351542063,0.8280872279652911,0.21206907892110538,0.9596640008996654,0.7745399331794063,0.5954608410100728,0.0,0.0,0.5954608410100728,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,57,1517263894,3.2412023544311523,0.08037723890319985,0.7128597786911967,0.15197510697578717,0.96524122249425,0.8300901578380427,0.5547968352493442,0.0,0.0,0.5547968352493442,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,58,1058721695,3.1804139614105225,0.07898513503276297,0.8373324568601644,0.1771916598841365,0.9414260449366831,0.8080357444878523,0.5151899513112859,0.0,0.0,0.5151899513112859,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,59,454710841,2.9679412841796875,0.06865890915955528,0.838026417339496,0.18162589673080898,0.9091991610547988,0.7560453065379451,0.31519269632647395,0.0,0.0,0.31519269632647395,7.0,17.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,60,60713299,3.093367099761963,0.08407487267533681,0.7178916771474535,0.19987130551167837,0.9367442913442379,0.7719531447877283,0.39579880525379146,0.0,0.0,0.39579880525379146,9.0,15.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,61,1678520144,2.926784038543701,0.054151007282482795,0.5405160311301132,0.120169816104645,0.9575571813316066,0.8696709671192088,0.39752990459812027,0.0,0.0,0.39752990459812027,9.0,15.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,62,2115188154,3.227360248565674,0.05198711683267868,0.7865484745832559,0.15059174716045207,0.9616636089820093,0.8330711121712412,0.593089257682882,0.0,0.0,0.593089257682882,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,63,1179848272,3.1950018405914307,0.05639434768263994,0.7010074340473057,0.16182682499933462,0.9642204634453846,0.8248077817501671,0.5943208504241118,0.0,0.0,0.5943208504241118,14.0,10.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,0,2021041766,4.867018938064575,0.07040250906519947,0.6026977726388018,0.14945005747949033,0.9618163263300776,0.860995706197873,0.4765524595124099,0.12213799000202552,0.01535161352365098,0.3390628559867334,11.0,13.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,1,1992340928,5.406290292739868,0.06055055621412882,0.6003989873728462,0.12774527749162978,0.9713508342621984,0.8810937488061563,0.6750319479868633,0.17319575724171832,0.020323090646679406,0.4815131000984655,16.0,8.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,2,465654247,5.538793325424194,0.0747988278415158,0.738414609067356,0.1503772724863659,0.9777828886571339,0.852579313801241,0.7155608684945429,0.22950474771065274,0.022315113664401823,0.4637410071194883,17.0,7.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,3,1136163917,4.952959299087524,0.075506953310353,0.7825164763306708,0.15981260866587,0.9635749084823219,0.840166919265442,0.5564100625402072,0.1819221062435506,0.017287583510710313,0.3572003727859463,13.0,11.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,4,600597301,5.135238409042358,0.05604686561825406,0.6407705457436178,0.09524428788000135,0.9764843417158151,0.9030108674561832,0.6362692762614998,0.17953321495030297,0.012568481349978114,0.4441675799612186,15.0,9.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,5,2059112513,5.073256015777588,0.059085061738857816,0.6925123881759576,0.13329573629897035,0.9722292900085111,0.8727405903051161,0.6367284325759033,0.18971330694224212,0.01922111706898415,0.427794008564677,15.0,9.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,6,79458643,4.929296970367432,0.08077430514738204,0.7131379138079441,0.10866791255774849,0.9645321755924077,0.8921317944534006,0.5562510109134589,0.16826845706619115,0.012395429178659942,0.3755871246686078,13.0,11.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,7,457495139,5.438215017318726,0.08155289380447732,0.8363105327302454,0.20077732741832416,0.9663990248365905,0.8012057347587817,0.6749244794708962,0.23543518139206657,0.028187535911507154,0.41130176216732245,16.0,8.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,8,769167530,5.10499382019043,0.08312143929804883,0.7092201433023633,0.1960618521646692,0.9558565039235977,0.8089525282826852,0.634218404861938,0.19274233386501166,0.024982207547628033,0.4164938634492984,15.0,9.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,9,1975687421,5.017019510269165,0.0567335900599982,0.6778100382384424,0.2043451643565832,0.9531708747243774,0.7911941033879644,0.5937106351618998,0.16785801933561256,0.02322753349557306,0.4026250823307142,14.0,10.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,10,762041545,5.357727527618408,0.06348935902648035,0.5733100036709414,0.21977196386819145,0.9704151728628376,0.8026790442945027,0.6757363956415982,0.1612918843857257,0.03301338766933276,0.4814311235865396,16.0,8.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,11,881031684,5.765684366226196,0.05622503083993471,0.7729287968848201,0.19244066832724172,0.9715963692465734,0.8142629501481639,0.7933263213812495,0.2542084666501348,0.034491749841650085,0.5046261048894647,19.0,5.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,12,1717144779,4.880863428115845,0.06951197002099964,0.6744535669132246,0.1497477784145922,0.9660710943149085,0.8508915035845658,0.5966021720629284,0.16790682503974272,0.018682544587065242,0.4100128024361204,14.0,10.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,13,234383320,5.241760969161987,0.06364982151975206,0.8537758343043294,0.21670865478309306,0.9745125675292993,0.7853633351345615,0.6363865927596273,0.22006640801464794,0.028713678092912042,0.38760650665206725,15.0,9.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,14,526735776,4.852167367935181,0.068837904467249,0.7767292010608462,0.21810934583616132,0.9688153283200691,0.7866071899748914,0.5558144492074572,0.17812530431451618,0.023996631698371237,0.3536925131945696,13.0,11.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,15,363244612,5.4410719871521,0.06046925474377765,0.6222114952504785,0.1117846094053853,0.9700315585365409,0.892703909365556,0.7147092331195377,0.19528431297176335,0.01714001919059045,0.5022849009571838,17.0,7.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,16,945660547,4.979130983352661,0.060633699371755306,0.7015379281105166,0.15351367310718542,0.9558911439338164,0.850637602897112,0.5948174493927821,0.180435505989135,0.018821957831035834,0.3955599855726113,14.0,10.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,17,547955011,4.76819109916687,0.07714964111143334,0.7686464084001474,0.17788336795744628,0.9755257800188447,0.8268486830258917,0.5167408668430078,0.15478267898918566,0.01804236284758074,0.3439158250062414,12.0,12.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,18,776696670,5.526812791824341,0.07349154294842346,0.8299500198325631,0.13735513237850688,0.9750871477718551,0.8619092840588913,0.7957619075630313,0.29208154782359763,0.022674131758336293,0.48100622798109727,19.0,5.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,19,934013921,4.604238033294678,0.08515361387654925,0.8070007270470531,0.16168679709829625,0.9460758675616806,0.8389916678113881,0.5156495008148176,0.17553678565588154,0.016577900364349793,0.32353481479458635,12.0,12.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,20,393891727,4.6572229862213135,0.07228341443946303,0.410473542511129,0.12591056009570936,0.9716840605643727,0.8752810164416543,0.5165652928764709,0.09544319642652856,0.013389842202732228,0.40773225424721005,12.0,12.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,21,2005900680,5.245950222015381,0.05682955554488408,0.7350750035318899,0.10198592338259,0.9738963073463228,0.896449552557465,0.7158797110687383,0.2322280024572708,0.01588413293153185,0.46776757567993577,17.0,7.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,22,1532785696,5.095927476882935,0.078188365206959,0.6523247072745475,0.11169684849195921,0.9627770961633858,0.8881117452534372,0.6338184116718019,0.17970160968004417,0.01559599326378737,0.43852080872797033,15.0,9.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,23,602480255,4.762022256851196,0.05824225651839145,0.6616227604351873,0.13584467546725723,0.9509582018792743,0.8626836001503745,0.515402870701124,0.14063865624382663,0.015002964906972359,0.359761249550325,12.0,12.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,24,2004750337,4.695968866348267,0.06542139070811376,0.7472196610756634,0.1536628692003933,0.9562690247509242,0.8555009740329268,0.47584648225861415,0.14631911944304243,0.015134439968179411,0.3143929228473923,11.0,13.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,25,1419801162,4.918977499008179,0.07564248266951128,0.7869515532088868,0.17373789882084878,0.9660286078529665,0.8254405296486111,0.5165037978591835,0.1632666756155919,0.01755871516675661,0.335678407076835,12.0,12.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,26,159306689,4.7670204639434814,0.06386199709748147,0.6658341365512281,0.1571769953903137,0.9384381421701614,0.8448657583178952,0.5145026246963652,0.14771679201249616,0.016314333407631457,0.3504714992762377,12.0,12.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,27,520480270,5.20006799697876,0.06155530027973026,0.7784640378365583,0.12080669236284104,0.9614603652789624,0.8806308784615267,0.6747627282983042,0.22406859373280658,0.01778091456728708,0.4329132199982107,16.0,8.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,28,445641572,4.87683892250061,0.08050402021640579,0.804515109301868,0.17511584851680503,0.9613984431677768,0.8232082926860947,0.59628091901646,0.2027677345767967,0.02120040402686006,0.3723127804128032,14.0,10.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,29,599896403,4.653902292251587,0.0825823889536671,0.6595036515445252,0.1477818330766973,0.9706410583011386,0.8553660403676864,0.4770619725252322,0.13312974956726273,0.01429898602785424,0.3296332369301151,11.0,13.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,30,623440774,5.719363451004028,0.0684791025494466,0.5630810130023065,0.14586529035661536,0.9736420165893039,0.8542294446699004,0.7535934702922995,0.18071859609944682,0.02361390769734943,0.549260966495503,18.0,6.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,31,843544805,4.840800046920776,0.0824257802924065,0.5445177821427756,0.14840534827770643,0.9423743858091485,0.8514882921963991,0.5550778259796255,0.13254498816787466,0.01676419658932819,0.40576864122242257,13.0,11.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,32,373605323,5.072806119918823,0.07800044561160697,0.7216926058752691,0.12666446538000004,0.9564553329964213,0.8734373224478443,0.5948224466120299,0.18708806010959161,0.015976578269904954,0.39175780823253326,14.0,10.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,33,1146183646,5.143934726715088,0.06618304211925218,0.7360544240021687,0.15120866600347993,0.9730916521109448,0.8505687355068622,0.6357443451125868,0.19524341571236267,0.019560876455262218,0.42094005294496184,15.0,9.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,34,1427834260,5.103358268737793,0.07830382853292496,0.7789373893851165,0.20605446603377875,0.9627301071684516,0.7937069419499518,0.5957075168517898,0.18665669197411167,0.025398343479405044,0.383652481398273,14.0,10.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,35,874363302,5.191205739974976,0.05710869310916447,0.5858893585687467,0.14426283590861788,0.9662596409325662,0.8581605005174474,0.7546245944064027,0.19157601633952986,0.023368783373020164,0.5396797946938527,18.0,6.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,36,2090951919,4.891973495483398,0.07775312477574185,0.641629102960062,0.12499096511045496,0.9498002081576058,0.879089383350188,0.5952308003713449,0.16633659594372474,0.01647686498849789,0.4124173394391223,14.0,10.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,37,1773973039,4.754098653793335,0.06234933144230175,0.6440499788594194,0.22403434219197435,0.9600872589545375,0.779709711054559,0.5156471350333658,0.1336789601317785,0.02367595137029336,0.358292223531294,12.0,12.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,38,1371273618,4.685288667678833,0.0679347729355625,0.6707933325853261,0.14498843611205942,0.962033427260652,0.8512541285239356,0.5158414852001446,0.14668907549123153,0.014572238333464166,0.354580171375449,12.0,12.0
