ID,Seed,Run time,Rate of gonorrhea cases (average incidence after epidemic warm-up),"Proportion of cases treated with CIP, TET, or CRO (average incidence after epidemic warm-up)",Duration of 1st line therapy with CRO (after epidemic warm-up),Duration of 1st line therapy with Drug M (after epidemic warm-up)
75,18479805,7.881790637969971,0.06244775880167458,0.99846702658078,24.0,0.0
76,36293875,8.25140380859375,0.0613474613934283,0.8860520753996062,24.0,0.0
77,1646873834,8.467880249023438,0.060243908676962,0.9938629506997977,24.0,0.0
78,1756250673,7.312581777572632,0.0826958032655832,0.9999950033467951,24.0,0.0
79,2127537053,8.483046770095825,0.1437910819768133,0.7907729857206253,24.0,0.0
80,1527938215,8.063901901245117,0.05990914171027729,0.9613240447276766,24.0,0.0
81,1987036835,8.351651668548584,0.06738676698418349,0.9601626167314907,24.0,0.0
82,742635166,8.704533576965332,0.23542926696823982,0.6064704370117545,24.0,0.0
83,428387606,8.499130725860596,0.05906192936142869,0.9889265225560936,24.0,0.0
84,1057701318,7.812587261199951,0.06677766093123398,0.9741767292035319,24.0,0.0
85,620684410,8.242181301116943,0.08387880919119556,0.9192980269827781,24.0,0.0
86,169862576,8.345155000686646,0.06160854345477402,0.967762776798465,24.0,0.0
87,636653741,8.514755487442017,0.07868423870693224,0.9935716496005591,24.0,0.0
88,1037358284,7.923274993896484,0.06270181046069215,0.9975122794337571,24.0,0.0
89,1365877958,8.483505487442017,0.0745006394964949,0.9610317186098721,24.0,0.0
90,1847268245,8.407654762268066,0.13385634875630917,0.7949729402157018,24.0,0.0
91,1787134341,8.124126672744751,0.08555794468459638,0.8929157829159499,24.0,0.0
92,518286560,7.938898086547852,0.08167725641677272,0.9962881328919307,24.0,0.0
93,647752748,8.158886194229126,0.06870415664808008,0.9798477888945983,24.0,0.0
94,2044735716,8.26702880859375,0.0935115774836802,0.8308947189805442,24.0,0.0
95,1417899697,8.530381917953491,0.05699283985508487,0.9829975267800001,24.0,0.0
96,96328185,7.6888957023620605,0.07004765756081403,0.984806421912189,24.0,0.0
97,846962187,8.796009063720703,0.054550783912011507,0.9931431649117484,24.0,0.0
98,971748365,7.453207731246948,0.0778062341378119,0.9479132227631177,24.0,0.0
99,993246198,7.884401082992554,0.05429001695863615,0.9990387789983173,24.0,0.0
100,1709232599,7.125079154968262,0.07232401903942721,0.9995134941618342,24.0,0.0
101,1145660267,9.094198942184448,0.06687803120547212,0.9946779859564862,24.0,0.0
102,2080398871,7.985775709152222,0.07390543199737984,0.9894380443690691,24.0,0.0
103,921555830,7.496530055999756,0.08836700869910227,0.9449683102224309,24.0,0.0
104,1696311714,7.704522609710693,0.08972842442135605,0.9420740026578046,24.0,0.0
105,1847092057,7.64204478263855,0.05831024658024243,0.9996315520167274,24.0,0.0
106,1449189605,8.392028331756592,0.078923985417983,0.9409902549449239,24.0,0.0
107,1195091225,7.952250957489014,0.12308819336118587,0.757667646452223,24.0,0.0
108,1483988216,8.501405000686646,0.06239874710773338,0.9955602628688831,24.0,0.0
109,45140219,8.12666368484497,0.07758103562317059,0.9760443399475968,24.0,0.0
110,1251823149,7.876400470733643,0.05520945775641632,0.9925924905738267,24.0,0.0
111,501616922,8.061626434326172,0.05739045717848306,0.9838167681955952,24.0,0.0
112,618662601,7.610771894454956,0.06313954721432333,0.999951389714099,24.0,0.0
113,1318768269,7.764747619628906,0.05828789681436995,0.9996394229660329,24.0,0.0
114,539278167,7.626396417617798,0.06647906087752893,0.9943723713710537,24.0,0.0
115,1546661699,8.311629295349121,0.06955576215031693,0.9708810246141479,24.0,0.0
116,869525086,8.767033815383911,0.07402798288373733,0.8955730981704904,24.0,0.0
117,1127389417,7.814161062240601,0.06246602706223507,0.9949604840908165,24.0,0.0
118,208660370,7.454519033432007,0.059535664681390606,0.9992586649205001,24.0,0.0
119,1945037326,7.733497381210327,0.08426096047859001,0.9148505524361867,24.0,0.0
120,420514926,9.017036199569702,0.07757774794004474,0.9285852432869715,24.0,0.0
121,1988717831,8.01728630065918,0.08512629463157438,0.9530496017936936,24.0,0.0
122,1265045594,8.392030477523804,0.06300615665578356,0.990932952518998,24.0,0.0
123,557528785,7.670995473861694,0.06624441240926798,0.9939060891559146,24.0,0.0
124,61738016,8.501405954360962,0.06288788242991115,0.9975606125361199,24.0,0.0
125,1304696688,7.970412254333496,0.062524782286847,0.9837658688557939,24.0,0.0
126,1196383116,8.454530954360962,0.0792064401450432,0.8963289438560501,24.0,0.0
127,2119065329,7.970412492752075,0.09701350234055797,0.8611597407887005,24.0,0.0
128,11993418,5.923513174057007,0.13691197199538965,0.7215546826118648,24.0,0.0
129,1598551130,4.90630316734314,0.08172646793641512,0.969664539252022,24.0,0.0
130,899771096,5.432349920272827,0.06472657710909661,0.989915334736871,24.0,0.0
131,1505973153,4.781301736831665,0.09176133118868074,0.9341948029785557,24.0,0.0
132,491601191,5.708754301071167,0.06817246304639758,0.9990336570694522,24.0,0.0
133,1928384915,4.140670299530029,0.06363513433599055,0.9316177651753698,24.0,0.0
134,1799331687,6.3313915729522705,0.24205267223779459,0.6099495489842266,24.0,0.0
135,15524053,4.406299829483032,0.05399896366887836,0.9977881049501078,24.0,0.0
136,751489193,5.623520135879517,0.07783879529474737,0.9281321203563085,24.0,0.0
137,156987350,4.203171491622925,0.11528341929557902,0.8181906659634534,24.0,0.0
138,627893408,5.668546438217163,0.059377402046295345,0.9864972378495372,24.0,0.0
139,1207594076,4.625051975250244,0.07244488784979998,0.8819979193214972,24.0,0.0
140,1408238763,5.536437034606934,0.0676153449806252,0.996072921235705,24.0,0.0
141,856879794,5.031306505203247,0.0644179819306449,0.9697151833088249,24.0,0.0
142,1813805924,5.984198570251465,0.0674592658214771,0.9508533454682704,24.0,0.0
143,368909202,4.656320333480835,0.07654448702399001,0.898083014847238,24.0,0.0
144,1497107255,5.8694541454315186,0.06918132179520177,0.9933239793397175,24.0,0.0
145,1859839831,4.453174829483032,0.058309688185195704,0.9798461802681878,24.0,0.0
146,888645632,5.416993618011475,0.06484477911435672,0.9647416857764287,24.0,0.0
147,87373479,4.250046253204346,0.18362199247719344,0.6647599199729755,24.0,0.0
148,569170968,5.485682010650635,0.05640650248991034,0.9968382190406625,24.0,0.0
149,1724266722,4.562551259994507,0.07924241566383074,0.9983825681477723,24.0,0.0
150,605342979,5.23696756362915,0.06743440394739626,0.8879305078236577,24.0,0.0
151,1613654456,4.546926736831665,0.06303810198527013,0.9997628388325114,24.0,0.0
152,1460959226,5.502593517303467,0.056818118737723466,0.9980290020394372,24.0,0.0
153,1679190915,4.515676498413086,0.0799938244590988,0.942062162517769,24.0,0.0
154,1341721941,4.940089464187622,0.06373885750698877,0.9908839730088146,24.0,0.0
155,192331256,3.9531683921813965,0.06773140067111522,0.9994989226647071,24.0,0.0
156,1228175278,5.611971378326416,0.06460037188494559,0.9761222003178266,24.0,0.0
157,28791503,4.593811511993408,0.11721248007418707,0.7184227560643224,24.0,0.0
158,1457430367,5.252594232559204,0.08039981444601646,0.9805152226449956,24.0,0.0
159,2132410421,4.078171491622925,0.07001412590232932,0.9832202712826777,24.0,0.0
