Scenarios,CIP-sens,CIP-spec,TET-sens,TET-spec,rapid test coverage,ID,Seed,Run time,Rate of gonorrhea cases (average incidence after epidemic warm-up),Time-averaged proportion of cases CIP-S (average incidence after epidemic warm-up),Time-averaged proportion of cases TET-S (average incidence after epidemic warm-up),Time-averaged proportion of cases CRO-S (average incidence after epidemic warm-up),"Time-averaged proportion of cases treated successfully with CIP, TET, or CRO (average incidence after epidemic warm-up)",Time-averaged proportion of cases treated successfully with CIP (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with TET (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with CRO (average incidence after epidemic warm-up),Duration of 1st line therapy with CRO (after epidemic warm-up),Duration of 1st line therapy with Drug M (after epidemic warm-up)
"(p=(0.980, 0.750), q=(0.980, 0.975), c=0.500)",0.98,0.98,0.75,0.975,0.5,10,942922926,5.824290752410889,0.05819381190536185,0.7725324933164444,0.13012465102359488,0.9742310170777505,0.6764866047784879,0.22650930499628885,0.016356686245789866,0.433620613536409,16.0,8.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=0.500)",0.98,0.98,0.75,0.975,0.5,11,79574022,6.493894577026367,0.06418834736522987,0.715579080489345,0.11550451987862549,0.9594826645815796,0.6346052311234739,0.2008248463793623,0.013649320780432463,0.42013106396367916,15.0,9.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=0.500)",0.98,0.98,0.75,0.975,0.5,12,250947486,5.7763824462890625,0.07848274073430589,0.6907895315663022,0.1916687024029276,0.9582608836960851,0.6744444492702477,0.2011693432088705,0.02432443002359841,0.44895067603777883,16.0,8.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=0.500)",0.98,0.98,0.75,0.975,0.5,13,2129971703,6.6010050773620605,0.07061032382882358,0.6593864864242294,0.10982339868862179,0.9732904811021768,0.7935615666715051,0.2336334769967098,0.0171910345155876,0.5427370551592076,19.0,5.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=0.500)",0.98,0.98,0.75,0.975,0.5,14,1732742425,6.159113168716431,0.06733074062312813,0.688042118842182,0.15757530635539382,0.9614375387929458,0.5956104111962397,0.17525117501772042,0.01690767042921559,0.4034515657493037,14.0,10.0
"(p=(0.980, 0.750), q=(0.980, 0.975), c=0.500)",0.98,0.98,0.75,0.975,0.5,15,1178193646,6.073651552200317,0.07387844394371695,0.7615390967397161,0.1759972172739672,0.9731606585152209,0.5568636751683832,0.17612027241855016,0.01720448886018869,0.36353891388964443,13.0,11.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.75,1.0,0.5,0,1724732347,5.625376224517822,0.07926884884196211,0.6520004085835902,0.17040256544535587,0.9631118491501437,0.5951382961941182,0.168350727953048,0.01858661711958394,0.40820095112148613,14.0,10.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.75,1.0,0.5,1,1805733537,5.578487396240234,0.05869151990854675,0.7074689649193422,0.1353236278195198,0.9559253176938918,0.5944325917435979,0.18331110801409978,0.014761868792403977,0.3963596149370941,14.0,10.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.75,1.0,0.5,2,1668084895,5.670138835906982,0.0732627129420194,0.7318715479656993,0.1645890440287221,0.9615326335828053,0.675064726477286,0.21730387505880774,0.021757733757817997,0.43600311766066036,16.0,8.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.75,1.0,0.5,3,1126852960,5.679922580718994,0.07407776871902315,0.6578864642722325,0.20998766481920242,0.9656593142369582,0.635942531133575,0.17648728107589065,0.02332227988004816,0.43613297017763614,15.0,9.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.75,1.0,0.5,4,1054128280,6.172323226928711,0.0785250228093558,0.7848068439470265,0.18810095358207946,0.9845498378284481,0.875081251002214,0.296705756787622,0.030697738240308022,0.5476777559742841,21.0,3.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.75,1.0,0.5,5,368485754,6.0157012939453125,0.06864259939615097,0.7243893264808549,0.18418975120731101,0.9776753489227923,0.795336227793992,0.24704098007194145,0.026936716437565237,0.5213585312844851,19.0,5.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.75,1.0,0.5,6,157222347,5.467813014984131,0.06699974345320049,0.6942985276919551,0.12370582700266876,0.9647005449873611,0.5557667034736908,0.16750794390895873,0.012723247769784887,0.37553551179494726,13.0,11.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.75,1.0,0.5,7,555146585,4.883487939834595,0.0728420608405843,0.5740581081542017,0.20596566298397412,0.9580315675252318,0.3971012164908362,0.09684346788971504,0.012277710733465588,0.28798003786765564,9.0,15.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.75,1.0,0.5,8,1938679292,5.5469958782196045,0.08009985756832483,0.8022031941803621,0.14524517899131648,0.9642424265844621,0.6356546626870225,0.22212448865112705,0.017168911048970534,0.396361262986925,15.0,9.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.75,1.0,0.5,9,1003869780,5.83330512046814,0.08121215849139542,0.7467178455288477,0.15757859212104383,0.9622078977155876,0.6342855088874148,0.20729330590722533,0.01885350899461203,0.4081386939855774,15.0,9.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.75,1.0,0.5,10,942922926,5.712855577468872,0.05705019011694065,0.7702929148670182,0.1316598985111921,0.9671103500043113,0.6755092969289145,0.2290040548440719,0.01660706446350308,0.42989817762133953,16.0,8.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.75,1.0,0.5,11,79574022,5.775976181030273,0.06307136159300168,0.7142110614536169,0.12080072484747616,0.9551797919417592,0.6340196732309011,0.2024966075172071,0.014198771969955466,0.4173242937437386,15.0,9.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.75,1.0,0.5,12,250947486,5.718783617019653,0.07566122224122701,0.703694276110981,0.2029613870473602,0.9679548536393332,0.7152792366860257,0.21675046006417606,0.027156874443663395,0.4713719021781862,17.0,7.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.75,1.0,0.5,13,2129971703,6.03741979598999,0.06888944732222264,0.6654793636870124,0.11408564154399527,0.9712980617309884,0.7931446384216653,0.23776617633072372,0.01781451897081166,0.5375639431201298,19.0,5.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.75,1.0,0.5,14,1732742425,5.625019311904907,0.06523333456594743,0.6978075115973468,0.16794143833798375,0.9675165861566615,0.556509188205392,0.16502107188208717,0.016237300586635358,0.3752508157366693,13.0,11.0
"(p=(0.980, 0.750), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.75,1.0,0.5,15,1178193646,5.500078439712524,0.07215659052049539,0.7634069104100858,0.1837451487779637,0.9684839345292146,0.5563402333947634,0.1780979746030404,0.017729736036432065,0.36051252275529094,13.0,11.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.500)",0.98,0.98,0.5,0.95,0.5,0,1724732347,5.78131365776062,0.08324096006197411,0.6413856683220451,0.15685219000350906,0.9667341535971709,0.5955774919853031,0.1692075822495419,0.01172685313622189,0.4146430565995393,14.0,10.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.500)",0.98,0.98,0.5,0.95,0.5,1,1805733537,5.781217813491821,0.06175701254622527,0.6926028405024871,0.12594783245339722,0.9514161092219732,0.5939460208701002,0.18224637584001058,0.009435012507569972,0.40226463252251965,14.0,10.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.500)",0.98,0.98,0.5,0.95,0.5,2,1668084895,6.22026515007019,0.07688160829657643,0.7287229610858735,0.15472360433262855,0.9740042076330151,0.7558361872699918,0.2457104885210952,0.015610013584172496,0.4945156851647241,18.0,6.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.500)",0.98,0.98,0.5,0.95,0.5,3,1126852960,5.915772199630737,0.07700153327365707,0.6458831797171435,0.19545313786594815,0.9688834881505294,0.6363223047455052,0.17821595646468946,0.014651009004791932,0.443455339276024,15.0,9.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.500)",0.98,0.98,0.5,0.95,0.5,4,1054128280,6.33154559135437,0.08182735278091408,0.7744142821303539,0.1753629075129023,0.9845187742209923,0.8357531264631837,0.28383921959803315,0.018221775835964946,0.5336921310291856,20.0,4.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.500)",0.98,0.98,0.5,0.95,0.5,5,368485754,6.297145128250122,0.07230623746515062,0.7104973723722245,0.16714772997259705,0.9790560608626965,0.8349877753419349,0.2613903837642189,0.01753638563991891,0.5560610059377972,20.0,4.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.500)",0.98,0.98,0.5,0.95,0.5,6,157222347,5.673372745513916,0.07061311375728256,0.6749302370384256,0.11090036187348085,0.9567326778159714,0.5942613863882815,0.17892533227060067,0.008559298505599739,0.4067767556120812,14.0,10.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.500)",0.98,0.98,0.5,0.95,0.5,7,555146585,5.115599155426025,0.07508614461671145,0.5626355871397019,0.19710666833196921,0.9600941000787979,0.39714897087220635,0.09776533826069869,0.007981933753512608,0.2914016988579951,9.0,15.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.500)",0.98,0.98,0.5,0.95,0.5,8,1938679292,5.756940603256226,0.08374437463947837,0.7980686690275409,0.13563418877626743,0.9686555011245153,0.636194141820749,0.22216531926437966,0.010845846502432317,0.40318297605393705,15.0,9.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.500)",0.98,0.98,0.5,0.95,0.5,9,1003869780,5.626699924468994,0.08331139627902809,0.7412990121176558,0.14801276183824916,0.9687080549116297,0.5956456864346709,0.1929371547854435,0.011075829583484005,0.3916327020657434,14.0,10.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.500)",0.98,0.98,0.5,0.95,0.5,10,942922926,5.672780990600586,0.05963914022286694,0.7578293216860783,0.12277254908723326,0.9674357350179821,0.6754473482562318,0.2274151714255461,0.010488510886076368,0.4375436659446095,16.0,8.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.500)",0.98,0.98,0.5,0.95,0.5,11,79574022,5.8125998973846436,0.06614032318565802,0.7001507853298076,0.10989191715230617,0.9547268081239271,0.6338979785865202,0.20069538556978922,0.008817648243617443,0.4243849447731135,15.0,9.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.500)",0.98,0.98,0.5,0.95,0.5,12,250947486,5.838376522064209,0.08050720009122303,0.6832780146379654,0.18416156649379303,0.965048876924686,0.7147812613100907,0.21725080621590934,0.01687233800977704,0.48065811708440415,17.0,7.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.500)",0.98,0.98,0.5,0.95,0.5,13,2129971703,6.0013957023620605,0.0719048578280371,0.6573113223443262,0.10908421107714476,0.9774759339918426,0.7551844881380796,0.22338209025063158,0.010941819396244707,0.5208605784912033,18.0,6.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.500)",0.98,0.98,0.5,0.95,0.5,14,1732742425,5.717589378356934,0.06889193365351565,0.680796296594435,0.15214538545768722,0.9628533496236458,0.5956947491170892,0.178094905838513,0.011014573752359378,0.406585269526217,14.0,10.0
"(p=(0.980, 0.500), q=(0.980, 0.950), c=0.500)",0.98,0.98,0.5,0.95,0.5,15,1178193646,5.668765068054199,0.07489247283012296,0.7554862707137869,0.1708864262339169,0.9742816593660809,0.5569382852445677,0.17879430449835607,0.011250974119961111,0.36689300662625046,13.0,11.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.500)",0.98,0.98,0.5,0.975,0.5,0,1724732347,5.70759391784668,0.0813929800064367,0.647229729631595,0.1632363481445484,0.9674085639104617,0.5956938723816505,0.17159325448449878,0.011988876868832736,0.412111741028319,14.0,10.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.500)",0.98,0.98,0.5,0.975,0.5,1,1805733537,5.721786975860596,0.05989985106112428,0.7014170092407546,0.1309194391135833,0.9574354612308812,0.5947831809246698,0.18495818709175313,0.009642733574120285,0.40018226025879633,14.0,10.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.500)",0.98,0.98,0.5,0.975,0.5,2,1668084895,6.01802134513855,0.07425737923640784,0.7380907966909899,0.1617426076636659,0.9757501832877186,0.716632832411097,0.23566351792035056,0.015178107382634459,0.46579120710811206,17.0,7.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.500)",0.98,0.98,0.5,0.975,0.5,3,1126852960,5.76569128036499,0.07486002497482462,0.654968606744475,0.20250607183914857,0.9729995405777951,0.5971450306394387,0.16837379704540603,0.013683968320913837,0.41508726527311884,14.0,10.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.500)",0.98,0.98,0.5,0.975,0.5,4,1054128280,6.327627897262573,0.07997988488919207,0.7772448719234113,0.1799565645301135,0.9835160395020545,0.8747524915638111,0.30207679542425814,0.019666511040205083,0.5530091850993478,21.0,3.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.500)",0.98,0.98,0.5,0.975,0.5,5,368485754,5.969117641448975,0.0703442917885417,0.7154435953833622,0.1757436891025967,0.9787607292064296,0.7559375832209647,0.23758337114831746,0.01617124713384165,0.5021829649388055,18.0,6.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.500)",0.98,0.98,0.5,0.975,0.5,6,157222347,5.63703727722168,0.06921537686552187,0.6850752103168577,0.1170844651867582,0.9588264391191699,0.5946213418073047,0.18218423826353466,0.008859886738005517,0.4035772168057646,14.0,10.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.500)",0.98,0.98,0.5,0.975,0.5,7,555146585,5.113844871520996,0.07514181512831872,0.5583411551340893,0.19743773487335683,0.9392902156353711,0.4353158692070448,0.10931180286723897,0.009336749781197487,0.31666731655860825,10.0,14.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.500)",0.98,0.98,0.5,0.975,0.5,8,1938679292,5.703654766082764,0.08206791108890808,0.7919759057347054,0.13711007584167434,0.9577370450442183,0.6347724726974463,0.22419585182799456,0.011027982734187576,0.39954863813526414,15.0,9.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.500)",0.98,0.98,0.5,0.975,0.5,9,1003869780,5.755931377410889,0.08295341491967895,0.7423202271282301,0.14980747177066953,0.9610554896304244,0.6340986804164748,0.21015314717254982,0.012069299562568343,0.41187623368135673,15.0,9.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.500)",0.98,0.98,0.5,0.975,0.5,10,942922926,5.708549976348877,0.05859150118552178,0.7609694517087875,0.12800018035189667,0.9626323447079506,0.6747589736337684,0.23045002443856497,0.010865682562706975,0.4334432666324964,16.0,8.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.500)",0.98,0.98,0.5,0.975,0.5,11,79574022,5.654712677001953,0.06451009849066165,0.7108431145179088,0.11623116701765221,0.9585061994389856,0.6344757370764667,0.2043239220582047,0.00914766825348509,0.42100414676477693,15.0,9.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.500)",0.98,0.98,0.5,0.975,0.5,12,250947486,5.647886037826538,0.07747512616459104,0.6944953306203946,0.19304447508982772,0.9669458727040765,0.6756340395018579,0.20843051394016862,0.01627560609950149,0.45092791946218796,16.0,8.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.500)",0.98,0.98,0.5,0.975,0.5,13,2129971703,5.987407684326172,0.0707115957858411,0.6600227077024193,0.11174512786534134,0.9748675288933604,0.7939337755465989,0.2385373984466465,0.011660752553760872,0.5437356245461918,19.0,5.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.500)",0.98,0.98,0.5,0.975,0.5,14,1732742425,5.579099893569946,0.06635692033912523,0.6937445012101036,0.15958024003121996,0.9694345147771535,0.5568336738219765,0.16801298563304276,0.010519873351932569,0.378300814837001,13.0,11.0
"(p=(0.980, 0.500), q=(0.980, 0.975), c=0.500)",0.98,0.98,0.5,0.975,0.5,15,1178193646,5.5595903396606445,0.07349992735610726,0.7556011884940448,0.17426769403021464,0.9684917826866192,0.556285552226987,0.18086385466024735,0.011361136654194774,0.3640605609125449,13.0,11.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.5,1.0,0.5,0,1724732347,5.685882091522217,0.07967428485693721,0.6504643815281406,0.16786117168112502,0.9623691030716379,0.5950444477518438,0.17379699436931972,0.01226008757302878,0.4089873658094954,14.0,10.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.5,1.0,0.5,1,1805733537,5.513600587844849,0.058487955843157524,0.7028705149840091,0.13500026381565913,0.952376896005256,0.5940832880768081,0.18720117756360125,0.009889253647130107,0.3969928568660767,14.0,10.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.5,1.0,0.5,2,1668084895,5.820963621139526,0.07280840354047519,0.7388636551287301,0.16718087529782688,0.970802969388662,0.7158866451344258,0.23791626881459849,0.015588040223928186,0.46238233609589896,17.0,7.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.5,1.0,0.5,3,1126852960,5.603562593460083,0.07347776573341111,0.6642459200912789,0.21264105166695849,0.9733351315989666,0.5972087537522969,0.1711670289792136,0.01417088335048766,0.41187084142259556,14.0,10.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.5,1.0,0.5,4,1054128280,6.375500440597534,0.07858689907725167,0.7841852446789698,0.18793799361161106,0.9860863118927283,0.8755922352256423,0.30604764488531283,0.020391323453366725,0.5491532668869628,21.0,3.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.5,1.0,0.5,5,368485754,6.312909126281738,0.06824495472031561,0.7246385682461576,0.182629551497282,0.9823357599332669,0.8752581884303722,0.2822434059012504,0.01993964279657,0.5730751397325515,21.0,3.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.5,1.0,0.5,6,157222347,5.765909194946289,0.06800779971335248,0.683598366018494,0.11971779168843583,0.9516524900248351,0.5937254060744743,0.18411562891676056,0.008996324574777951,0.40061345258293585,14.0,10.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.5,1.0,0.5,7,555146585,5.087258577346802,0.07413320203355425,0.5738866315589314,0.2077725470629585,0.9480846764595731,0.43598638433206266,0.11150354959092214,0.0095608119455942,0.3149220227955464,10.0,14.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.5,1.0,0.5,8,1938679292,5.58652400970459,0.07946888481566688,0.8084053632052658,0.14555499631506666,0.9723376240883678,0.6366446475378915,0.2276090248899164,0.011384931138590581,0.3976506915093844,15.0,9.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.5,1.0,0.5,9,1003869780,5.588706970214844,0.08036518855489001,0.7484850634408658,0.15641741173625476,0.9688205197304053,0.5957285338074183,0.1976965406599324,0.011538549275216796,0.38649344387226897,14.0,10.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.5,1.0,0.5,10,942922926,5.5204856395721436,0.05697081456309615,0.7681955430586431,0.13130348914605305,0.9652526013339296,0.6751550514002957,0.2338406829350649,0.011033289688051602,0.4302810787771793,16.0,8.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.5,1.0,0.5,11,79574022,5.4744391441345215,0.062494152876856536,0.7199083616780861,0.11930200006731885,0.9643250170643415,0.5955673616230098,0.1930822628142352,0.008716110099592765,0.3937689887091819,14.0,10.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.5,1.0,0.5,12,250947486,5.721554517745972,0.07590120933474986,0.6955812238642077,0.20034235890399002,0.9609498340782595,0.6747925802387849,0.2106966652531033,0.01681977777341276,0.447276137212269,16.0,8.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.5,1.0,0.5,13,2129971703,5.805692195892334,0.06861493649135776,0.6664059458257138,0.11657169523348125,0.9728017457617476,0.7542783982488879,0.23022704339532665,0.01147134118268211,0.5125800136708789,18.0,6.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.5,1.0,0.5,14,1732742425,5.504329442977905,0.06469683952472512,0.7032153523245868,0.16753002499025885,0.9702792963066739,0.5568474484652702,0.17086817877427424,0.010801409906057597,0.37517785978493845,13.0,11.0
"(p=(0.980, 0.500), q=(0.980, 1.000), c=0.500)",0.98,0.98,0.5,1.0,0.5,15,1178193646,5.562273025512695,0.07192908689882233,0.7655233890582431,0.18017763152513397,0.9734763922952888,0.5568599451466478,0.18351442737377469,0.011661418921756877,0.3616840988511164,13.0,11.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=0.750)",0.98,0.98,1.0,0.95,0.75,0,1724732347,5.781237602233887,0.08667242805817571,0.6176693004058319,0.14567555088494838,0.9650412040971006,0.6349857571114558,0.2502880028117744,0.03595766900990467,0.34874008528977674,15.0,9.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=0.750)",0.98,0.98,1.0,0.95,0.75,1,1805733537,5.5965657234191895,0.06259283427928673,0.6919742832852595,0.12236145887040303,0.9699654417767816,0.5961801550271575,0.25852155681722194,0.027413278380521895,0.31024531982941356,14.0,10.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=0.750)",0.98,0.98,1.0,0.95,0.75,2,1668084895,6.031367301940918,0.07931970208485993,0.7141511249865095,0.1474437240204366,0.9709441680487854,0.715838152465445,0.3263962642050569,0.04247222199604653,0.3469696662643416,17.0,7.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=0.750)",0.98,0.98,1.0,0.95,0.75,3,1126852960,5.685456275939941,0.07956725028187957,0.6298337362882556,0.18483157495379565,0.9674915082076057,0.636153565367211,0.24557536195806542,0.042503982591601555,0.348074220817544,15.0,9.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=0.750)",0.98,0.98,1.0,0.95,0.75,4,1054128280,6.343109846115112,0.08405119051096266,0.7635083855896752,0.1688434571853754,0.9849209904764297,0.9139737038115411,0.4377793858755915,0.05865117863000737,0.41754313930594206,22.0,2.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=0.750)",0.98,0.98,1.0,0.95,0.75,5,368485754,6.2280683517456055,0.07458836017776263,0.6936698620010064,0.15762171879494247,0.9819811391790978,0.8355534126424595,0.3619035586479818,0.04991761195225274,0.4237322420422253,20.0,4.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=0.750)",0.98,0.98,1.0,0.95,0.75,6,157222347,5.812716245651245,0.072609633469012,0.6657377382596518,0.10803651193700643,0.9588033263226269,0.5944958624500666,0.2553265313383992,0.02522133712170336,0.3139479939899642,14.0,10.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=0.750)",0.98,0.98,1.0,0.95,0.75,7,555146585,5.204815864562988,0.07971322585801811,0.5251465403513481,0.17530155372619852,0.9273400035551742,0.4737194848590096,0.1612301375752131,0.029475660352262,0.2830136869315345,11.0,13.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=0.750)",0.98,0.98,1.0,0.95,0.75,8,1938679292,5.705034017562866,0.08655087720156507,0.7847672942983337,0.12714115507330895,0.9653100708993324,0.6752528630270084,0.33907638666040646,0.03314024056643038,0.3030362358001716,16.0,8.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=0.750)",0.98,0.98,1.0,0.95,0.75,9,1003869780,5.596564769744873,0.0857990715465956,0.7289112734483946,0.1424267457911538,0.9645608136756433,0.6345587926985119,0.2939150034600047,0.03519532351928482,0.30544846571922246,15.0,9.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=0.750)",0.98,0.98,1.0,0.95,0.75,10,942922926,5.694181203842163,0.06130439088208467,0.747977831510045,0.11849655687954519,0.9648943731148516,0.675029685265907,0.32525343765127745,0.030755839562286537,0.31902040805234316,16.0,8.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=0.750)",0.98,0.98,1.0,0.95,0.75,11,79574022,5.581563949584961,0.06827411917613226,0.6927667015484722,0.10620726622004131,0.9616315334975316,0.6346947063324443,0.28722229783669706,0.025754478050563172,0.32171793044518393,15.0,9.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=0.750)",0.98,0.98,1.0,0.95,0.75,12,250947486,6.017492055892944,0.08311113005595865,0.670100434345244,0.1750631053468821,0.9700650768351439,0.7155585052142821,0.2999687665384996,0.04850527922280578,0.36708445945297685,17.0,7.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=0.750)",0.98,0.98,1.0,0.95,0.75,13,2129971703,5.977280855178833,0.07457952871647897,0.6437001363017208,0.10352391759617806,0.9751084320265764,0.793904122605959,0.3347215636502757,0.0329938848430916,0.42618867411259165,19.0,5.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=0.750)",0.98,0.98,1.0,0.95,0.75,14,1732742425,5.765980958938599,0.0716736836940552,0.6563110670781295,0.14338785907895457,0.9626892940568473,0.6351659527359235,0.265345411084364,0.03454462211837326,0.33527591953318614,15.0,9.0
"(p=(0.980, 1.000), q=(0.980, 0.950), c=0.750)",0.98,0.98,1.0,0.95,0.75,15,1178193646,5.562599182128906,0.07771830047319789,0.7338107480405011,0.1573664845667395,0.968965886452932,0.5960769982374188,0.2709457864492486,0.034860398841672004,0.2902708129464983,14.0,10.0
"(p=(0.980, 1.000), q=(0.980, 0.975), c=0.750)",0.98,0.98,1.0,0.975,0.75,0,1724732347,5.549407482147217,0.0825445427206341,0.634724812354249,0.15486393940286614,0.9682650877011955,0.595785440673267,0.2398814973680553,0.03489177201457464,0.3210121712906371,14.0,10.0
"(p=(0.980, 1.000), q=(0.980, 0.975), c=0.750)",0.98,0.98,1.0,0.975,0.75,1,1805733537,5.485552072525024,0.06141117507395235,0.6861041045406345,0.12697606298848835,0.9508521545027138,0.5938352823262455,0.2614837561001767,0.028441998011889978,0.3039095282141788,14.0,10.0
"(p=(0.980, 1.000), q=(0.980, 0.975), c=0.750)",0.98,0.98,1.0,0.975,0.75,2,1668084895,6.0092689990997314,0.0762812787353898,0.7197856975108218,0.15459218777306377,0.9654594984690194,0.7149458268576234,0.3310912754196199,0.0443066398191422,0.33954791161886105,17.0,7.0
"(p=(0.980, 1.000), q=(0.980, 0.975), c=0.750)",0.98,0.98,1.0,0.975,0.75,3,1126852960,5.54687762260437,0.07672393897912572,0.6431647296204129,0.19643320288268287,0.9675894664406978,0.5965562409356016,0.2335075203898858,0.04067574277515174,0.32237297777056406,14.0,10.0
"(p=(0.980, 1.000), q=(0.980, 0.975), c=0.750)",0.98,0.98,1.0,0.975,0.75,4,1054128280,6.299733638763428,0.08124493686977508,0.771332909194572,0.1790825226789941,0.9861045397943761,0.8755114204115059,0.42214267927564764,0.058794275250550324,0.3945744658853079,21.0,3.0
"(p=(0.980, 1.000), q=(0.980, 0.975), c=0.750)",0.98,0.98,1.0,0.975,0.75,5,368485754,5.950599908828735,0.07158159704704983,0.7049099430278513,0.1700136890640167,0.9771815040563245,0.795041434262904,0.3499347289553538,0.05048311410207362,0.39462359120547674,19.0,5.0
