ID,Seed,Run time,Rate of gonorrhea cases (average incidence after epidemic warm-up),Time-averaged proportion of cases CIP-S (average incidence after epidemic warm-up),Time-averaged proportion of cases TET-S (average incidence after epidemic warm-up),Time-averaged proportion of cases CRO-S (average incidence after epidemic warm-up),"Time-averaged proportion of cases treated successfully with CIP, TET, or CRO (average incidence after epidemic warm-up)",Time-averaged proportion of cases treated successfully with CIP (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with TET (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with CRO (average incidence after epidemic warm-up),Duration of 1st line therapy with CRO (after epidemic warm-up),Duration of 1st line therapy with Drug M (after epidemic warm-up)
0,2114683909,4.5649895668029785,0.1052300487658326,0.680786729346468,0.22429823556439032,0.8197338653869808,0.8482985285648365,0.0,0.0,0.8482985285648365,24.0,0.0
1,1033931326,4.601064682006836,0.11374162477367353,0.740805232391581,0.1561132265912247,0.7844518868988579,0.8137422572172025,0.0,0.0,0.8137422572172025,24.0,0.0
2,1150402562,4.423201084136963,0.12481027712415058,0.7171597728282023,0.23763257380792088,0.7155297134902413,0.751014336609858,0.0,0.0,0.751014336609858,24.0,0.0
3,1961342982,4.495922088623047,0.11468177765205433,0.7346011395314858,0.1916043356555907,0.7969666121569869,0.8273444715079751,0.0,0.0,0.8273444715079751,24.0,0.0
4,695396926,4.4591615200042725,0.13135716607143275,0.6647411742396393,0.15806651316885903,0.7280808917738966,0.7580780382607719,0.0,0.0,0.7580780382607719,24.0,0.0
5,596865782,4.407002925872803,0.13728377720931242,0.705425965761294,0.17375020840529332,0.7089918266881723,0.7445300295856506,0.0,0.0,0.7445300295856506,24.0,0.0
6,1992340928,4.611148118972778,0.0730080850733966,0.6212298828599665,0.1576441008428257,0.8307914833988375,0.8594875219882134,0.0,0.0,0.8594875219882134,24.0,0.0
7,1412933653,4.333001136779785,0.14760981692227584,0.7892187013272283,0.14366524160101668,0.7146494577073667,0.7484195113593956,0.0,0.0,0.7484195113593956,24.0,0.0
8,465654247,4.47300124168396,0.09290928001965469,0.7753543776250557,0.17705332744908944,0.8331609363828164,0.8615219414552329,0.0,0.0,0.8615219414552329,24.0,0.0
9,1136163917,4.419856548309326,0.16686430314594294,0.7505952911778361,0.15942591569624143,0.6842754461568361,0.7136691187643326,0.0,0.0,0.7136691187643326,24.0,0.0
10,600597301,4.446296215057373,0.08404103799151626,0.6979709842658682,0.10218869109220416,0.7745556166196091,0.8039245705134177,0.0,0.0,0.8039245705134177,24.0,0.0
11,894642810,4.418004512786865,0.1600051827347451,0.5240685514792623,0.13603475642987595,0.6363373019231794,0.6695334089300031,0.0,0.0,0.6695334089300031,24.0,0.0
12,2059112513,4.465921401977539,0.09701162115275125,0.7041160246717888,0.1509540750632947,0.7721234596878378,0.799481507167388,0.0,0.0,0.799481507167388,24.0,0.0
13,283485519,4.4152281284332275,0.13180590961236105,0.6804244932375871,0.16807347589150112,0.7423717402290745,0.7713166942541062,0.0,0.0,0.7713166942541062,24.0,0.0
14,1460543985,4.352001428604126,0.11432398438647144,0.9029380413473198,0.2929387574631131,0.7542309031616132,0.788296152903227,0.0,0.0,0.788296152903227,24.0,0.0
15,1132769411,4.541989088058472,0.12442230439250078,0.7470299382652122,0.22988700980113425,0.7241849226629137,0.7557362351279592,0.0,0.0,0.7557362351279592,24.0,0.0
16,457495139,4.530161619186401,0.11655333031534719,0.830487512662517,0.22699122729011806,0.7970732720801955,0.8244322766863946,0.0,0.0,0.8244322766863946,24.0,0.0
17,1100118300,4.491997003555298,0.08945152222324061,0.62491524301893,0.1827984136478177,0.7553591507959051,0.7876827827089384,0.0,0.0,0.7876827827089384,24.0,0.0
18,1689963456,4.457855701446533,0.08629860666167001,0.6867808450025291,0.15137007072428396,0.9141767110481841,0.9330059479566511,0.0,0.0,0.9330059479566511,24.0,0.0
19,1808684178,4.3322930335998535,0.08284027245328643,0.8216825028550648,0.19787468100077732,0.8411100451813731,0.8644567647185545,0.0,0.0,0.8644567647185545,24.0,0.0
20,155432522,4.416001319885254,0.08606848886123901,0.8002192432976888,0.23606740508330637,0.8242029757558978,0.8523718971494482,0.0,0.0,0.8523718971494482,24.0,0.0
21,1715568013,4.480922698974609,0.10624029873961134,0.8428262531563685,0.17751553719758523,0.7695647503936789,0.8037474086677342,0.0,0.0,0.8037474086677342,24.0,0.0
22,1806013318,4.423228740692139,0.12109834120473764,0.8155666877242871,0.16677669066096365,0.746666171787324,0.7745009428697365,0.0,0.0,0.7745009428697365,24.0,0.0
23,1975687421,4.422002077102661,0.1837677783754997,0.7819176965414816,0.18339243889084528,0.6004447897222844,0.6286192259103722,0.0,0.0,0.6286192259103722,24.0,0.0
24,987738214,4.498989820480347,0.07815476513574912,0.8946239548209627,0.31751520477591144,0.8560416229892353,0.8792697408236048,0.0,0.0,0.8792697408236048,24.0,0.0
25,448006699,4.65316104888916,0.16331917337823884,0.6485681612307114,0.16516329512166664,0.7036543895199117,0.738106771487064,0.0,0.0,0.738106771487064,24.0,0.0
26,762041545,4.426177024841309,0.1400012417268867,0.7175656023311687,0.3078950374416826,0.6719064475206418,0.6998145625126504,0.0,0.0,0.6998145625126504,24.0,0.0
27,1094626452,4.474149227142334,0.07555021518708133,0.7144634735598333,0.1363693505012381,0.9108511900028319,0.9292808566512377,0.0,0.0,0.9292808566512377,24.0,0.0
28,1577629530,4.566001653671265,0.09209292778984053,0.7664746907726422,0.18030482962096428,0.768144734575677,0.7946725475794183,0.0,0.0,0.7946725475794183,24.0,0.0
29,1210806169,4.3280861377716064,0.07718334358093636,0.7715861319576883,0.1282645828778214,0.9777882879321743,0.9841531375492617,0.0,0.0,0.9841531375492617,24.0,0.0
30,1191135949,4.506149768829346,0.12461707852825153,0.7132772794086897,0.2118366456342358,0.7702169087988231,0.7965899705974941,0.0,0.0,0.7965899705974941,24.0,0.0
31,554399469,4.432002544403076,0.14996643560547404,0.7623575057616118,0.17513759455082795,0.6068826406600233,0.6373652831358348,0.0,0.0,0.6373652831358348,24.0,0.0
32,1681244314,4.395001411437988,0.09035506085522675,0.6745862150722962,0.12236246539172299,0.8000410564372062,0.8315310151123976,0.0,0.0,0.8315310151123976,24.0,0.0
33,881031684,4.455149412155151,0.08026877271987899,0.8024458069335815,0.18059686740585426,0.800267040945582,0.8290539613815886,0.0,0.0,0.8290539613815886,24.0,0.0
34,1717144779,4.321003437042236,0.17385164377559373,0.7237469149935342,0.16615422510497224,0.6862363356206843,0.7151611190547341,0.0,0.0,0.7151611190547341,24.0,0.0
35,809921203,4.318002462387085,0.09196924488766114,0.5989708477089474,0.16119751294957196,0.758412771140616,0.7878306691199402,0.0,0.0,0.7878306691199402,24.0,0.0
36,633889183,4.527149200439453,0.08047594109279516,0.6190191173415907,0.0950956508814234,0.8114565823839902,0.8405778339412668,0.0,0.0,0.8405778339412668,24.0,0.0
37,1580902692,4.359002590179443,0.19371495714297793,0.7610493632209203,0.127437150189988,0.6749811067587949,0.7022355539120104,0.0,0.0,0.7022355539120104,24.0,0.0
38,526735776,4.465086936950684,0.12419410722915597,0.7446769543154338,0.23028042529098255,0.7229037882935333,0.7531754701790889,0.0,0.0,0.7531754701790889,24.0,0.0
39,363244612,4.4891486167907715,0.0793974171794845,0.6838300560720613,0.12673051316768172,0.8087231787187678,0.8415487871601458,0.0,0.0,0.8415487871601458,24.0,0.0
40,1042863499,4.298001766204834,0.11319669205684002,0.7084555331687351,0.1700277930645625,0.7618926767539743,0.7932645170506362,0.0,0.0,0.7932645170506362,24.0,0.0
41,945660547,4.363002061843872,0.1296287524645687,0.6791276428932577,0.15045838612092888,0.6982436035195189,0.7260371000000251,0.0,0.0,0.7260371000000251,24.0,0.0
42,894659845,4.366989850997925,0.09118716419959197,0.7851367404609979,0.14635521156456582,0.7506414005674015,0.7787894571636638,0.0,0.0,0.7787894571636638,24.0,0.0
43,619169470,4.2651612758636475,0.06187372688830603,0.7161913482872382,0.12990603964625938,0.9953842653150238,0.9967165603429202,0.0,0.0,0.9967165603429202,24.0,0.0
44,761984051,4.333002090454102,0.07866287031120436,0.7018103724769308,0.16155335968916915,0.8399315057374211,0.8725975952433181,0.0,0.0,0.8725975952433181,24.0,0.0
45,776696670,4.3529908657073975,0.14194670243837446,0.8743989115585252,0.12365926414693572,0.7517478886221803,0.7777487561481046,0.0,0.0,0.7777487561481046,24.0,0.0
46,357017747,4.42916202545166,0.11556470152010094,0.7306953820631616,0.10834274454933153,0.7346461511890909,0.7719102567922352,0.0,0.0,0.7719102567922352,24.0,0.0
47,2005900680,4.396002292633057,0.11273157279344835,0.807559136226193,0.1240854113845879,0.71412446115991,0.7504650437107887,0.0,0.0,0.7504650437107887,24.0,0.0
48,452944622,2.245208263397217,0.05662606054425549,0.7342026415249633,0.11300266688528138,0.9894473610044245,0.9922547221803246,0.0,0.0,0.9922547221803246,24.0,0.0
49,1523601588,1.9556992053985596,0.09047388427493905,0.7300481754459364,0.13642467019699217,0.8034509390399031,0.8285989765063009,0.0,0.0,0.8285989765063009,24.0,0.0
50,1090269083,4.364764451980591,0.1576667750359946,0.733443708155365,0.11970653086799389,0.6761341919120243,0.7068343823572831,0.0,0.0,0.7068343823572831,24.0,0.0
51,1867642198,4.212566375732422,0.11200198877726457,0.8768147344940368,0.19844290715013624,0.7457202578195279,0.7789088487226857,0.0,0.0,0.7789088487226857,24.0,0.0
52,2008544415,4.472236394882202,0.07770985858090981,0.7619425225602605,0.21053504483900176,0.7936576913871661,0.8196425517067999,0.0,0.0,0.8196425517067999,24.0,0.0
53,701325674,4.505002498626709,0.11680359510856028,0.7031074393963683,0.16821214550318428,0.791643063569544,0.8191005173055782,0.0,0.0,0.8191005173055782,24.0,0.0
54,1709389107,4.470635414123535,0.10733314637886997,0.7447253409806579,0.11921960210490132,0.6624557490165053,0.691878084040208,0.0,0.0,0.691878084040208,24.0,0.0
55,1282797551,4.528076887130737,0.12332452002239569,0.6394437601260916,0.16326694041328488,0.7682699907715602,0.7964530214480484,0.0,0.0,0.7964530214480484,24.0,0.0
56,2043831889,4.640002250671387,0.1477854994013129,0.8412617001833648,0.26217671685391314,0.667587868109812,0.6945528155548227,0.0,0.0,0.6945528155548227,24.0,0.0
57,159306689,4.365999460220337,0.19089102857752313,0.6492955698385079,0.16272250409383485,0.6089291598861206,0.6392628308364977,0.0,0.0,0.6392628308364977,24.0,0.0
58,1985099798,4.4212377071380615,0.07698682104079516,0.7790935829391386,0.170475812025954,0.9886398453065239,0.9915719376296217,0.0,0.0,0.9915719376296217,24.0,0.0
59,944092109,4.45200252532959,0.14875954145889383,0.7620993128344861,0.14113498958212334,0.683512148622715,0.7102045644866187,0.0,0.0,0.7102045644866187,24.0,0.0
60,520480270,4.239537000656128,0.12313953006106657,0.7707313861345191,0.13375895119249306,0.7292814949571613,0.754711824949456,0.0,0.0,0.754711824949456,24.0,0.0
61,1733599793,4.342235565185547,0.06367834153645202,0.6235985044952294,0.18873299170918723,0.9666290503459207,0.9770513368222505,0.0,0.0,0.9770513368222505,24.0,0.0
62,1641310461,4.476001262664795,0.11542922363834959,0.8017994733957692,0.13978661801296813,0.7517032475273991,0.7811681794702663,0.0,0.0,0.7811681794702663,24.0,0.0
63,1229454562,4.361211776733398,0.17111362893721282,0.7054930932095707,0.20661292284373714,0.6887152202860933,0.7200531731064147,0.0,0.0,0.7200531731064147,24.0,0.0
64,442856880,4.313139915466309,0.13171266067808066,0.6065537626206235,0.18710713815344326,0.7670220804519822,0.7935225080780076,0.0,0.0,0.7935225080780076,24.0,0.0
65,1348429479,4.622002601623535,0.1329573658931462,0.7474856775584253,0.14017861378456678,0.7448464680813416,0.7718035515930991,0.0,0.0,0.7718035515930991,24.0,0.0
66,748296898,4.49382209777832,0.07520430164075197,0.6574077350353145,0.17816216134149715,0.8236773804261291,0.8587636437639984,0.0,0.0,0.8587636437639984,24.0,0.0
67,488676322,4.458002090454102,0.08021668348441491,0.6382856303599798,0.13155580697846678,0.8097786844825188,0.8356653197975491,0.0,0.0,0.8356653197975491,24.0,0.0
68,623440774,4.631001710891724,0.08783132974776901,0.6527588619979096,0.14955934523982453,0.8077549642598996,0.8374595467515354,0.0,0.0,0.8374595467515354,24.0,0.0
69,432260974,4.445374250411987,0.15957415101786343,0.8226292959278512,0.21526235859068257,0.6019856705097085,0.6383919245595913,0.0,0.0,0.6383919245595913,24.0,0.0
70,874363302,4.4590771198272705,0.10841811200260604,0.6026336630739011,0.1760306611493078,0.7548272415846465,0.7808153258535434,0.0,0.0,0.7808153258535434,24.0,0.0
71,150503960,4.628001689910889,0.08306846795702891,0.7227968890813191,0.16860399601953277,0.7925307312849644,0.8179791831349144,0.0,0.0,0.8179791831349144,24.0,0.0
72,1328063664,4.31606912612915,0.15597223395283943,0.8738577404205924,0.18404926103350194,0.7046145047811925,0.7321076622719138,0.0,0.0,0.7321076622719138,24.0,0.0
73,97391092,4.383140325546265,0.07008653382540056,0.724962443705637,0.18992745279933776,0.8860798755487643,0.9056041532660463,0.0,0.0,0.9056041532660463,24.0,0.0
74,166009812,4.395001173019409,0.10317244134954404,0.6502715762371513,0.1355883760584463,0.7444339468696657,0.7684866587227381,0.0,0.0,0.7684866587227381,24.0,0.0
75,1146183646,4.499830484390259,0.0990723818475507,0.7346776021419592,0.14768750832537378,0.7853792636432864,0.810042988680102,0.0,0.0,0.810042988680102,24.0,0.0
76,2090951919,4.322001934051514,0.17558315532071142,0.6214900609537054,0.1643466893563862,0.7080541715492648,0.7340958216148877,0.0,0.0,0.7340958216148877,24.0,0.0
77,359019150,4.600003957748413,0.15882143156988715,0.8638089872784058,0.25622114031456744,0.675301175337458,0.7008079123671513,0.0,0.0,0.7008079123671513,24.0,0.0
78,359664015,4.427565097808838,0.10422426134336576,0.7273771543742682,0.23227204841639076,0.7364351287448756,0.7688811556018387,0.0,0.0,0.7688811556018387,24.0,0.0
79,1230012656,4.414001226425171,0.08743430583823447,0.6355847631261444,0.13468011492159954,0.7303071662280594,0.7694110452742869,0.0,0.0,0.7694110452742869,24.0,0.0
80,1971207721,4.4990034103393555,0.12090764045101449,0.6458149860434104,0.27106575315250725,0.6760746459951176,0.7080771921034165,0.0,0.0,0.7080771921034165,24.0,0.0
81,784601027,4.497105121612549,0.13357719285838696,0.6639258454244239,0.1402395607243772,0.7145513678779943,0.7409552441668241,0.0,0.0,0.7409552441668241,24.0,0.0
82,242322718,4.3040008544921875,0.18261538392363022,0.8237575703532062,0.14604701566932055,0.6605920391160403,0.6912683512879673,0.0,0.0,0.6912683512879673,24.0,0.0
83,1597819448,4.383002519607544,0.1045999583812875,0.7499256058737519,0.1779603520572321,0.7670941548521233,0.79540189042391,0.0,0.0,0.79540189042391,24.0,0.0
84,1849364641,4.412751913070679,0.1487742824692696,0.7199690244020125,0.12713130958120655,0.7218972047181365,0.7478535498642956,0.0,0.0,0.7478535498642956,24.0,0.0
85,572760992,4.449002265930176,0.0893659660502085,0.7949433048535165,0.1675316060484488,0.7819170680200342,0.8161452750381244,0.0,0.0,0.8161452750381244,24.0,0.0
86,167644260,4.2870001792907715,0.11752889604732317,0.520060142526446,0.1173001440082809,0.7899682263311502,0.8146199090469559,0.0,0.0,0.8146199090469559,24.0,0.0
87,470125782,4.491321802139282,0.08155521173456284,0.6630851223031814,0.1716269721461312,0.793083542978086,0.8165351647889781,0.0,0.0,0.8165351647889781,24.0,0.0
88,110572783,4.219003438949585,0.05728926929663118,0.7615323281055703,0.1472239637471795,0.9954638652301224,0.9965470340251809,0.0,0.0,0.9965470340251809,24.0,0.0
89,1835132571,4.466002464294434,0.18964627476924817,0.6004156805637143,0.14892789211961843,0.6710363650486773,0.6947837901861136,0.0,0.0,0.6947837901861136,24.0,0.0
90,306570403,4.380324125289917,0.05348539379233702,0.827009818328294,0.1598767294048534,0.9621828005972914,0.9707946635789401,0.0,0.0,0.9707946635789401,24.0,0.0
91,204510539,4.465003252029419,0.1033659026425759,0.7239020192916769,0.16537905863713234,0.6844163839468612,0.7254068390264494,0.0,0.0,0.7254068390264494,24.0,0.0
92,816072213,4.85300350189209,0.0641042472054943,0.7192032360717668,0.1790188182983069,0.818488310010309,0.8508453005471295,0.0,0.0,0.8508453005471295,24.0,0.0
93,39597631,4.478219270706177,0.17701240737633228,0.8392230789071387,0.2770947477162496,0.6515785847723531,0.6827008131272749,0.0,0.0,0.6827008131272749,24.0,0.0
94,815914859,4.520002841949463,0.20273196883668504,0.7785898223339665,0.1669403796219199,0.5698404433068078,0.5944148339326464,0.0,0.0,0.5944148339326464,24.0,0.0
95,887449729,4.867002010345459,0.06588999551582637,0.7457567559221252,0.11473970432912928,0.7971151140375312,0.8263524591504866,0.0,0.0,0.8263524591504866,24.0,0.0
96,618109624,4.3800742626190186,0.13240390007264388,0.8129211255495206,0.14839727731740682,0.7502478418351162,0.7782739678979007,0.0,0.0,0.7782739678979007,24.0,0.0
97,2082256903,4.7210023403167725,0.13551260942627472,0.6656787705647048,0.14860518887479052,0.7555708581388494,0.7792140207424123,0.0,0.0,0.7792140207424123,24.0,0.0
98,96780925,4.540000915527344,0.11231982883450158,0.7828924892377569,0.2867871840242145,0.7416346822983949,0.767542941047039,0.0,0.0,0.767542941047039,24.0,0.0
99,831904039,4.65400242805481,0.07804233072399253,0.8538010890174871,0.18102523948482763,0.946572431514719,0.9594228906354947,0.0,0.0,0.9594228906354947,24.0,0.0
100,284282322,4.414003372192383,0.08433772467720675,0.7097222455087624,0.14792700792902685,0.8135907872718771,0.8370909923487821,0.0,0.0,0.8370909923487821,24.0,0.0
101,1741905008,4.500002145767212,0.12069147633361257,0.7437186137901907,0.1743910846528573,0.7622725084580796,0.791737990643473,0.0,0.0,0.791737990643473,24.0,0.0
102,611369342,4.607001304626465,0.07663922961137223,0.7680695974876173,0.16121368150552562,0.7572548585263528,0.7902708558352209,0.0,0.0,0.7902708558352209,24.0,0.0
103,1433211908,4.269002914428711,0.05617788434214164,0.6823549857573351,0.14246235918801914,0.9310805701909414,0.9448570716377561,0.0,0.0,0.9448570716377561,24.0,0.0
104,2065638734,4.3270018100738525,0.13160348841789357,0.7471812521235596,0.25622730119259257,0.7075681347953429,0.7408016163514062,0.0,0.0,0.7408016163514062,24.0,0.0
105,90099893,4.6860034465789795,0.15915051351627943,0.7337407275072616,0.11014456646136704,0.6380546709450058,0.6748080356907075,0.0,0.0,0.6748080356907075,24.0,0.0
106,3051297,4.448003053665161,0.13774918017071586,0.6140515926476501,0.1305995922769055,0.6951823409178627,0.7244572704708274,0.0,0.0,0.7244572704708274,24.0,0.0
