Scenarios,CIP-sens,CIP-spec,TET-sens,TET-spec,rapid test coverage,ID,Seed,Run time,Rate of gonorrhea cases (average incidence after epidemic warm-up),Time-averaged proportion of cases CIP-S (average incidence after epidemic warm-up),Time-averaged proportion of cases TET-S (average incidence after epidemic warm-up),Time-averaged proportion of cases CRO-S (average incidence after epidemic warm-up),Time-averaged proportion of cases CIP/TET-NS (average incidence after epidemic warm-up),"Time-averaged proportion of cases treated successfully with CIP, TET, or CRO (average incidence after epidemic warm-up)",Time-averaged proportion of cases treated successfully with CIP (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with TET (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with CRO (average incidence after epidemic warm-up),Duration of 1st line therapy with CRO (after epidemic warm-up),Duration of 1st line therapy with Drug M (after epidemic warm-up)
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,239,891019855,3.9004390239715576,0.08077250596932255,0.6882221643998682,0.19888033515020878,0.9556083670415794,0.7872939784024771,0.31219954138328065,0.0,0.0,0.31219954138328065,10.0,24.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,240,1642146841,4.634723901748657,0.05577774888545578,0.804690100561635,0.1510197018829152,0.937741339305165,0.8112023961337583,0.3117488062827283,0.0,0.0,0.3117488062827283,10.0,24.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,241,403465758,3.7994370460510254,0.07854635842303466,0.7911000630030671,0.13937492675669522,0.9395919784305119,0.8242070629141561,0.39649703487733245,0.0,0.0,0.39649703487733245,13.0,21.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,242,666185114,4.664077520370483,0.0739884942939224,0.676352753255566,0.18382692920380314,0.946528144238218,0.8026254676788079,0.2829235983455561,0.0,0.0,0.2829235983455561,9.0,25.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,243,469058242,3.7891225814819336,0.06845735455296714,0.7227410180946292,0.24687591175781207,0.943061569129728,0.7329857840676917,0.3958210758829632,0.0,0.0,0.3958210758829632,13.0,21.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,244,1910644430,4.300946474075317,0.05072881670406116,0.76704305196139,0.11759310937510803,0.958633590389961,0.8736029011439156,0.3980967043208379,0.0,0.0,0.3980967043208379,13.0,21.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,245,435778191,4.003607988357544,0.06995241808154012,0.7170949915928505,0.15345358009395405,0.9497412052259742,0.8233361405483124,0.33929935539700856,0.0,0.0,0.33929935539700856,11.0,23.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,246,900772467,4.492788076400757,0.07408708507620135,0.8356814684233633,0.22060615917425244,0.9471654871056628,0.7537320591162769,0.3115843807738433,0.0,0.0,0.3115843807738433,10.0,24.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,247,1508679019,3.7998883724212646,0.048783143108386474,0.8218915683393314,0.15536187665536944,0.9472234622187605,0.8139072920618886,0.3398557320141626,0.0,0.0,0.3398557320141626,11.0,23.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,248,1984791431,4.4465131759643555,0.04889844118054743,0.6743688242579483,0.13799044321887122,0.9518022270823423,0.8263254277491723,0.4250356853188717,0.0,0.0,0.4250356853188717,14.0,20.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,249,391457837,3.7824690341949463,0.0544321136901294,0.7280272346846705,0.09951191151098777,0.957351202066093,0.8724613776811564,0.3405810344103602,0.0,0.0,0.3405810344103602,11.0,23.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,0,2081558133,6.867990970611572,0.0964790763212806,0.7244022976463595,0.20737758254352748,0.9639141988950191,0.7922722772296762,0.5681313616930528,0.16707938977643697,0.024047943135125878,0.37700402878149,19.0,15.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,1,1497058120,6.3100361824035645,0.07984350891890159,0.630556529850199,0.1336158884947434,0.9705514461277681,0.8651298769882512,0.4823677906901631,0.1292033929295208,0.01390034486898072,0.3392640528916617,16.0,18.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,2,729400634,6.598074436187744,0.08736437234199913,0.8088789491333905,0.19291841433613371,0.9594992196685861,0.8082274805188183,0.4825162875165061,0.16336071932350446,0.018668461325447083,0.3004871068675544,16.0,18.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,3,1763909319,5.958145618438721,0.09357541531403714,0.6408511024742192,0.1641573020584212,0.9613670095216301,0.8360104761554611,0.397449923658567,0.1070179547538411,0.012460153634417827,0.277971815270308,13.0,21.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,4,1489933983,6.684048414230347,0.07683684764353409,0.6959887797898308,0.13134336424903664,0.9583962437074843,0.8664300659162081,0.5111993836122628,0.15467202428460988,0.015146658545697468,0.3413807007819553,17.0,17.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,5,2020945875,6.105100154876709,0.08436402858269682,0.6529500947092066,0.17947556969548845,0.9633467903465587,0.8170200080411145,0.426048425717943,0.11132781760244895,0.015206579453885686,0.2995140286616084,14.0,20.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,6,453741709,6.465321779251099,0.09167699409267087,0.7136676758086409,0.17822503750571952,0.9562922967586015,0.8200667927473105,0.3689139848916793,0.1075706791438994,0.012907347857588769,0.2484359578901911,12.0,22.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,7,811108630,6.819877862930298,0.0726960582957967,0.6944445830773152,0.13283418200916913,0.966615591885032,0.8657744522355568,0.5688721734091947,0.16842350707084836,0.01562696340830674,0.38482170293003964,19.0,15.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,8,1299892732,7.035858869552612,0.07868463619306175,0.5918391096277845,0.16244348463771033,0.9617764795476349,0.8415440092643054,0.5671471142008218,0.14808968602256517,0.020354923038146126,0.3987025051401104,19.0,15.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,9,1657653389,5.899164199829102,0.08063940813144543,0.6908705222545187,0.1685909710031164,0.9447590817801611,0.8341622727801637,0.3680315715630056,0.10676043291993133,0.012658240884009842,0.2486128977590643,12.0,22.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,10,1522912140,6.28909158706665,0.09462568884645062,0.5144829025435638,0.1248171268434957,0.934864315787183,0.8755291317022117,0.3964143663201334,0.0915610335775124,0.010625540235100421,0.2942277925075206,13.0,21.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,11,1682934762,6.401007890701294,0.0944818810148647,0.6193382582858186,0.15705072977344342,0.9602996096200548,0.8456222181808825,0.4827307914388073,0.13084240153307108,0.015277062853036236,0.3366113270527,16.0,18.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,12,1980183620,6.610990762710571,0.0635153195191621,0.6706586935880561,0.13752091053324464,0.9615534368971057,0.8627337806897682,0.5108769582797614,0.14918062229163764,0.01500130845791346,0.34669502753021036,17.0,17.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,13,522077418,6.127093553543091,0.09260461044670652,0.7249451014794516,0.1713814437215869,0.9606376176277707,0.826501658736077,0.42601178813890206,0.12936749379272347,0.014606442914958682,0.28203785143121984,14.0,20.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,14,1737010421,6.478451251983643,0.07889006479404836,0.6857530982485888,0.17303446789053883,0.9523516691315056,0.8280701520966864,0.5112578508695641,0.15320907481051468,0.018126710479312108,0.3399220655797374,17.0,17.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,15,1675522530,5.913169860839844,0.08651546363017978,0.7062180569246476,0.14355448179519567,0.9582243482170097,0.856645529866803,0.369303451882231,0.11052479567099786,0.011274684241301715,0.2475039719699314,12.0,22.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,16,786265154,6.144107103347778,0.051363130720286025,0.7248725389690809,0.11712625459096689,0.9538458015960882,0.8818375384513695,0.3970962557346422,0.12167760441548355,0.00963506474260542,0.26578358657655327,13.0,21.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,17,2145820292,7.201758861541748,0.07458044158467907,0.7952615923257829,0.22462057028224938,0.9719649360932223,0.7682596077425987,0.681623089169591,0.22227132278573583,0.03345285877337511,0.42589890761047994,23.0,11.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,18,412092080,6.575346946716309,0.07994128344056478,0.7509154776237408,0.15017363452356597,0.9561456873922497,0.8545273991304043,0.5099337242319245,0.16890136399799524,0.016085793981147723,0.32494656625278173,17.0,17.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,19,2002268362,5.998133182525635,0.06790393204849754,0.7307903621028253,0.12716028436785706,0.9377101303455901,0.8692767270084089,0.4248406392714886,0.1303548898624416,0.011043600299398522,0.28344214910964854,14.0,20.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,20,188823919,6.472379446029663,0.07442823435245735,0.8551130900155287,0.16612614198755285,0.949924016851576,0.8347193722539997,0.5102956827816936,0.1879935021266601,0.0181328944024295,0.30416928625260403,17.0,17.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,21,317817050,6.054115533828735,0.09324807199869482,0.5500772324494098,0.15473414633660784,0.9384346327551678,0.8454268658282301,0.36806316157045893,0.08955289863367208,0.011716251865928576,0.2667940110708583,12.0,22.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,22,1393278237,5.971534490585327,0.07678302305963931,0.6546257290197505,0.20086082942551386,0.955958974002803,0.8001688298640331,0.3688612591713077,0.10049086059148575,0.013740015703227927,0.254630382876594,12.0,22.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,23,1637539751,6.090104818344116,0.06814776251372914,0.810498034605802,0.19605027742889905,0.9519502977297695,0.8001192011923286,0.42539133997751133,0.14190569944265463,0.015647618116595194,0.2678380224182614,14.0,20.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,24,593586397,6.368224382400513,0.08459141911973107,0.7075831584997415,0.1385416396757669,0.9365539498438484,0.8536328510090452,0.45247933777178884,0.13808710113702172,0.012508884367539783,0.3018833522672273,15.0,19.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,25,1133977759,6.13709020614624,0.08263190786505721,0.6076630032367378,0.1710874889697913,0.9522894540448146,0.8340600902580433,0.4533268407651645,0.11589652714104286,0.01603228232315038,0.3213980313009712,15.0,19.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,26,707841343,6.3712239265441895,0.08578100000959919,0.7678507988982437,0.1830924356427916,0.9521044769813853,0.824377672260813,0.45348079064745467,0.14484671139502525,0.018171991301539066,0.2904620879508904,15.0,19.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,27,585802385,6.92588472366333,0.08133172258958042,0.5882081900694894,0.10852254205887706,0.9481506993466409,0.8880089641059619,0.6234529368534791,0.16703949885394256,0.015331415211977117,0.4410820227875595,21.0,13.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,28,1705642419,6.762102127075195,0.06253744437576679,0.5311172772267039,0.17029968759471106,0.9615999476224356,0.8307557560211722,0.5388433690538403,0.12051543895948963,0.019764496703540368,0.3985634333908105,18.0,16.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,29,1875774644,6.099362134933472,0.09264022093487251,0.4962815513518981,0.1461936249192767,0.9336113856261087,0.8544294471105067,0.39546925492462864,0.08782766805674054,0.01279925501726292,0.2948423318506252,13.0,21.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,30,1960497424,6.758103847503662,0.08024403807061324,0.6219785876933864,0.20533658925688048,0.9637074256876247,0.7919475393746378,0.48145057919441364,0.1263257486607329,0.018981909542050878,0.3361429209916299,16.0,18.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,31,609630810,6.375823736190796,0.049376983187021634,0.5391695592478317,0.11062049947345423,0.9601892816440394,0.892202656088835,0.4256437511505911,0.10248929309879944,0.010452838388586575,0.31270161966320503,14.0,20.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,32,284694112,6.197278022766113,0.08476831637662421,0.7092495956838355,0.23081874679448094,0.9412636215092343,0.7739419938432244,0.4239576366863271,0.12614713425421836,0.019376040943495786,0.278434461488613,14.0,20.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,33,1040246634,6.059114456176758,0.08354437789949941,0.7742788106550722,0.1781672715884983,0.927550481849113,0.8206773112872133,0.4529065055329091,0.1484514006339854,0.017180740872675876,0.2872743640262479,15.0,19.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,34,307434695,6.243263244628906,0.08088467659183425,0.7257584367942368,0.2919957159388747,0.9571429021240281,0.7122770979363148,0.4247596265970326,0.12067470403924774,0.022061932790609914,0.282022989767175,14.0,20.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,35,88806557,6.420060634613037,0.05109587168902572,0.749984345268248,0.14266935482036552,0.9524593784829333,0.8576278287018678,0.5391515472644073,0.17808849668168972,0.01626645623804437,0.3447965943446732,18.0,16.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,36,1485092390,6.0883119106292725,0.07510739312953242,0.5819233035968323,0.14941693367965267,0.9563905254101933,0.8522505045362299,0.42537768794322167,0.10701198975966147,0.012875608130932664,0.3054900900526275,14.0,20.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,37,925074421,6.320033311843872,0.07462517928830945,0.6832556854931133,0.1807673778830241,0.954389905051094,0.815390603391195,0.48187972398049167,0.14020203453436317,0.01793033351726109,0.32374735592886755,16.0,18.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,38,440818875,7.072005271911621,0.07479387201556227,0.7126964902131384,0.20914233486707637,0.9495948353305704,0.7888916908302895,0.5669902187538206,0.17445840275939303,0.024551001131144213,0.3679808148632834,19.0,15.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,39,964264879,6.115377902984619,0.07345135750666758,0.5611230002715897,0.13266140747847102,0.9547443092107687,0.8712009123040071,0.45291476200510866,0.11106524074288375,0.013979840606122257,0.32786968065610267,15.0,19.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,40,2071076345,6.110304832458496,0.06940618822824557,0.517867549060058,0.11372506900158444,0.9410653020671702,0.8925739749506173,0.4538539094228984,0.10887422534073148,0.011889909091760227,0.3330897749904067,15.0,19.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,41,1228410786,6.135090351104736,0.08745906808249694,0.5235046034497571,0.1578540474322727,0.950401813489238,0.8488914071494124,0.36831736165527734,0.08483671973896922,0.011881181654296719,0.2715994602620115,12.0,22.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,42,1274968857,6.387218236923218,0.05848887789151379,0.8215982477307804,0.1384060597978766,0.9653511179781376,0.8569023859927226,0.5119619716117338,0.17346141396985376,0.014797940705748977,0.32370261693613106,17.0,17.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,43,822550227,6.407362937927246,0.05275480069733622,0.6471049441581448,0.11375274242037772,0.9615321148713968,0.8884581300906471,0.4823862727026801,0.13986341912792066,0.011679366373504136,0.3308434872012553,16.0,18.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,44,1762950628,6.478189945220947,0.08603650878223149,0.5798642208559137,0.1457277012067107,0.9543247310293753,0.8568512879182314,0.5397086621196386,0.13586158480568028,0.01794259691444491,0.3859044803995134,18.0,16.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,45,829848767,6.038978338241577,0.062219978302668254,0.5239160399549317,0.11754332397950247,0.9401208094303889,0.8800550048844095,0.3964651441830727,0.09097646454991186,0.009891612562540193,0.2955970670706208,13.0,21.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,46,1206534333,6.538171768188477,0.052326757785967196,0.620448311178274,0.09280276407297501,0.9651632448084978,0.9040258171970189,0.5394956442765343,0.15109111198568187,0.010691587674554423,0.37771294461629806,18.0,16.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,47,391541795,5.850508213043213,0.0831530333629363,0.6034986138959693,0.21034695843555037,0.9676143142182196,0.7860964720090404,0.31190379189362566,0.07606969400861484,0.011370519331719451,0.22446357855329133,10.0,24.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,48,195200511,6.3222386837005615,0.08570646454152625,0.6380257361457468,0.1070509944568617,0.9493152681743134,0.8928568260314277,0.45284386626532996,0.1292587085401188,0.010687790413993752,0.3128973673112174,15.0,19.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,49,745022002,5.823187828063965,0.07962646183019373,0.8355136835962985,0.24022806309593686,0.9536512988840099,0.7657158711467437,0.3692906440459708,0.12101605811071135,0.016420359616156215,0.2318542263191032,12.0,22.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,50,1445192076,5.663300514221191,0.10183261132652312,0.7137957839085846,0.1733176970753051,0.9216790857210475,0.8283501929361485,0.31127998775056487,0.09460322566863191,0.010172958620109394,0.20650380346182362,10.0,24.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,51,1560426063,6.440995454788208,0.0780858567985868,0.5105523878263436,0.11092374093755152,0.9630528868285064,0.8868377265954823,0.5404157162914048,0.12518084208156005,0.013384658931909954,0.40185021527793474,18.0,16.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,52,443904401,5.778264760971069,0.09508063169487209,0.7956417255571946,0.16232481186555292,0.9483110008680816,0.8378875813198403,0.3404086977089172,0.10753065390620092,0.011226012133739229,0.221652031668977,11.0,23.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,53,479805406,6.402066230773926,0.07487084980620684,0.5175321181529903,0.13122561040516528,0.9713935640651152,0.8693158056969835,0.4258871083980174,0.09675306648076092,0.011830178999006107,0.3173038629182504,14.0,20.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,54,1949339909,6.402076482772827,0.04940534495985136,0.7004184704290188,0.16017902800385386,0.9556985716982785,0.8433649671055464,0.48182133740506533,0.14004772503286458,0.016014004512213364,0.3257596078599875,16.0,18.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,55,1881968880,5.848080635070801,0.06919206237090311,0.8915122687125908,0.13459461631962166,0.9523485558612108,0.8609845002326869,0.3686874930442752,0.13576249896959494,0.010349271257868473,0.22257572281681184,12.0,22.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,56,2013124419,6.40906834602356,0.08778721509785212,0.6122379858228737,0.13939101740484316,0.9503754147893515,0.8594635385621244,0.5098487578584431,0.1387697358732901,0.014733524515093738,0.35634549747005934,17.0,17.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,57,525868732,6.095964670181274,0.08690472062349526,0.7690119585058448,0.17160934803765177,0.9682483254591295,0.8298906711158901,0.4830051445802674,0.15466876749761996,0.01659190251411437,0.3117444745685331,16.0,18.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,58,2102773806,6.106162786483765,0.08512382211442454,0.7040619207537867,0.12405158944789785,0.9480192198026245,0.8775281842713155,0.4247726619624553,0.1264546548149378,0.011765678396229901,0.2865523287512876,14.0,20.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,59,66118438,6.151778221130371,0.07048282768190632,0.7389122488276558,0.13101763789467422,0.9233279285400524,0.8726704559110363,0.4810742249529697,0.1613453269359865,0.014086676645193022,0.30564222137179003,16.0,18.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,60,1111406759,6.562957525253296,0.07652631830800058,0.5173776059196449,0.13621032743288883,0.9568598312744334,0.8634164922786963,0.48325786018523637,0.10870982270089688,0.01435345504867776,0.36019458243566166,16.0,18.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,61,1568317111,6.209715366363525,0.08447334510055027,0.569721469987713,0.12673005761781125,0.9664292962578951,0.8781231386386061,0.369112074985367,0.09252603765124415,0.010190960289978018,0.2663950770441449,12.0,22.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,62,1386965005,6.4449944496154785,0.05014563414222896,0.7627494624854333,0.13198647197086572,0.9418532574783275,0.8649209347616372,0.5101459005168999,0.17125954792087117,0.014429487268351636,0.3244568653276771,17.0,17.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,63,1805557375,6.065713882446289,0.09087057235596112,0.7814705658419422,0.13389427907080026,0.952459362258366,0.8638078077830477,0.4538593166488499,0.14844024855741011,0.012585198757192412,0.2928338693342474,15.0,19.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,64,560840150,5.798044204711914,0.06174630812497834,0.5908111590065385,0.14698263055501387,0.9591633258184623,0.8545868309006844,0.48285627225994493,0.12473273865382417,0.015203502735476564,0.3429200308706442,16.0,18.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,65,916380275,6.647097826004028,0.06725769004735518,0.7483875222345908,0.1383277364099428,0.9560618821011192,0.8643366900851307,0.5102041895365556,0.1630274029327955,0.015367697325947534,0.33180908927781255,17.0,17.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,66,1260736516,6.388974666595459,0.06500470131122582,0.7201822337229995,0.10862251538671899,0.9525964355329444,0.8912924292078119,0.5101061732121291,0.16114830281909484,0.012889384463577356,0.33606848592945704,17.0,17.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,67,1727995112,6.476037263870239,0.07575470257518842,0.6525309400232521,0.13245986657465614,0.9558522499189722,0.8686494297306009,0.48232558173624585,0.13555452926576375,0.013978961672586849,0.3327920907978952,16.0,18.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,68,82744573,6.382975816726685,0.08560596606479347,0.6563968086515121,0.16177970215644152,0.9575408486479692,0.8386439937016378,0.5109638122445668,0.1434030868150506,0.017300975271735283,0.35025975015778077,17.0,17.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,69,1195804508,6.485034465789795,0.08638277915414835,0.7411141509529628,0.1893816581511853,0.9672776785247371,0.8151468951557169,0.48321519675839375,0.1490333584524561,0.01786651520793368,0.316315323098004,16.0,18.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,70,1426952711,5.043278932571411,0.09153982633039015,0.6369779500542609,0.2408687988883163,0.9332576802953512,0.7568727937681693,0.3116069419791837,0.07916982498547145,0.010389202423232345,0.2220479145704799,10.0,24.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,71,1359219260,6.270215272903442,0.05921153781049875,0.8088413580982402,0.16185896625227578,0.961780223057692,0.846494362942822,0.4542181855579228,0.15273766678510783,0.015706410654605926,0.2857741081182091,15.0,19.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,72,680813673,5.5051350593566895,0.06556543728052572,0.614469895344292,0.12691369396711152,0.9529899160731302,0.8729190349993965,0.45347314477089545,0.1199257710966815,0.012602469113871247,0.3209449045603427,15.0,19.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,73,726126643,6.470153570175171,0.07592016987258966,0.6865069301469742,0.12556750177609305,0.9665841487865803,0.8834341789117648,0.5405457365049952,0.16731920612969717,0.014902311416080186,0.35832421895921773,18.0,16.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,74,631998362,5.258211851119995,0.08345125763944097,0.8275133352207353,0.1938053347844181,0.9402897640357498,0.801540770490622,0.3684201936618565,0.12656734762074456,0.013506931873248846,0.22834591416786307,12.0,22.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,75,1306200992,6.353189945220947,0.05369771983258065,0.5623570810177387,0.12072077471551193,0.9512734150753884,0.8782517403558624,0.48243554180698284,0.12272184643338362,0.012064904069182395,0.34764879130441695,16.0,18.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,76,1934272762,5.350183010101318,0.06756088704408342,0.5135839742388738,0.17510310093307302,0.9444234877520675,0.8239572648942457,0.36857732190012843,0.08415333372178495,0.01312627569390911,0.2712977124844344,12.0,22.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,77,1139304855,6.3152015209198,0.05467353416312547,0.5349790781980921,0.12647889565850912,0.9505859092539061,0.87416231679987,0.39752820083949214,0.09596095919156139,0.010571993030056669,0.29099524861787396,13.0,21.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,78,293014278,6.1830384731292725,0.05972459562401346,0.7934879489782424,0.17680136029094926,0.9664361877175476,0.8278136507945513,0.5397860611923023,0.17900860540697752,0.019946825332912903,0.340830630452412,18.0,16.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,79,1731592534,6.183128118515015,0.0633674469387899,0.725214610751606,0.17278340729154656,0.9366168457725199,0.8287597626054195,0.36773247071759524,0.1114875063649209,0.013192404937787451,0.24305255941488696,12.0,22.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,80,1377426521,5.690191268920898,0.0724774816891668,0.8384562921988047,0.2070427856933894,0.9453857915822259,0.8093815363795953,0.424290733035666,0.148669637875355,0.01849957559852746,0.2571215195617834,14.0,20.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,81,133355962,6.429051876068115,0.0841496996721048,0.7802160303366019,0.11806453668892232,0.9627447232877528,0.8836551274999616,0.5117804973714098,0.17169309973007024,0.01352389284943587,0.3265635047919037,17.0,17.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,82,1430853872,5.949111461639404,0.06804875569397606,0.7532607526807364,0.15783861061535315,0.9446171997015351,0.841668118078615,0.5091359585192097,0.16636092078297735,0.017245073557666833,0.3255299641785655,17.0,17.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,83,659406767,6.595132350921631,0.08158425120431158,0.7286923675953351,0.1502232434751506,0.9553085490200611,0.8521411177882767,0.5098887718661227,0.1586550350345024,0.01636969695985563,0.3348640398717647,17.0,17.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,84,1559380275,5.735177516937256,0.08835755228166221,0.7826183488361741,0.1235333767076888,0.9372470181416117,0.8742050200288779,0.3970554301550412,0.13216485739653724,0.010410346549905705,0.2544802262085982,13.0,21.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,85,201255546,6.5350189208984375,0.07731490321077743,0.7547264248308094,0.12130123940889191,0.9596307809796318,0.8758574621913334,0.510398832102901,0.16822036390232073,0.012915878258424905,0.32926258994215535,17.0,17.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,86,498351581,5.820151090621948,0.05515379416395804,0.7820056667648131,0.14686137283328268,0.9676504884492851,0.8515229223497724,0.4830939760204685,0.15801762042987558,0.014977385914069588,0.3100989696765234,16.0,18.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,87,1029523876,6.300091981887817,0.05848779983079648,0.6707734464367711,0.14723185396257663,0.9683539236934599,0.8509963594886978,0.45460534318166795,0.12987084851587763,0.013677220021712093,0.31105727464407823,15.0,19.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,88,1856718431,6.112060070037842,0.06953779976270809,0.7093216095014773,0.1450475651173681,0.954980134984176,0.856607368635375,0.4532968670112264,0.13929652495250744,0.014628190681144699,0.2993721513775743,15.0,19.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,89,720082184,6.695169448852539,0.08128410917237319,0.7213121055842657,0.2760042521635026,0.9615328837483992,0.7276513951060215,0.5397336669687482,0.15471330171337536,0.028750114421772936,0.35627025083359987,18.0,16.0
"(p=None, None), q=(None, None), c=0.500)",,,,,0.5,90,925242917,5.569229364395142,0.06504145437389888,0.6914250363883258,0.16893855658170395,0.9514288545310239,0.8284798393190009,0.4255127931716259,0.12379671540919769,0.014329910295645409,0.2873861674667828,14.0,20.0
