ID,Seed,Sensitivity distribution for CIP,Specificity distribution for CIP,Sensitivity distribution for TET,Specificity distribution for TET,Sensitivity for CIP,Specificity for CIP,Sensitivity for TET,Specificity for TET,prob CIP test positive-0,prob CIP test positive-1,prob CIP test positive-2,prob CIP test positive-3,prob CIP test positive-4,prob CIP test positive-5,prob CIP test positive-6,prob CIP test positive-7,prob TET test positive-0,prob TET test positive-1,prob TET test positive-2,prob TET test positive-3,prob TET test positive-4,prob TET test positive-5,prob TET test positive-6,prob TET test positive-7,Prob of receiving a rapid test,Prob Tx-CIP if susceptible to CIP and TET,Pop size,Annual survey size,Initial prevalence,Initial % I by symptom states-0,Initial % I by symptom states-1,Dirichlet dist. of % I by resistance profile,Constant dist. of % I-0,Constant dist. of % I-1,Constant dist. of % I-2,Constant dist. of % I-3,Constant dist. of % I-4,Constant dist. of % I-5,Constant dist. of % I-6,Constant dist. of % I-7,Constant dist. of % I by resistance profile,Initial % I by resistance profile-0,Initial % I by resistance profile-1,Initial % I by resistance profile-2,Initial % I by resistance profile-3,Initial % I by resistance profile-4,Initial % I by resistance profile-5,Initial % I by resistance profile-6,Initial % I by resistance profile-7,Transmission parameter,Fitness-f_min-0,Fitness-f_min-1,Fitness-f_min-2,Fitness-f_min-3,Fitness-f_min-4,Fitness-f_min-5,Fitness-f_min-6,Fitness-f_min-7,Fitness-b-0,Fitness-b-1,Fitness-b-2,Fitness-b-3,Fitness-b-4,Fitness-b-5,Fitness-b-6,Fitness-b-7,Fitness-t_mid-0,Fitness-t_mid-1,Fitness-t_mid-2,Fitness-t_mid-3,Fitness-t_mid-4,Fitness-t_mid-5,Fitness-t_mid-6,Fitness-t_mid-7,Relative infectivity by infectivity profile-0,Relative infectivity by infectivity profile-1,Relative infectivity by infectivity profile-2,Relative infectivity by infectivity profile-3,Relative infectivity by infectivity profile-4,Relative infectivity by infectivity profile-5,Relative infectivity by infectivity profile-6,Relative infectivity by infectivity profile-7,Exponent for the prob of resistance by antibiotics-0,Exponent for the prob of resistance by antibiotics-1,Exponent for the prob of resistance by antibiotics-2,Prob symptomatic,Time until natural recovery,Time until screened,Time until seeking treatment (symptomatic),Time until seeking retreatment (symptomatic),Survey size (over observation periods),Initial % Susceptible,Prob of resistance by antibiotics-0,Prob of resistance by antibiotics-1,Prob of resistance by antibiotics-2,Rate of natural recovery,Rate of screening,Rate of seeking treatment,Rate of seeking retreatment,"Infectivity of CIP-S, TET-S, CRO-S","Infectivity of CIP-NS, TET-S, CRO-S","Infectivity of CIP-S, TET-NS, CRO-S","Infectivity of CIP-S, TET-S, CRO-NS","Infectivity of CIP-NS, TET-NS, CRO-S","Infectivity of CIP-NS, TET-S, CRO-NS","Infectivity of CIP-S, TET-NS, CRO-NS","Infectivity of CIP-NS, TET-NS, CRO-NS",Size of S,Size of I,Size of I by Symp/Rest-0,Size of I by Symp/Rest-1,Size of I by Symp/Rest-2,Size of I by Symp/Rest-3,Size of I by Symp/Rest-4,Size of I by Symp/Rest-5,Size of I by Symp/Rest-6,Size of I by Symp/Rest-7,Size of I by Symp/Rest-8,Size of I by Symp/Rest-9,Size of I by Symp/Rest-10,Size of I by Symp/Rest-11,Size of I by Symp/Rest-12,Size of I by Symp/Rest-13,Size of I by Symp/Rest-14,Size of I by Symp/Rest-15
92,308232787,0.9669557343600814,0.9756132119985076,0.8753481258857244,0.9611563344907168,0.9669557343600814,0.9756132119985076,0.8753481258857244,0.9611563344907168,0.9669557343600814,0.02438678800149241,0.9669557343600814,0.9669557343600814,0.02438678800149241,0.02438678800149241,0.9669557343600814,0.02438678800149241,0.8753481258857244,0.8753481258857244,0.0388436655092832,0.8753481258857244,0.0388436655092832,0.8753481258857244,0.0388436655092832,0.0388436655092832,0.75,0.5,27799999.999999996,1500,0.04788656402006586,0.0483074633571825,0.9516925366428175,"[0.13081664589900355, 0.005313076727274408, 0.5266098185216102, 0, 0.3372604588521118, 0, 0, 0]",0.8,0.2,0.0,0,0,0,0,0,"[0.8, 0.2, 0.0, 0, 0, 0, 0, 0]",0.13081664589900355,0.005313076727274408,0.5266098185216102,0,0.3372604588521118,0,0,0,2.0003008217853333,1,0.9724940823966566,0.9115967562833209,0.9943911058968339,0.9575157859847567,0.9803916004847412,0.9888305263333497,0.9662430073600115,0.39790592388836277,0.39489095416883524,0.462368320818509,0.3958167617523911,0.4466713910856358,0.313849657362648,0.40887505135673163,0.1556716332102923,8.86026906141592,11.328679583808864,10.474168891496564,9.197050091928343,7.619759952505358,7.886279929315604,8.844144277710466,8.046938676229532,1.0,0.9998752236328439,0.9998921166660801,0.9999891657245726,0.9999817932384181,0.9999087185492458,0.9999847936353842,0.9977433501019279,-3.554697920166901,-3.579794900580865,-3.1826060741360997,0.6552814631387095,4.64847369174868,2.0894529084026723,0.025272664694256014,0.011183690371182569,1500,0.9521134359799341,0.00027880597697976653,0.0002631510452630551,0.0006567406914363079,0.21512437550739721,0.47859417935600745,39.568443300214426,89.41592326060253,2.0003008217853333,2.0000512315155716,2.0000850226638365,2.0002791499752925,2.000264402785179,2.0001182314243757,2.0002704044816957,1.9957868431397379,26468753.520242166,1331246.4797578307,8412.70606612701,341.6793979555787,33865.824829197365,0.0,21688.930246999644,0.0,0.0,0.0,165736.4932806481,6731.335291911732,667181.6422836062,0.0,427287.8683613849,0.0,0.0,0.0
93,1789003052,0.9791789423606381,0.9794552785987524,0.8436974421218235,0.9717392202170652,0.9791789423606381,0.9794552785987524,0.8436974421218235,0.9717392202170652,0.9791789423606381,0.020544721401247634,0.9791789423606381,0.9791789423606381,0.020544721401247634,0.020544721401247634,0.9791789423606381,0.020544721401247634,0.8436974421218235,0.8436974421218235,0.02826077978293484,0.8436974421218235,0.02826077978293484,0.8436974421218235,0.02826077978293484,0.02826077978293484,0.75,0.5,27799999.999999996,1500,0.052510863230575515,0.0002018422040788004,0.9997981577959212,"[0.08953128438467169, 0.006247743495822589, 0.546866898666162, 0, 0.3573540734533439, 0, 0, 0]",0.8,0.2,0.0,0,0,0,0,0,"[0.8, 0.2, 0.0, 0, 0, 0, 0, 0]",0.08953128438467169,0.006247743495822589,0.546866898666162,0,0.3573540734533439,0,0,0,1.8713920217742719,1,0.9175179852718259,0.9779048047013885,0.9008792536626694,0.8821622121493886,0.8751106280623676,0.961745684845262,0.730060307769308,0.3431893615090952,0.41184631406602645,0.30132803013524306,0.38298196849253074,0.24955591960748136,0.42472090070487634,0.1545143569029045,0.30482842592983006,10.584346548125726,10.437740311623635,12.8697223319733,11.718478760680565,11.160579431102649,7.28926610757002,8.540436228339095,9.925129963215461,1.0,0.9997939042456809,0.9994399404069617,0.9993868126884227,0.9963704338828105,0.9999319197480185,0.9972042579090478,0.9972852389906666,-4.22646626487185,-4.148146759028831,-4.0662190754523735,0.6026337571894478,4.62837149693687,1.9657766607399243,0.004737958964732199,0.03392605185291007,1500,0.9474891367694245,5.9365446029345855e-05,7.109732173219633e-05,8.585803101092633e-05,0.21605871539521318,0.5087047882762007,211.06134676211204,29.475873123568995,1.8713920217742719,1.8710063358239177,1.870343930720142,1.8702445079315329,1.8645996807000613,1.8712646169338734,1.8661600923303254,1.8663116396803814,26340198.002189998,1459801.9978099992,26.380361854796487,1.8408954515564717,161.13414179606687,0.0,105.29425365418659,0.0,0.0,0.0,130671.56744938412,9118.627541554688,798156.2570672256,0.0,521560.89609907847,0.0,0.0,0.0
94,768887439,0.9714025924100793,0.9844343367483538,0.8629059516253154,0.9685503150868703,0.9714025924100793,0.9844343367483538,0.8629059516253154,0.9685503150868703,0.9714025924100793,0.015565663251646211,0.9714025924100793,0.9714025924100793,0.015565663251646211,0.015565663251646211,0.9714025924100793,0.015565663251646211,0.8629059516253154,0.8629059516253154,0.031449684913129716,0.8629059516253154,0.031449684913129716,0.8629059516253154,0.031449684913129716,0.031449684913129716,0.75,0.5,27799999.999999996,1500,0.038403173963497704,0.013861313874950676,0.9861386861250493,"[0.1302680148103224, 0.0033399257112728567, 0.5247575084232878, 0, 0.3416345510551169, 0, 0, 0]",0.8,0.2,0.0,0,0,0,0,0,"[0.8, 0.2, 0.0, 0, 0, 0, 0, 0]",0.1302680148103224,0.0033399257112728567,0.5247575084232878,0,0.3416345510551169,0,0,0,2.1562431148749974,1,0.9483517127759186,0.9595782378782914,0.986468118643694,0.8978357218388491,0.8144986189053465,0.8710030248204035,0.9923945618440895,0.4569265904161838,0.1413653623586361,0.3109305991336253,0.23962619406496455,0.4247249664588716,0.3472740962743367,0.23061711768312945,0.4411351272889955,8.501500803827437,10.606056605368295,9.046013658573264,10.393231685868233,10.125953857014517,7.1997551473194,10.599871261155638,10.11387719014527,1.0,0.9940152548640592,0.9997169865703355,0.9996016357851943,0.9998144529311208,0.999614765157835,0.9954838038524633,0.9999892286134331,-3.909010529854748,-4.949139958926732,-4.6147889578129675,0.6093923053677046,3.404076997861712,1.8315649454830005,0.030564868264978888,0.03377706607641916,1500,0.9615968260365023,0.00012330749358714342,1.1242426089076462e-05,2.4277895748428087e-05,0.2937653879827498,0.5459811853607467,32.71730116192898,29.605886957071494,2.1562431148749974,2.1433385493813435,2.155632869115866,2.1553841447796103,2.1558430302852414,2.1554124548989693,2.1465050980264464,2.156219889146875,26732391.763814762,1067608.2361852361,1927.7650759775843,49.42573318497529,7765.599249887913,0.0,5055.662798195561,0.0,0.0,0.0,137147.44044702293,3516.306464416759,552469.8387428576,0.0,359676.1976736928,0.0,0.0,0.0
95,952469479,0.9750998707845685,0.9843485200518564,0.8308611525684662,0.9774572678369517,0.9750998707845685,0.9843485200518564,0.8308611525684662,0.9774572678369517,0.9750998707845685,0.015651479948143643,0.9750998707845685,0.9750998707845685,0.015651479948143643,0.015651479948143643,0.9750998707845685,0.015651479948143643,0.8308611525684662,0.8308611525684662,0.02254273216304825,0.8308611525684662,0.02254273216304825,0.8308611525684662,0.02254273216304825,0.02254273216304825,0.75,0.5,27799999.999999996,1500,0.04886419552962875,0.04932789634928845,0.9506721036507115,"[0.09283528845041293, 0.0016212729634919037, 0.5752520772837931, 0, 0.3302913613023021, 0, 0, 0]",0.8,0.2,0.0,0,0,0,0,0,"[0.8, 0.2, 0.0, 0, 0, 0, 0, 0]",0.09283528845041293,0.0016212729634919037,0.5752520772837931,0,0.3302913613023021,0,0,0,2.8341983493761984,1,0.955367501055287,0.9153374457492157,0.9475854869375918,0.8362182305977124,0.921139283178215,0.9819743074858434,0.9456944782555454,0.20046007128329532,0.47698366428400785,0.368233196994299,0.2809707926842515,0.12189190030636428,0.2794377563252864,0.42501331809908705,0.25886727691632594,9.827525817559781,7.813348178223139,10.057241689874,9.857534300949792,10.433893295004266,9.726740001426993,9.237526257753714,8.123053549497495,1.0,0.9999876041668615,0.9996538081967308,0.9992622709607573,0.9762268328485278,0.9989045738198578,0.9999776411036885,0.9993174593717232,-3.893440023727325,-4.061855826032695,-4.5503109801062545,0.45852687620211413,1.1704738053442765,1.6382292215104934,0.005093712458202034,0.02731300617804592,1500,0.9511358044703713,0.0001278085701617066,8.672497313212747e-05,2.8163655275527047e-05,0.8543548735854586,0.6104151890771256,196.320465319901,36.61259377606687,2.8341983493761984,2.834163217126378,2.8332171731388054,2.8321074789508898,2.7668204782760517,2.8310936943045757,2.8341349798291784,2.832263893854154,26441575.364276316,1358424.635723679,6220.728326187346,108.63863102943725,38546.62328936284,0.0,22132.239382717944,0.0,0.0,0.0,119889.01456936751,2093.738503810702,742889.9702441635,0.0,426543.6827770398,0.0,0.0,0.0
96,1025495697,0.9774812678399041,0.9544739253004889,0.8744432318946923,0.9731913477953159,0.9774812678399041,0.9544739253004889,0.8744432318946923,0.9731913477953159,0.9774812678399041,0.04552607469951109,0.9774812678399041,0.9774812678399041,0.04552607469951109,0.04552607469951109,0.9774812678399041,0.04552607469951109,0.8744432318946923,0.8744432318946923,0.02680865220468409,0.8744432318946923,0.02680865220468409,0.8744432318946923,0.02680865220468409,0.02680865220468409,0.75,0.5,27799999.999999996,1500,0.04953800762520686,0.03404238296178807,0.9659576170382119,"[0.12356496628213227, 0.0011841845402559372, 0.5489594547345786, 0, 0.3262913944430331, 0, 0, 0]",0.8,0.2,0.0,0,0,0,0,0,"[0.8, 0.2, 0.0, 0, 0, 0, 0, 0]",0.12356496628213227,0.0011841845402559372,0.5489594547345786,0,0.3262913944430331,0,0,0,1.944192871091598,1,0.9729108203891306,0.9959941817386213,0.9586386640823643,0.9701905092162609,0.9806821851942169,0.9865522169310905,0.9758306471254088,0.10756060478320535,0.12692570367596587,0.11841261665240413,0.4573946808203678,0.4895304983894687,0.2280512655610999,0.13854111044775821,0.13033408186432763,12.96047228024873,8.012894952481581,8.332728279187693,10.438355411106732,10.107254829088124,11.844602588166829,12.681415265513795,12.22857340355592,1.0,0.9971830026478696,0.9995103078042461,0.99994663324477,0.9999794911817218,0.999080092802456,0.9979297410700098,0.9961452885815946,-3.7683870687659224,-3.5024317356853083,-3.766944486762076,0.5934852685358902,2.8018663949203706,2.21505330320488,0.037724461969036546,0.008206058160867334,1500,0.9504619923747931,0.0001704562505516292,0.000314462066670581,0.00017102339099799808,0.3569049551445226,0.4514564044816151,26.507998996003685,121.86118845327628,1.944192871091598,1.9387160849217024,1.9432408150155842,1.9440891158265265,1.9441529979933072,1.9424043940760674,1.9401678884385973,1.9366985686318188,26422843.388019245,1377156.6119807505,5792.934788031005,55.51657581513925,25736.148507413294,0.0,15297.092912147846,0.0,0.0,0.0,164375.37553658593,1575.2909936037097,730266.9942896591,0.0,434057.2583774943,0.0,0.0,0.0
97,1750347194,0.9882180519728034,0.9500622682073715,0.881464605187984,0.9592675536456521,0.9882180519728034,0.9500622682073715,0.881464605187984,0.9592675536456521,0.9882180519728034,0.049937731792628504,0.9882180519728034,0.9882180519728034,0.049937731792628504,0.049937731792628504,0.9882180519728034,0.049937731792628504,0.881464605187984,0.881464605187984,0.04073244635434792,0.881464605187984,0.04073244635434792,0.881464605187984,0.04073244635434792,0.04073244635434792,0.75,0.5,27799999.999999996,1500,0.04084223010067198,0.01997739126974185,0.9800226087302581,"[0.120550948344983, 0.0005440855070610045, 0.5601047606507314, 0, 0.31880020549722465, 0, 0, 0]",0.8,0.2,0.0,0,0,0,0,0,"[0.8, 0.2, 0.0, 0, 0, 0, 0, 0]",0.120550948344983,0.0005440855070610045,0.5601047606507314,0,0.31880020549722465,0,0,0,2.166696344313766,1,0.9568220995311367,0.9086025794967771,0.9236929710474838,0.904558261793793,0.96196064995213,0.9397767632278837,0.705286831763344,0.49942120940711576,0.461940397232955,0.13332550399125687,0.10237940138941798,0.14465657275825194,0.17094444081985186,0.40942411128825196,0.21913387379467464,9.341999618562312,11.699457487410163,9.086125317331703,8.333844663507454,11.67656171144195,11.921675610839346,8.084714828937285,7.845675297448157,1.0,0.9999067068532631,0.990197778759793,0.9882560268715871,0.9878449187447327,0.9963147381846078,0.9999404288241857,0.9932604749980172,-3.823896807965391,-3.0996587922003203,-4.4353045330188285,0.5745619753975437,3.946940700148046,1.5356427018369354,0.02502915272669592,0.03026756620467146,1500,0.959157769899328,0.0001500041215615323,0.0007949525518581222,3.670248475799532e-05,0.25336078648521143,0.6511931446057082,39.95340996634724,33.03866565411728,2.166696344313766,2.1664942063937818,2.145457907386455,2.1412507206687144,2.1403599741931414,2.1587115010105165,2.1665672716649027,2.1520938401295586,26664586.003201313,1135413.9967986809,2734.4101063186736,12.341279182239191,12704.637658574677,0.0,7231.220623113082,0.0,0.0,0.0,134140.82397192979,605.4210209901329,623246.1472578408,0.0,354738.9948807315,0.0,0.0,0.0
98,246647841,0.9578658658274192,0.9912315434706543,0.8640104414598875,0.975257429242974,0.9578658658274192,0.9912315434706543,0.8640104414598875,0.975257429242974,0.9578658658274192,0.008768456529345658,0.9578658658274192,0.9578658658274192,0.008768456529345658,0.008768456529345658,0.9578658658274192,0.008768456529345658,0.8640104414598875,0.8640104414598875,0.024742570757026017,0.8640104414598875,0.024742570757026017,0.8640104414598875,0.024742570757026017,0.024742570757026017,0.75,0.5,27799999.999999996,1500,0.05671709181533506,0.008744390975192097,0.9912556090248079,"[0.10041483538001668, 0.005547227816816471, 0.566022378951676, 0, 0.3280155578514908, 0, 0, 0]",0.8,0.2,0.0,0,0,0,0,0,"[0.8, 0.2, 0.0, 0, 0, 0, 0, 0]",0.10041483538001668,0.005547227816816471,0.566022378951676,0,0.3280155578514908,0,0,0,1.84591392989417,1,0.9201551212573137,0.9543099089561978,0.9148411463215499,0.9281731460998924,0.8944892263929183,0.9683892219205114,0.998830707899377,0.23237047271601266,0.26140715910552603,0.4115041064591588,0.12111327176859557,0.40582059931863224,0.17133846251741938,0.22262818498285727,0.19286313286569245,9.594875906179762,7.275952277126707,12.41965125232799,7.255581688611886,10.236205254971901,12.396911255882276,7.716355032499868,10.096207407119948,1.0,0.9992272543975345,0.9997414702703157,0.9910894201257093,0.9998194785773162,0.9890519193860838,0.9993371711465344,0.9999373002539813,-4.971836992010513,-3.101468032782778,-3.2245775508072683,0.613589473214136,3.3311469459023186,2.392683800155207,0.01007028407581381,0.03095594043172119,1500,0.943282908184665,1.0669965323098894e-05,0.000791647723481998,0.0005962418410123568,0.30019690402133453,0.4179407241086903,99.30206461620467,32.30397739670281,1.84591392989417,1.8444875080223144,1.845436706264854,1.8294657663807823,1.8455807028853937,1.825704715383338,1.844690404880422,1.8457981915595933,26223264.847533684,1576735.1524663144,1384.4784433214063,76.48289521673262,7804.083720601776,0.0,4522.543578354659,0.0,0.0,0.0,156943.12232946907,8670.026202296767,884663.298255115,0.0,512671.1170419389,0.0,0.0,0.0
99,947388887,0.9753470756054629,0.9904258215935031,0.8406351860696731,0.9691783181339904,0.9753470756054629,0.9904258215935031,0.8406351860696731,0.9691783181339904,0.9753470756054629,0.00957417840649688,0.9753470756054629,0.9753470756054629,0.00957417840649688,0.00957417840649688,0.9753470756054629,0.00957417840649688,0.8406351860696731,0.8406351860696731,0.030821681866009643,0.8406351860696731,0.030821681866009643,0.8406351860696731,0.030821681866009643,0.030821681866009643,0.75,0.5,27799999.999999996,1500,0.04990029300296141,0.0302644573176693,0.9697355426823308,"[0.10511401939739728, 0.011694440181001254, 0.5693839751827556, 0, 0.3138075652388459, 0, 0, 0]",0.8,0.2,0.0,0,0,0,0,0,"[0.8, 0.2, 0.0, 0, 0, 0, 0, 0]",0.10511401939739728,0.011694440181001254,0.5693839751827556,0,0.3138075652388459,0,0,0,2.4940279115644604,1,0.954716825007894,0.9261687854889932,0.903693442047239,0.9967934579094889,0.830104614415934,0.9398860688558527,0.89284264107854,0.2528847632016063,0.49100628205546637,0.10213883123755721,0.16757964505038184,0.4641908593969021,0.3070830018296007,0.4765613936382561,0.4801068405593013,12.494504193804703,9.922294463436195,8.960852876386603,8.713641209768362,8.431750583995942,12.870026628958858,9.492181717205595,11.278813096980189,1.0,0.9999721656669963,0.9879673417926096,0.9940815578904331,0.9999985221560619,0.995976262911126,0.9999625835135256,0.9998512507940942,-4.600621678712188,-4.787149536821932,-3.350799672627609,0.4342078852071515,1.1892163531800373,1.802301100000764,0.03339440528617413,0.0037992145583755138,1500,0.9500997069970386,2.5082933184503214e-05,1.6324897501886973e-05,0.0004458618640398598,0.8408898829266339,0.5548462462790352,29.945135762427174,263.21229944633205,2.4940279115644604,2.4939584919610494,2.4640181261449134,2.479267151750222,2.49402422578043,2.483992598956011,2.4939345938028405,2.493656926893108,26412771.85451767,1387228.1454823269,4413.076191848549,490.9759500743774,23904.84998389588,0.0,13174.804873000616,0.0,0.0,0.0,141404.05000099624,15731.88061467,765960.6259762335,0.0,422147.88189160795,0.0,0.0,0.0
100,491653253,0.9834782619680679,0.9874367777979779,0.8519940718150656,0.9501922431627973,0.9834782619680679,0.9874367777979779,0.8519940718150656,0.9501922431627973,0.9834782619680679,0.012563222202022106,0.9834782619680679,0.9834782619680679,0.012563222202022106,0.012563222202022106,0.9834782619680679,0.012563222202022106,0.8519940718150656,0.8519940718150656,0.04980775683720273,0.8519940718150656,0.04980775683720273,0.8519940718150656,0.04980775683720273,0.04980775683720273,0.75,0.5,27799999.999999996,1500,0.05349187885126133,0.04531533210035727,0.9546846678996427,"[0.09740320072017664, 0.0032829079308124183, 0.5718393238109748, 0, 0.32747456753803633, 0, 0, 0]",0.8,0.2,0.0,0,0,0,0,0,"[0.8, 0.2, 0.0, 0, 0, 0, 0, 0]",0.09740320072017664,0.0032829079308124183,0.5718393238109748,0,0.32747456753803633,0,0,0,1.9328370715858019,1,0.9662320120710944,0.908932184244348,0.9374801370994736,0.9837940884129529,0.891805892516419,0.8374492872970446,0.9769994892295271,0.4845218818301864,0.3917263003799567,0.11928565883711638,0.315448692063739,0.430357926587155,0.10365479488238485,0.4461409484659057,0.28746053314605013,8.500114721935399,11.092956945566915,10.556144669868681,7.917974353526218,9.778554765058553,12.945699583825359,11.026137822252227,7.9788474344701745,1.0,0.999854129671739,0.9861770575939383,0.9997139355350401,0.9999766803145614,0.9758581651232411,0.9996791297303462,0.9998278480792437,-4.047394450311156,-3.2254597862521415,-3.090300399591408,0.5978679950591511,2.81317855711483,2.3960735643972297,0.027621253924466967,0.016145429575274893,1500,0.9465081211487387,8.966140699912664e-05,0.0005950318515254151,0.0008122684792570001,0.35546979322407135,0.41734945656877853,36.20400445014547,61.93703272729267,1.9328370715858019,1.9325551280076947,1.9061195760649703,1.9322841555830639,1.9327919984332884,1.8861748381598993,1.9322168816334453,1.9325043299714195,26312925.767934933,1487074.2320650648,6563.735073184365,221.226179100755,38534.686726640866,0.0,22067.61470498619,0.0,0.0,0.0,138282.05483845167,4660.701611052433,811832.8365941704,0.0,464911.3763374784,0.0,0.0,0.0
101,831233102,0.9863701843713389,0.9749266024135044,0.8641595879376811,0.9543374669426397,0.9863701843713389,0.9749266024135044,0.8641595879376811,0.9543374669426397,0.9863701843713389,0.025073397586495627,0.9863701843713389,0.9863701843713389,0.025073397586495627,0.025073397586495627,0.9863701843713389,0.025073397586495627,0.8641595879376811,0.8641595879376811,0.045662533057360344,0.8641595879376811,0.045662533057360344,0.8641595879376811,0.045662533057360344,0.045662533057360344,0.75,0.5,27799999.999999996,1500,0.05842833623661136,0.03120054776891494,0.9687994522310851,"[0.11664964408579108, 0.006597336495894952, 0.5454534576909627, 0, 0.33129956172735137, 0, 0, 0]",0.8,0.2,0.0,0,0,0,0,0,"[0.8, 0.2, 0.0, 0, 0, 0, 0, 0]",0.11664964408579108,0.006597336495894952,0.5454534576909627,0,0.33129956172735137,0,0,0,1.8148727335421786,1,0.9564922744984392,0.9704283960928402,0.9520000649052529,0.9981552040156877,0.9504213863908612,0.9782425189665924,0.8806412670735746,0.17579298131698673,0.21616618081641945,0.30585588401411506,0.1645510414088999,0.1377145743790861,0.29937072379510477,0.35090069314995476,0.13674530842463117,10.898411437242938,12.228382323726345,7.538556415140688,11.836322456901982,8.7616081281055,7.36976271702606,10.8613182757521,9.014627024707334,1.0,0.9974020216684415,0.9998581234720407,0.9950498191251091,0.9998214750081148,0.9997468515703962,0.9998476529528897,0.9879136556736609,-4.351302535929787,-3.7533441236779765,-3.2736043359314966,0.46672719435998705,1.9273293761272938,2.184118655314413,0.0232094044558454,0.029382458226209766,1500,0.9415716637633886,4.453459058010688e-05,0.000176463901240675,0.0005325932574906699,0.5188526737497065,0.45785058314794064,43.085982749037974,34.03391208118792,1.8148727335421786,1.8101577335058996,1.8146152457000557,1.8058887852462373,1.8145487334021504,1.8144133013597517,1.8145962430403424,1.7929375567761034,26175692.252622202,1624307.7473777956,5911.721311734958,334.34833915811106,27643.194762083,0.0,16790.02705050347,0.0,0.0,0.0,183563.19930567796,10381.75644318234,858341.0823993544,0.0,521342.4177661016,0.0,0.0,0.0
