Scenarios,CIP-sens,CIP-spec,TET-sens,TET-spec,rapid test coverage,transmission factor,ID,Seed,Run time,Rate of gonorrhea cases (average incidence after epidemic warm-up),Time-averaged proportion of cases CIP-S (average incidence after epidemic warm-up),Time-averaged proportion of cases TET-S (average incidence after epidemic warm-up),Time-averaged proportion of cases CRO-S (average incidence after epidemic warm-up),Time-averaged proportion of cases CIP/TET-NS (average incidence after epidemic warm-up),"Time-averaged proportion of cases treated successfully with CIP, TET, or CRO (average incidence after epidemic warm-up)",Time-averaged proportion of cases treated successfully with CIP (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with TET (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with CRO (average incidence after epidemic warm-up),Duration of 1st line therapy with CRO (after epidemic warm-up),Duration of 1st line therapy with Drug M (after epidemic warm-up)
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,25,1949339909,6.270079135894775,0.18955309678498655,0.7645665076923721,0.22123051111881675,0.5422931352308368,0.5323230548623092,0.5688217490331404,0.0,0.0,0.5688217490331404,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,26,525868732,6.189022064208984,0.195620819513787,0.7490229167607662,0.12640177722326765,0.5855888020992038,0.6142795856939792,0.6089147160488798,0.0,0.0,0.6089147160488798,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,27,2102773806,6.261091232299805,0.2698376153928737,0.7122510805581426,0.11617872997118968,0.5126699180902211,0.6021924030238973,0.5353881142745062,0.0,0.0,0.5353881142745062,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,28,66118438,6.236020803451538,0.276354626271387,0.7231512705671674,0.0805540182641245,0.5125130310990599,0.6136974409749859,0.5350180569359244,0.0,0.0,0.5350180569359244,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,29,1111406759,6.01908016204834,0.2749911454252419,0.7343877167514553,0.11479930239314579,0.5092463312031956,0.48314953286015655,0.5343838786529308,0.0,0.0,0.5343838786529308,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,30,1568317111,6.4100236892700195,0.2848180142272893,0.5903587286798899,0.13281462172276326,0.48058062240735294,0.6433477500172018,0.5034967780771311,0.0,0.0,0.5034967780771311,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,31,1805557375,6.452094078063965,0.2882154146327827,0.831088842018329,0.1982461285038129,0.47594757415882966,0.47996882664287,0.5017844960938623,0.0,0.0,0.5017844960938623,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,32,82744573,6.59102463722229,0.21240746369096214,0.717239958717829,0.13537285423572692,0.5875479823838827,0.5957601000174341,0.6164319769484867,0.0,0.0,0.6164319769484867,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,33,1195804508,6.5270819664001465,0.22897077602249313,0.7346677741795289,0.17192263317099912,0.5725953932705837,0.5907132359641414,0.6001153323720945,0.0,0.0,0.6001153323720945,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,34,1359219260,6.5340235233306885,0.20333627591683312,0.7274258308538974,0.17607476633444485,0.5631801868389318,0.6391338363713889,0.5848438057672029,0.0,0.0,0.5848438057672029,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,35,631998362,6.406092643737793,0.3517918255404477,0.8768270969784616,0.13213423820882028,0.40633276798994095,0.3870322908111456,0.427033782322562,0.0,0.0,0.427033782322562,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,36,1934272762,8.85202932357788,0.2792369725795294,0.5259676154890496,0.18512196375167744,0.4648679190440672,0.6632435285008453,0.4913788969846056,0.0,0.0,0.4913788969846056,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,37,1139304855,8.303087711334229,0.3164739324046895,0.6997028024618599,0.18326226986909205,0.4371043323546085,0.5147104273161037,0.45730459548548186,0.0,0.0,0.45730459548548186,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,38,1377426521,8.484096765518188,0.26459644018949335,0.8234451893347533,0.3557480559142,0.4673029650196681,0.47337718927061595,0.4872295931764163,0.0,0.0,0.4872295931764163,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,39,133355962,6.672845840454102,0.22878053240418755,0.7836431564522489,0.22320824878388038,0.5616781986698236,0.5980230897841501,0.5859416889335091,0.0,0.0,0.5859416889335091,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,40,659406767,9.087031126022339,0.16542472575484238,0.7234471319327528,0.1907604333793534,0.6301097637388201,0.6589358472851958,0.6605979975679406,0.0,0.0,0.6605979975679406,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,41,201255546,7.765087127685547,0.17774664325234332,0.7690796367454721,0.12923433558185032,0.6013029283366753,0.6256947133674423,0.6315344020286884,0.0,0.0,0.6315344020286884,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,42,498351581,6.289021968841553,0.22251136706227273,0.833993536315149,0.1343844900099566,0.530267194217316,0.5003349569987664,0.5516797461918133,0.0,0.0,0.5516797461918133,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,43,1029523876,6.5037806034088135,0.2683807820828744,0.7858415072736572,0.23922373959482846,0.4950271754667682,0.48688951420757526,0.5189340169300165,0.0,0.0,0.5189340169300165,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,44,720082184,6.441020488739014,0.2575343022286771,0.8212101022878455,0.20942086401383841,0.522881866281387,0.424878393233603,0.5423158750520986,0.0,0.0,0.5423158750520986,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,45,925242917,7.276083707809448,0.2649781213740359,0.7928019104839045,0.22849919012390982,0.4674416779956384,0.46486948170873055,0.493705663337239,0.0,0.0,0.493705663337239,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,46,952469479,8.296031713485718,0.3178432082451814,0.828516903011781,0.23440339960116333,0.4372821781682989,0.41747727201552504,0.4560758741024728,0.0,0.0,0.4560758741024728,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,47,1750347194,8.272763013839722,0.35697756832154115,0.8481191430510818,0.11269162774908255,0.4498496728954387,0.3933221628597345,0.4703526427447926,0.0,0.0,0.4703526427447926,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,48,246647841,6.576021432876587,0.20499000567723594,0.6611166824667503,0.11580663198998759,0.5259186110558205,0.6354920506245202,0.548366515373475,0.0,0.0,0.548366515373475,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,49,491653253,6.562081336975098,0.21306258097220107,0.5343735437813726,0.1395930203980456,0.5331948638255045,0.7184030940287914,0.5557398206442162,0.0,0.0,0.5557398206442162,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,50,1121720901,8.501030206680298,0.23052293978398497,0.48204028537600657,0.09998904087618471,0.5614507346942949,0.8278934324759096,0.5810743873226268,0.0,0.0,0.5810743873226268,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,51,789227114,7.5432212352752686,0.2569003452975707,0.6509646676523702,0.11169003253397318,0.5020216584274634,0.592318157103609,0.5247277409479751,0.0,0.0,0.5247277409479751,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,52,989475898,6.835024833679199,0.1497426898303913,0.7498413314072803,0.1732842526643353,0.6180487851911807,0.604724632093534,0.6420910615989195,0.0,0.0,0.6420910615989195,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,53,753262276,8.623089790344238,0.2523548132884624,0.7037509636342637,0.2217539797724152,0.5100409390039634,0.5172827182359119,0.5374858239956598,0.0,0.0,0.5374858239956598,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,54,1899116481,8.252097845077515,0.3016779714644563,0.7254014165172763,0.18259775251459726,0.4303903277823133,0.5494664914653165,0.46071368926390627,0.0,0.0,0.46071368926390627,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,55,889914664,6.543585777282715,0.1997741839346205,0.6181330553338319,0.26760285239459386,0.5188043544949729,0.568604670716083,0.5412953518154835,0.0,0.0,0.5412953518154835,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,56,1494169291,7.46102499961853,0.2151755196872723,0.8282830922732275,0.1795906877630563,0.5648872935783713,0.5775324455754625,0.585065901354796,0.0,0.0,0.585065901354796,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,57,333409380,6.040079593658447,0.22535787905976834,0.798499323582176,0.18462643654494562,0.5500057441390069,0.5547492175534565,0.5770297460897882,0.0,0.0,0.5770297460897882,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,58,1611304888,6.244021654129028,0.2230236557339566,0.6133285255484445,0.09481987892272921,0.5547614436248729,0.6685039932289971,0.5746940614324227,0.0,0.0,0.5746940614324227,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,59,179896050,6.362091541290283,0.2574174943868953,0.6850311086910037,0.09121489046635343,0.4509852447223143,0.5934098106457698,0.4760656472717561,0.0,0.0,0.4760656472717561,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,60,819442457,9.085031509399414,0.2545759409566184,0.7719903087765047,0.1251923991922651,0.49872927007489787,0.5366478829382949,0.5267871641324186,0.0,0.0,0.5267871641324186,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,61,922351132,6.673083543777466,0.22597136550461577,0.8853725672609015,0.129908037133793,0.5592049984017814,0.480523357465711,0.5857594117795459,0.0,0.0,0.5857594117795459,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,62,1103622201,6.507025241851807,0.2651697314343716,0.7200106923794838,0.11180607912494336,0.44653198329672883,0.5230934683844362,0.47234037476539115,0.0,0.0,0.47234037476539115,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,63,1680835334,6.574217796325684,0.2440787679044476,0.7778228845268327,0.29811714895281843,0.5652848517130552,0.5588707034949382,0.5956536759893065,0.0,0.0,0.5956536759893065,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,64,703685765,6.882223844528198,0.2611138205724061,0.717868787172418,0.14030965042482144,0.46901595637605514,0.5079495267076067,0.49462949165403997,0.0,0.0,0.49462949165403997,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,65,471558427,6.992076635360718,0.2774637799022911,0.8016154126166645,0.28241614306318213,0.43826819716957116,0.4206606129213413,0.46585755600017154,0.0,0.0,0.46585755600017154,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,66,2061141639,6.584035873413086,0.2647587297700125,0.7999845856970386,0.2381758021881982,0.5170009216990646,0.5414354888463802,0.5448282283546817,0.0,0.0,0.5448282283546817,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,67,1600341612,6.247539281845093,0.2489134859690524,0.739730503306857,0.348603211053019,0.5288378429534601,0.5035015624791583,0.5529578368394654,0.0,0.0,0.5529578368394654,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,68,799577490,8.362895965576172,0.3426299855706552,0.577825371823798,0.11742790279184112,0.41741296711835635,0.6287830697570573,0.44284488342106093,0.0,0.0,0.44284488342106093,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,69,892925292,7.343509197235107,0.2839190633975705,0.7542178427356102,0.26946580097768763,0.5612525800659667,0.5282859895718325,0.580530556329698,0.0,0.0,0.580530556329698,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,70,1023191363,6.455554723739624,0.232106176253715,0.7261268940930125,0.17849597788507243,0.5287324906405221,0.5440920257134293,0.5545161169298116,0.0,0.0,0.5545161169298116,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,71,1959497292,7.598873853683472,0.2970344661714545,0.5671787937320054,0.0984524038174028,0.46943724253936064,0.6314372508744945,0.48934105752304874,0.0,0.0,0.48934105752304874,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,72,1199631565,6.827350854873657,0.25572974486403427,0.7062395995422696,0.36034162917216694,0.5189334545221053,0.5188660068936055,0.5382628666630777,0.0,0.0,0.5382628666630777,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,73,2031163919,6.464954376220703,0.20067977298968165,0.7100572093821285,0.207880270228004,0.5490330622221608,0.5595031449621111,0.5740333464638155,0.0,0.0,0.5740333464638155,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,74,943663755,6.657916069030762,0.2652784533802502,0.6844374118232778,0.08342855405751846,0.510306341159728,0.5634941377960282,0.5296191572067809,0.0,0.0,0.5296191572067809,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,75,13760883,6.312661170959473,0.23475607466535234,0.6801775809165935,0.11105968320123828,0.5137519243071662,0.5720914139722039,0.5354961421556756,0.0,0.0,0.5354961421556756,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,76,2022679528,8.623451232910156,0.2570011150824205,0.6989801421728893,0.16234520980656034,0.4201205068928073,0.5328858294161923,0.4445618127695226,0.0,0.0,0.4445618127695226,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,77,351049798,7.9199559688568115,0.24363238605926782,0.8057373631844923,0.13107608345944433,0.5550604796844548,0.5201197841264428,0.5765710656479546,0.0,0.0,0.5765710656479546,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,78,951235112,6.618551969528198,0.3345613859694168,0.8588191755478498,0.2098924951060785,0.42304926319548086,0.4315299331601966,0.4464386941573774,0.0,0.0,0.4464386941573774,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,79,461751968,6.474680185317993,0.19005765632895366,0.7811621446710663,0.12503625389772957,0.5705156330670187,0.5673476400050065,0.5930782055190756,0.0,0.0,0.5930782055190756,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,80,286977028,7.0803258419036865,0.2255643551685609,0.8170866777671054,0.16698513905616577,0.5509674551966152,0.5232708524025119,0.5776197675085615,0.0,0.0,0.5776197675085615,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,81,825563396,6.754007339477539,0.34527856158658604,0.6001819758359708,0.18486306038044922,0.4391109662481068,0.6003569355075586,0.45904911667478104,0.0,0.0,0.45904911667478104,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,82,1207491478,6.616554021835327,0.35427606269096706,0.5470926265432045,0.1369422318104047,0.3674639250456426,0.6699772449524167,0.3845980698058583,0.0,0.0,0.3845980698058583,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,83,1887593297,6.56297755241394,0.21317276804237864,0.6544535190100649,0.1321221433925221,0.5432057593801322,0.600768184540033,0.5627355222511974,0.0,0.0,0.5627355222511974,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,84,1687565753,6.962454080581665,0.1711303062370834,0.8054170928851954,0.17284507867508592,0.5429981768958704,0.518000470263311,0.5648144144194264,0.0,0.0,0.5648144144194264,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,85,1857153899,8.147885799407959,0.21426957091179333,0.6663153209411241,0.1076097729391708,0.5311120352635164,0.6368141662034503,0.5524128838862774,0.0,0.0,0.5524128838862774,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,86,1785118040,9.25556206703186,0.33115829697091664,0.47607572533516246,0.20692306102145272,0.34762320821207054,0.6904870026473914,0.3674338616437547,0.0,0.0,0.3674338616437547,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,87,920764929,7.6362504959106445,0.16664482253882337,0.7412957500495209,0.13793110712812837,0.5851527255587907,0.6240441902423564,0.6167731911758152,0.0,0.0,0.6167731911758152,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,88,2085369097,7.03610897064209,0.3389619006354909,0.8829370316859751,0.17964718858799503,0.4083484709338972,0.3394344607340415,0.4255788596887087,0.0,0.0,0.4255788596887087,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,89,1023865529,6.5831592082977295,0.3536509197213885,0.835598278470373,0.15062234037813335,0.34900846758976994,0.36345062250327353,0.3692770726571867,0.0,0.0,0.3692770726571867,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,90,323249829,6.444553375244141,0.1532738165039407,0.7715672542924163,0.1317821910318874,0.6452139514094012,0.6120425117824979,0.6713008485121644,0.0,0.0,0.6713008485121644,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,91,1162709835,6.2355637550354,0.4294423053355006,0.855854745378558,0.30403465270023483,0.34819217829151317,0.33925700957861643,0.3677120543385044,0.0,0.0,0.3677120543385044,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,92,183568229,7.2984466552734375,0.1928933265738254,0.6368618939078594,0.1317198425610107,0.5385902391314075,0.694714281271065,0.5579406733534167,0.0,0.0,0.5579406733534167,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,93,1765374533,8.78420352935791,0.26376325354074165,0.5361063829865956,0.12574582368480344,0.4686322833320953,0.6915932966560868,0.49613881641518964,0.0,0.0,0.49613881641518964,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,94,1201670959,6.704286575317383,0.3832955063323442,0.6396364134935123,0.13015151481641665,0.3725664783947755,0.5391064324361112,0.3973092485769698,0.0,0.0,0.3973092485769698,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,95,694228052,6.6447155475616455,0.3476503083315157,0.8868062583548691,0.14135694667047385,0.48512165900860843,0.42202183892570894,0.5085495222498646,0.0,0.0,0.5085495222498646,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,96,1925151992,7.61056923866272,0.3244718798962947,0.7817615009212514,0.20776852719201216,0.4352015617194735,0.41056372380247,0.45508243051286223,0.0,0.0,0.45508243051286223,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,97,1338054194,6.851829290390015,0.299307764007049,0.8566086642767943,0.19987460247819006,0.4400069091416649,0.4195847279785463,0.4712679497752977,0.0,0.0,0.4712679497752977,34.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,98,76542804,7.972559213638306,0.32117126458989265,0.6622197160806509,0.1845803724305507,0.4750364229908676,0.5407315462087131,0.4949873978114381,0.0,0.0,0.4949873978114381,34.0,0.0
