Scenarios,sensitivity,specificity,rapid test coverage,if M is available for 1st-Tx,ID,Seed,Run time,Rate of gonorrhea cases (average incidence after epidemic warm-up),"Proportion of cases treated with CIP, TET, or CRO (average incidence after epidemic warm-up)",Duration of 1st line therapy with CRO (after epidemic warm-up),Duration of 1st line therapy with Drug M (after epidemic warm-up)
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,127,661806576,7.142182350158691,0.053658443828895654,0.9927614320604957,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,128,1377395208,5.267116069793701,0.06089833277353533,0.9198356096647272,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,129,923950682,3.8751368522644043,0.0829212966176583,0.9988598764727415,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,130,1973567832,5.110860109329224,0.07113075791149293,0.9976938650384165,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,131,380362596,3.8126344680786133,0.10879409116714556,0.856007445757366,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,132,988042106,5.392118692398071,0.054458228362648124,0.9867198984453651,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,133,192590343,3.7970070838928223,0.13669008967533303,0.6455955047902627,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,134,2138619487,4.751468658447266,0.08515090675660693,0.9586641477600137,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,135,1424391723,3.640752077102661,0.055865646659019774,0.9894471025570288,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,136,21778069,4.72022271156311,0.11028271938966344,0.8216658600943327,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,137,798270643,3.8907623291015625,0.05510072050096012,0.9997674336847243,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,138,338059408,4.782724618911743,0.05471551686387337,0.9323346777429701,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,139,1950813269,3.6095025539398193,0.04856534104035767,0.9901393786569033,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,140,714200579,4.345210075378418,0.06239578835431009,0.8899391440448733,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,141,1968256504,3.9220130443573,0.0666703991099553,0.8954817334346911,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,142,81677567,4.2358314990997314,0.08262194314896341,0.9162349535537446,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,143,1834583498,3.5001237392425537,0.07608297360176812,0.9341440813719972,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,144,1814871889,4.579592704772949,0.08207965676321335,0.902773400738264,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,145,758053069,3.5313754081726074,0.06132123013186593,0.9999916762279949,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,146,764083572,4.375151872634888,0.0471080711837581,0.9885916987794792,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,147,899513845,3.171987771987915,0.05859630550293264,0.9999976254557088,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,148,1888226273,4.500155210494995,0.09631487001209552,0.8439769507912109,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,149,1364924219,4.031393051147461,0.05693598284108009,0.9998122022189293,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,150,999958768,4.390778064727783,0.058734774181485594,0.9416852353112832,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,151,375297735,3.7032642364501953,0.11947510800593288,0.7040671140440896,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,152,1977647886,4.265773057937622,0.07832355468306483,0.858628991416049,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,153,1104180317,3.812643051147461,0.04998579684619207,0.8834124315735831,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,154,1133700066,4.437653541564941,0.06181385610202795,0.9213768199896764,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,155,34340634,3.515749454498291,0.05743854714771833,0.9993386779908245,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,156,2001973528,4.328274965286255,0.05957112367929838,0.9910630830913095,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,157,1801174569,3.672006607055664,0.053149154615500134,0.996021361893297,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,158,2134389408,4.797043800354004,0.0892203434301282,0.9221180043579954,20.0,0.0
"(p=1.00, q=1.00, c=0.75, m=False)",1.0,1.0,0.75,False,159,1463869800,3.906386375427246,0.05441431581158364,0.9375098950128775,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,0,273773726,6.656480550765991,0.08179522636707649,0.999996156493262,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,1,1984980876,7.501662969589233,0.09937187467291339,0.9995534625432182,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,2,1995750289,8.111057996749878,0.10258091944329657,0.9958933010673476,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,3,745834900,8.015903949737549,0.11540003887222212,0.9671358003265244,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,4,769024199,8.361066341400146,0.11167321809812931,0.9603104952851476,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,5,1938101334,7.047121047973633,0.09501395679421971,0.9999584799155783,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,6,496787752,7.437757253646851,0.10148272465859214,0.9997877319923694,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,7,1663525139,7.861051321029663,0.09573749923336317,0.9888714053720885,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,8,2050502706,7.28150200843811,0.08688666859044228,0.9924614738018085,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,9,1375364205,7.67354416847229,0.08869610365380419,0.9982905767850815,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,10,284801603,7.907925367355347,0.11955902629958508,0.9409365822944676,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,11,176492263,8.187785625457764,0.08760898656929578,0.9922549113560332,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,12,1466704085,7.829798698425293,0.09944411674084584,0.9234540478816063,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,13,1663365764,8.53154730796814,0.1042756539211287,0.9057850561541414,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,14,258864802,6.625229358673096,0.08975843854853724,0.9999983878885553,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,15,1708487345,7.923552989959717,0.1172411319771413,0.9878248065252638,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,16,33973174,8.345441579818726,0.1224850594665275,0.7582799877028236,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,17,434685913,7.515887498855591,0.08322420475940648,0.9980329481421941,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,18,2068213801,7.829797744750977,0.1726256391327374,0.9434951148169579,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,19,1398208754,8.172159910202026,0.08648153693807659,0.9961147292499093,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,20,1322911642,8.017305135726929,0.10758890208541928,0.8083125249688176,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,21,511233635,7.969027996063232,0.07135081704944952,0.9939478608626475,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,22,1493653684,7.861050128936768,0.10095004535766326,0.9988446443486096,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,23,1455834841,8.312793254852295,0.09940602008420439,0.993720401815966,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,24,1976835803,8.017305374145508,0.08853728920372098,0.9661784148568305,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,25,1531969408,7.23462700843811,0.07503215048655527,0.9982168536150701,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,26,1650233440,7.72041916847229,0.09706515949829572,0.9458677368754803,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,27,1978367492,7.828397989273071,0.0755578792969807,0.9981773731009189,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,28,1099812489,7.954804420471191,0.1247068216433248,0.8602380036684101,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,29,1950053854,7.812771320343018,0.1481098448804847,0.9173565358559868,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,30,64630733,7.829799175262451,0.17575296240846364,0.7492128405622411,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,31,591449774,8.078412532806396,0.07511590864098064,0.9761662893279014,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,32,1509200690,7.439161062240601,0.07932958832422991,0.997564347387233,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,33,1170374427,7.7033936977386475,0.12050670456074546,0.8580177254496328,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,34,9155489,8.001680374145508,0.1108984240719449,0.9893682991660301,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,35,668178838,7.875276565551758,0.1820868227460027,0.9804776651451422,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,36,2087744588,8.376693487167358,0.1097152276671109,0.876058200077699,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,37,511055152,8.484670877456665,0.17665544679523387,0.7610524673187521,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,38,1104341091,8.251688957214355,0.13599632823516886,0.7794421375552099,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,39,289568835,7.9534056186676025,0.10145850768032198,0.9869082299173824,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,40,1712498177,7.751672029495239,0.11555079086376574,0.9981278075366975,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,41,1031018765,7.984658718109131,0.09434746129921796,0.9953534679449806,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,42,30578059,7.829799652099609,0.09262290634704552,0.9967378552074857,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,43,839032799,8.109662532806396,0.10899569277928697,0.8525569189050031,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,44,1373593898,7.876676321029663,0.09865891792968332,0.9718039610835997,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,45,1776145500,8.219037771224976,0.1295259769103684,0.7678428226997523,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,46,36293875,7.845425128936768,0.0693300640078692,0.8901831103218353,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,47,706973201,8.06278371810913,0.10971002263727629,0.9492220270255303,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,48,391356322,7.532914876937866,0.11123887349103352,0.9520825696003651,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,49,1330772117,7.39088249206543,0.07586731922930545,0.994724631412931,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,50,441846862,7.970429182052612,0.08399357837523225,0.9902149336370274,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,51,1235262303,7.890902519226074,0.0860385786694769,0.9927794565196554,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,52,1181940678,8.532948970794678,0.10920172641265632,0.9979739567060134,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,53,131650723,8.53154730796814,0.1008896567204761,0.8642062307324059,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,54,620684410,8.454821348190308,0.09956829269065165,0.9241504119178133,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,55,18479805,7.51589035987854,0.08532002904865202,0.9995690302273633,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,56,2080398871,7.939178228378296,0.09780742252445933,0.9938482163086855,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,57,2133982530,7.765897512435913,0.07460684206999332,0.9877164726997854,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,58,2067850734,7.845425128936768,0.12593089513222883,0.9915649185539224,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,59,869564675,8.062784910202026,0.1954932658995401,0.7759970668319854,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,60,1987036835,8.017306089401245,0.0995252885408621,0.9854241051649714,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,61,1157669990,8.01590633392334,0.08965311498948554,0.8853902860620461,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,62,352915376,7.876676321029663,0.07346934346399635,0.8944562776891102,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,63,711059338,7.96903395652771,0.09655585155595137,0.9894765336862079,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,64,743055457,7.265877723693848,0.06907317386274973,0.9998394703171032,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,65,2044735716,8.19343876838684,0.11162660564685657,0.8834393203590443,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,66,1787134341,7.609640598297119,0.15102571918071345,0.9561264429201488,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,67,2083294667,8.005930662155151,0.06323320826257642,0.9744749262776322,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,68,1983914911,7.453382968902588,0.09098485036438408,0.9784632629867671,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,69,518286560,7.880926132202148,0.1326778090633264,0.9988025057054276,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,70,123163740,7.689054727554321,0.11810289900733578,0.9986188649553818,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,71,971748365,7.9890172481536865,0.14078727959255136,0.9598389646631628,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,72,2036913598,7.626553535461426,0.06692317680977536,0.999637351406388,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,73,1187425824,7.582756757736206,0.1303963856685447,0.9694988634732172,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,74,613823640,7.3296685218811035,0.19765695718257006,0.9130368101638103,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,75,670447747,7.95776629447937,0.10309016613456823,0.9924728728023607,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,76,1393331038,6.876527547836304,0.16684149027411405,0.9997814523891586,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,77,11993418,8.020268440246582,0.15156759632010636,0.7192950572698168,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,78,1195091225,7.985941171646118,0.128659638755665,0.8045346871963837,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,79,1417669959,8.801552057266235,0.07178672240083224,0.9881231962724374,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,80,1265045594,7.454672336578369,0.11599931000330174,0.9984996335423004,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,81,1196383116,7.957766056060791,0.14361425153768043,0.9740103417277556,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,82,1505973153,7.829691410064697,0.17762159458755386,0.9825557617863628,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,83,353529684,8.504660606384277,0.08863284053862323,0.9830491301124129,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,84,1925815380,7.642179489135742,0.10801614092729674,0.999239204363349,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,85,420514926,8.504662036895752,0.10055931388657481,0.9602390011433486,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,86,117696144,7.9078123569488525,0.1173805547447184,0.9779656672958759,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,87,852733916,8.48903489112854,0.10735296508675757,0.9760978130497393,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,88,557528785,7.751558303833008,0.0890673387325635,0.9956709667235777,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,89,899771096,7.879638195037842,0.11352757780129438,0.9966789982188333,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,90,627893408,7.845311880111694,0.07927531401834183,0.9944834613637358,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,91,1017092932,7.973391771316528,0.15597359387081516,0.9966713852206439,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,92,2119065329,7.829683780670166,0.11235848201034704,0.9148775260544972,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,93,156987350,7.879638195037842,0.15858652389788458,0.9020608910900544,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,94,902488538,7.814060926437378,0.09626089261287037,0.8211145508380174,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,95,45822376,8.301527500152588,0.09922063777754983,0.9304613761077402,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,96,605342979,7.735933303833008,0.08313368915559671,0.9212301064921012,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,97,1859839831,8.520285844802856,0.06896429545991989,0.9865976325293376,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,98,368909202,8.392205953598022,0.10749358219737262,0.9557214984082444,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,99,187122678,7.098364353179932,0.09443358327428271,0.9999643137407239,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,100,673532682,7.017156600952148,0.10320139345955427,0.9957951736942067,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,101,87373479,8.239025831222534,0.20765163830547725,0.7372412285036019,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,102,1598551130,8.517209529876709,0.11111435423125099,0.9777122270410137,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,103,1033708839,7.035865068435669,0.07637701167466424,0.9998964952210484,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,104,1460959226,8.079692602157593,0.06917498425950443,0.9983055367624095,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,105,1497107255,8.098397731781006,0.10233984368907774,0.9953024036356601,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,106,751489193,7.970316171646118,0.10348682372883385,0.9436873523892808,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,107,192348207,8.457783699035645,0.08474995491348805,0.9824659003985384,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,108,888645632,8.282826662063599,0.08376959965310855,0.9784393735364676,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,109,595513091,7.910889387130737,0.08261746775408378,0.9925418920916423,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,110,998074438,7.642178535461426,0.07056805648082273,0.9992536767432437,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,111,91474274,7.473373651504517,0.1660472172575502,0.9439726555927999,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,112,427490248,8.220323324203491,0.07164707352336883,0.968009011362146,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,113,1749776251,7.739009380340576,0.1320944683862676,0.9875704396527648,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,114,1634028225,7.220289707183838,0.11626974855827957,0.9999939338192027,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,115,1140742065,8.442158937454224,0.12610322472194396,0.9897354735819832,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,116,417094529,8.36095380783081,0.09187090222191809,0.9945237381448373,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,117,1115232335,8.035893440246582,0.09264921682516994,0.9020061027614167,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,118,1001261389,7.876561880111694,0.06609089298981247,0.9807320152737168,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,119,1758895446,8.176523208618164,0.1042328707510302,0.9132737050801536,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,120,1617760748,8.001567363739014,0.10011994246330107,0.9219965581694508,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,121,1725820739,8.176522493362427,0.09841565650379434,0.9972889389976861,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,122,1428570217,8.048442840576172,0.07232981431077509,0.9809755995695617,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,123,301475756,7.817136526107788,0.16167826067313104,0.9526502489123907,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,124,1712003172,8.548461437225342,0.0997500693281214,0.8663759189068779,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,125,1994447705,7.97339129447937,0.09716292429274931,0.9079601364135991,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,126,164615254,7.751556873321533,0.11608010138473904,0.9993973640424397,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,127,661806576,7.989016771316528,0.08021365319963492,0.995733885266131,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,128,1377395208,6.50022554397583,0.081742366049226,0.9465589903149634,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,129,923950682,4.281399250030518,0.1177940474386776,0.999268203530044,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,130,1973567832,6.1720898151397705,0.11554043188034491,0.9994835166846906,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,131,380362596,4.531408071517944,0.15995237203665477,0.939730557809616,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,132,988042106,5.781450986862183,0.07852999699494635,0.9937732825933926,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,133,192590343,4.2032716274261475,0.14706953827047192,0.7281159094697861,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,134,2138619487,6.1252121925354,0.20266393416894116,0.9967166480122541,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,135,1424391723,4.734539985656738,0.08160875837847169,0.9967213854243817,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,136,21778069,5.672062873840332,0.14226720441599255,0.9160196976828258,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,137,798270643,4.062641382217407,0.07682169484930175,0.999476258547346,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,138,338059408,5.9064555168151855,0.07268841492340454,0.9574905100965249,20.0,0.0
"(p=0.90, q=0.80, c=0.75, m=False)",0.9,0.8,0.75,False,139,1950813269,4.375152587890625,0.07770083617435389,0.9954313611337142,20.0,0.0
