Scenarios,sensitivity,specificity,rapid test coverage,if M is available for 1st-Tx,ID,Seed,Run time,Rate of gonorrhea cases (average incidence after epidemic warm-up),"Proportion of cases treated with CIP, TET, or CRO (average incidence after epidemic warm-up)",Duration of 1st line therapy with CRO (after epidemic warm-up),Duration of 1st line therapy with Drug M (after epidemic warm-up)
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,57,2133982530,7.814066171646118,0.07678559896366129,0.9873167525149062,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,58,2067850734,7.9065070152282715,0.12835155495294728,0.9906465746664578,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,59,869564675,7.782816171646118,0.1982365638537291,0.7712541498548979,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,60,1987036835,8.062762022018433,0.10268166971835445,0.9855095889752047,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,61,1157669990,7.970324993133545,0.09224245417671488,0.8888512093505367,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,62,352915376,7.687749862670898,0.07450153960716283,0.9070433048743928,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,63,711059338,7.829697132110596,0.09899783897700083,0.9894169790964856,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,64,743055457,7.298405408859253,0.07107727130052313,0.9997565771638516,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,65,2044735716,8.359646797180176,0.1119210866758672,0.8896140618951685,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,66,1787134341,7.751545190811157,0.14769276037639575,0.969973012468181,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,67,2083294667,7.890888214111328,0.06517176448410614,0.9687705128710811,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,68,1983914911,7.6265411376953125,0.09639618036532914,0.9735250461612142,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,69,518286560,7.8440046310424805,0.1335756406739333,0.9978530882416441,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,70,123163740,8.29843807220459,0.11936242980444171,0.9981501589074435,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,71,971748365,7.969008445739746,0.14123528068476118,0.9641210368010088,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,72,2036913598,8.017177820205688,0.06841254495829698,0.9995516946517178,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,73,1187425824,7.781502723693848,0.12876070540578835,0.9806546796197425,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,74,613823640,7.45466160774231,0.20432776492554344,0.8960542842671302,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,75,670447747,7.765880584716797,0.1037442892630703,0.990056971163976,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,76,1393331038,6.970271110534668,0.16768727497190242,0.9982477750488344,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,77,11993418,7.937755346298218,0.14732943880725052,0.7395287924629954,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,78,1195091225,8.110931396484375,0.12904456342892687,0.8101169923924746,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,79,1417669959,8.265893459320068,0.07626338644682353,0.9804443697254939,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,80,1265045594,7.767169952392578,0.1173231762914243,0.9986586581813002,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,81,1196383116,8.140889406204224,0.14489488031582298,0.9751399171730235,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,82,1505973153,8.31406283378601,0.178609948618081,0.9783707703051774,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,83,353529684,8.031510829925537,0.09579878393092207,0.9696859239923776,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,84,1925815380,7.829671621322632,0.10914892115195164,0.9990201535987586,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,85,420514926,8.51591157913208,0.10368999950318593,0.9581789339118477,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,86,117696144,8.110930919647217,0.11915103290285503,0.975301060962627,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,87,852733916,8.25026822090149,0.10853637738447361,0.9776718598244558,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,88,557528785,7.673417568206787,0.0918670994279641,0.9937679879642797,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,89,899771096,7.8283796310424805,0.11672287128451779,0.9920245491086331,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,90,627893408,8.32968807220459,0.08161343879652463,0.9936289646323605,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,91,1017092932,8.078392744064331,0.15687825655665216,0.9967994448229163,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,92,2119065329,8.298437118530273,0.11666493705004864,0.907016615907502,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,93,156987350,7.656498670578003,0.1597689393212378,0.9039311655379437,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,94,902488538,7.65778923034668,0.10470007021840934,0.8108943241027857,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,95,45822376,8.015887022018433,0.10058042043294847,0.9308862895483061,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,96,605342979,8.064054250717163,0.0846942375691931,0.9238293300418321,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,97,1859839831,8.125263929367065,0.07168588734570368,0.9839148557206062,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,98,368909202,8.907832860946655,0.10858155772707015,0.9567763185521757,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,99,187122678,7.18773341178894,0.09527954094613188,0.9999874581124063,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,100,673532682,7.39215874671936,0.10419369058616396,0.9932837222950219,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,101,87373479,8.56277871131897,0.2114134973599414,0.728336865281579,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,102,1598551130,8.876581192016602,0.11296716532533646,0.9788364107574907,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,103,1033708839,7.2658610343933105,0.07908700178709857,0.9998296941174755,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,104,1460959226,7.860924005508423,0.0710543130670817,0.9977123651237162,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,105,1497107255,8.00025987625122,0.10398657402978806,0.9921778527334405,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,106,751489193,8.407816648483276,0.10794486136925037,0.9480766039807657,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,107,192348207,8.094013214111328,0.08668269428232182,0.9835823674439512,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,108,888645632,8.345314502716064,0.0893470188915077,0.9677210950924318,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,109,595513091,7.844005107879639,0.08662259351725303,0.9905809561827328,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,110,998074438,8.032804489135742,0.07393779867909626,0.9983537110356947,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,111,91474274,7.625247955322266,0.16684300020300624,0.9449563772347906,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,112,427490248,8.173434019088745,0.07599320654211492,0.9628859291409155,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,113,1749776251,7.953383207321167,0.13469632917392513,0.9832496430544287,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,114,1634028225,6.939019680023193,0.11722643595199686,0.9999880546439393,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,115,1140742065,7.750250339508057,0.12876261359379845,0.9862784774218513,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,116,417094529,8.251560926437378,0.09478916231978354,0.9911927516376524,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,117,1115232335,8.203391551971436,0.09256768546708731,0.9228536605676457,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,118,1001261389,8.235933303833008,0.07187935090236078,0.9676382998311743,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,119,1758895446,8.281519174575806,0.1047336056817893,0.9225341111017732,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,120,1617760748,8.173430442810059,0.10299770238404762,0.9190547200624877,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,121,1725820739,8.26589322090149,0.10034736627128941,0.9963393282295047,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,122,1428570217,8.220308542251587,0.07550693718435834,0.980554095132105,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,123,301475756,7.7658772468566895,0.16380963131210868,0.9500049092695158,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,124,1712003172,8.751575231552124,0.10088137648603038,0.8713644231696605,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,125,1994447705,8.079747915267944,0.09883768135998038,0.9177615746048621,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,126,164615254,8.126554250717163,0.11747156446473837,0.9984074678541551,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,127,661806576,8.000259399414062,0.08171075858805023,0.9944252114661374,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,128,1377395208,7.001585960388184,0.08475161815468292,0.9477832285475126,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,129,923950682,4.297014474868774,0.1221659168584053,0.9968553167651082,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,130,1973567832,5.689042806625366,0.11686268631480312,0.9991544006122006,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,131,380362596,4.187636375427246,0.16075152428727316,0.9490963326494471,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,132,988042106,5.985921382904053,0.08208241284455865,0.9919607201739409,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,133,192590343,4.578275442123413,0.148994903467737,0.7345611883176989,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,134,2138619487,6.15780782699585,0.20401262564713157,0.9938034533091805,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,135,1424391723,4.265765428543091,0.08353177160414803,0.9979336331391933,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,136,21778069,6.3140623569488525,0.14326976711772108,0.9120210778469998,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,137,798270643,4.078259229660034,0.07987107521269324,0.9963452175345605,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,138,338059408,6.267187595367432,0.07521262743632388,0.9582701943819545,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,139,1950813269,4.422020196914673,0.07875504842288468,0.9945329951891902,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,140,714200579,6.017179250717163,0.09010828634651602,0.9754224240258463,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,141,1968256504,4.359518051147461,0.17294556382200105,0.9820074218226077,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,142,81677567,4.985895395278931,0.11481684732258096,0.9630743100227341,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,143,1834583498,4.515773057937622,0.10020043254718296,0.9581608662035519,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,144,1814871889,5.595290899276733,0.11244323022702837,0.9412459265167392,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,145,758053069,4.093884706497192,0.09251417226993915,0.9999704792230129,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,146,764083572,5.29840612411499,0.05890646274090933,0.9906649211439612,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,147,899513845,3.7501220703125,0.06913935467562907,0.9999776369895063,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,148,1888226273,5.329655885696411,0.1297066917081237,0.914435430547096,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,149,1364924219,4.125135898590088,0.07632996644692908,0.9999456107100182,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,150,999958768,5.173401355743408,0.09974383088917821,0.975788176985738,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,151,375297735,4.40639853477478,0.14073593993273112,0.8133142054598886,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,152,1977647886,5.3296568393707275,0.11580260390420248,0.9396386428674097,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,153,1104180317,4.500147342681885,0.07457624231655423,0.949868145193815,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,154,1133700066,4.845266103744507,0.11955028270336374,0.981053284902478,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,155,34340634,4.281389236450195,0.08530501741284938,0.9996328148086178,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,156,2001973528,5.173401594161987,0.0777570050215629,0.9939360382769015,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,157,1801174569,4.109510660171509,0.10810724234499547,0.9980974643456927,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,158,2134389408,5.23590350151062,0.11189454676112015,0.9523176384781242,20.0,0.0
"(p=0.70, q=0.80, c=0.75, m=False)",0.7,0.8,0.75,False,159,1463869800,4.359527111053467,0.08199964866044962,0.9894904727832936,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,0,273773726,6.578513145446777,0.07560200884365632,0.9999865837507351,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,1,1984980876,7.484618186950684,0.09307172109032326,0.9991135404617569,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,2,1995750289,8.078563213348389,0.09505341380714019,0.9948944839593442,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,3,745834900,7.890880823135376,0.10139690736098016,0.9515880902083541,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,4,769024199,8.422321796417236,0.10164395969958166,0.9449249273551041,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,5,1938101334,6.984601974487305,0.09036759932956137,0.9999704130376402,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,6,496787752,7.656672239303589,0.08876691387551552,0.9997173040663159,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,7,1663525139,7.953383207321167,0.09367441390170171,0.9851166529668847,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,8,2050502706,7.469165325164795,0.07613093352817406,0.9949705417607382,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,9,1375364205,8.047136545181274,0.07802505000450538,0.9973619370622671,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,10,284801603,8.187938928604126,0.11145468774022307,0.9337669326318915,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,11,176492263,8.078388690948486,0.08025229828912822,0.9887019208754905,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,12,1466704085,7.734797477722168,0.09465385397554596,0.9189839506986026,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,13,1663365764,8.32839560508728,0.09764708667755272,0.8866669789232423,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,14,258864802,7.031649827957153,0.08546763270658005,0.9997057912139501,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,15,1708487345,8.203392028808594,0.10175732365127646,0.9824518065403558,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,16,33973174,8.141060590744019,0.1217181289281297,0.7444014065175663,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,17,434685913,7.297111749649048,0.07396074985590739,0.9977369479220977,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,18,2068213801,7.92230749130249,0.1612447874797922,0.8933343861194081,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,19,1398208754,8.172141313552856,0.07828517570393072,0.9920769182119384,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,20,1322911642,8.281693696975708,0.10242914628990799,0.7910467924188302,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,21,511233635,8.015886545181274,0.07107001193881637,0.981413193949726,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,22,1493653684,8.094186305999756,0.08906876067450478,0.9978656902463253,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,23,1455834841,8.453399658203125,0.09013319691124154,0.9913431360682562,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,24,1976835803,8.00043535232544,0.08470314510973653,0.9628831713343716,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,25,1531969408,7.453373432159424,0.06705082639329245,0.9990336058642548,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,26,1650233440,8.125438928604126,0.08792102524670192,0.9321619900370509,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,27,1978367492,8.00025987625122,0.07271606138264208,0.9972052997178935,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,28,1099812489,7.9848082065582275,0.12027911631285677,0.8513805699328858,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,29,1950053854,8.00025987625122,0.134089719533293,0.8933766052512956,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,30,64630733,8.062935590744019,0.17486679404079028,0.7294543174478013,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,31,591449774,8.219022989273071,0.07057382646848602,0.9716639939652888,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,32,1509200690,7.594172239303589,0.07404825662907427,0.9964871019766455,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,33,1170374427,7.75025200843811,0.11250370752023198,0.8520548771511111,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,34,9155489,8.203567266464233,0.098904010726114,0.9846268911457854,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,35,668178838,8.015891075134277,0.15218272349980466,0.9669572699165746,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,36,2087744588,8.07856297492981,0.10472694175710402,0.8792157352025877,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,37,511055152,8.21901822090149,0.17550484539638062,0.7400150597161231,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,38,1104341091,8.125438213348389,0.1353964823112445,0.759725781150859,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,39,289568835,7.890887498855591,0.09204218670317833,0.978244625273782,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,40,1712498177,7.859805107116699,0.10169506944567631,0.9959784465816849,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,41,1031018765,8.015885829925537,0.09247053907058343,0.993414841389233,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,42,30578059,8.141064405441284,0.08990128201376262,0.9962523740474993,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,43,839032799,8.281519412994385,0.10317836216808499,0.8215507409823459,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,44,1373593898,8.09418797492981,0.08805493730149835,0.9637234886564725,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,45,1776145500,8.32839584350586,0.12342756004089168,0.7504741779858292,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,46,36293875,8.203566551208496,0.06770365067716681,0.8861374286642982,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,47,706973201,8.750284194946289,0.09676164461798245,0.9295764698089276,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,48,391356322,7.812929153442383,0.0998899938176764,0.9274929324730868,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,49,1330772117,7.6252477169036865,0.07150283403185607,0.9936587803719041,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,50,441846862,8.219192743301392,0.07638446457056357,0.9862427527529207,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,51,1235262303,8.344027519226074,0.07957650853790119,0.988893828433908,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,52,1181940678,8.500452518463135,0.09560669411308963,0.9952926256654719,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,53,131650723,8.500277757644653,0.0939316749962759,0.85621708106907,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,54,620684410,8.28169560432434,0.09534385064519114,0.9312952457574658,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,55,18479805,7.531494617462158,0.07881011181065732,0.999410729506321,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,56,2080398871,8.062938213348389,0.09263380734249704,0.9917527067082466,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,57,2133982530,7.812757968902588,0.07180263625750628,0.984267375435226,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,58,2067850734,8.250444412231445,0.10924824285175129,0.9888216591210767,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,59,869564675,8.047136545181274,0.19121989567267358,0.728957856785423,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,60,1987036835,8.437950372695923,0.08891346922904123,0.976947168233475,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,61,1157669990,8.109639167785645,0.0851710948173552,0.8552237145497533,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,62,352915376,8.1098153591156,0.06862705242521498,0.9026180001593362,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,63,711059338,8.015885591506958,0.08108278436740726,0.982346932612989,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,64,743055457,7.734624862670898,0.06609485915721838,0.999936596496096,20.0,0.0
"(p=0.70, q=0.85, c=0.75, m=False)",0.7,0.8500000000000001,0.75,False,65,2044735716,8.126570701599121,0.10643440380351134,0.8670420600132457,20.0,0.0
