Scenarios,sensitivity,specificity,rapid test coverage,ID,Seed,Run time,Rate of gonorrhea cases (average incidence after epidemic warm-up),Time-averaged proportion of cases CIP-S (average incidence after epidemic warm-up),Time-averaged proportion of cases TET-S (average incidence after epidemic warm-up),Time-averaged proportion of cases CRO-S (average incidence after epidemic warm-up),"Time-averaged proportion of cases treated successfully with CIP, TET, or CRO (average incidence after epidemic warm-up)",Time-averaged proportion of cases treated successfully with CIP (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with TET (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with CRO (average incidence after epidemic warm-up),Duration of 1st line therapy with CRO (after epidemic warm-up),Duration of 1st line therapy with Drug M (after epidemic warm-up)
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,41,1117348063,5.687760591506958,0.05861590382780046,0.7180799767095609,0.16665057575441714,0.9391202391558243,0.46252745892576796,0.07109771172478667,0.012643240038242092,0.3787865071627391,13.0,16.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,42,1785843434,5.7515928745269775,0.08790420689269164,0.6270058472190557,0.1511175199789771,0.9206190406747675,0.395041779355576,0.057985927551897194,0.01032627959804429,0.3267295722056346,11.0,18.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,43,1971002345,6.094030141830444,0.06684306597896869,0.8524307021136243,0.14665982802654517,0.9494616088697362,0.5287297762483694,0.10189006294149935,0.014306204046226446,0.4125335092606436,15.0,14.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,44,1963233104,6.2516162395477295,0.08273491353990937,0.7790576159732717,0.15794407846070324,0.9605775212499323,0.5613866513524021,0.09757056868464763,0.01589059792804605,0.44792548473970834,16.0,13.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,45,45295357,5.797142267227173,0.06953243227318683,0.6183109990576034,0.1296080185278751,0.948778493208447,0.4304536421512324,0.059520101627838336,0.009999314322345878,0.3609342262010482,12.0,17.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,46,1818929957,6.064107656478882,0.062280460999586715,0.587447850531413,0.0726428237535463,0.9425808607452345,0.4956017147982216,0.07063947754606831,0.0068148857587285025,0.4181473514934249,14.0,15.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,47,475318147,6.344041109085083,0.08264580685551179,0.7544109685538404,0.2634041441700962,0.9684780547499748,0.5961249008183207,0.09536834628887239,0.026606709550603336,0.47414984497884494,17.0,12.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,48,1035259748,6.548505544662476,0.09180862591970637,0.6792607831040655,0.14956085416501202,0.9415086913665603,0.5620589067151006,0.08876367242261288,0.01580971015059713,0.4574855241418907,16.0,13.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,49,2088888902,6.187788724899292,0.06859590562276478,0.6830339850773506,0.19720144897961284,0.9445603573117313,0.4623965139335697,0.07047598364971407,0.01436745111356335,0.3775530791702922,13.0,16.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,50,287070358,5.75159478187561,0.07321743595871612,0.759579808613997,0.2936787380000771,0.9466998648694324,0.4301010992576032,0.0698601988338853,0.020088079375318056,0.34015282104839983,12.0,17.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,51,1742754336,5.922145843505859,0.07384536006254773,0.5656972381251818,0.1316251207460555,0.9596666741598625,0.4626937958880175,0.06039036766806563,0.011122256498498195,0.3911811717214537,13.0,16.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,52,994158204,5.985980749130249,0.07709458625720957,0.7924355585254145,0.1214135126499218,0.962198805776639,0.529726606932857,0.0924155915134043,0.011808107207581986,0.42550290821187065,15.0,14.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,53,1490049239,6.359667778015137,0.06500627913759412,0.7491825778788453,0.12321580880561799,0.9595157303707189,0.5627680615189998,0.09614099659566674,0.013080624854225592,0.4535464400691075,16.0,13.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,54,999229484,5.454706192016602,0.05681240230438891,0.6990989237144186,0.15054415472859828,0.9376352630501488,0.3630196580633969,0.05445748807894735,0.008699859882856441,0.2998623101015932,10.0,19.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,55,28344971,6.344041347503662,0.07626219562525596,0.720763522805164,0.11822114650825664,0.9544956679882513,0.5619248703007017,0.09278047664348837,0.01240678188277909,0.4567376117744341,16.0,13.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,56,1266539837,5.595339775085449,0.07627422920012888,0.5780530275797587,0.0868506647627524,0.9572087509838834,0.42953804728615835,0.05729242531654458,0.007077903979355805,0.3651677179902579,12.0,17.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,57,96478470,6.250287055969238,0.0751915467901506,0.6432046222081514,0.13938932804289147,0.9546067666859249,0.5617129224560732,0.08356444959424165,0.014303698583982127,0.46384477427784926,16.0,13.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,58,953383961,6.407875061035156,0.06710100845578058,0.6677973842792395,0.13880881398899883,0.9702738822900554,0.5962864570351488,0.08963521260324575,0.015183646608764657,0.49146759782313854,17.0,12.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,59,183372402,6.54717493057251,0.07046919013234834,0.6249597191275804,0.13803741005799003,0.9518279530664232,0.5959338170189917,0.08415770963358092,0.015249399422170379,0.4965267079632405,17.0,12.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,60,2047789755,6.32974648475647,0.0845134191920956,0.7220540306683004,0.1248451559456347,0.9743851233656469,0.5962482151524572,0.09695581324828022,0.01340226830653418,0.48589013359764294,17.0,12.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,61,1057710077,5.3752477169036865,0.09403991041341636,0.6760146800192659,0.1337101570283152,0.9275730444382186,0.3295386906908189,0.04952227267767784,0.007560706123717019,0.272455711889424,9.0,20.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,62,1213818894,5.892226934432983,0.06633114023949259,0.6545402042202095,0.11191074301426364,0.9586636690542005,0.4958010270220805,0.0746710305647045,0.010359605756639209,0.41077039070073673,14.0,15.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,63,2087364271,5.187737226486206,0.0919171724071653,0.5684474295490956,0.20772141009084205,0.9168228628173897,0.2970321559999833,0.03717596321813179,0.008479586657096349,0.2513766061247552,8.0,21.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,64,2090181924,6.417886734008789,0.07625277955675486,0.8075849590764836,0.2091020355606296,0.9598191361106881,0.5300511411079997,0.09092390964789046,0.017637782717275393,0.4214894487428337,15.0,14.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,65,1745141102,6.084234952926636,0.06524645543114467,0.662098964453752,0.13427413493466592,0.95074174382261,0.5294998815975482,0.07890008317800205,0.012994379163183965,0.43760541925636215,15.0,14.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,66,1977169912,5.859438419342041,0.07976193953409204,0.7750132563207714,0.13974859858668293,0.9614834248668862,0.3311015931275186,0.05280786530883803,0.007568473194473641,0.2707252546242069,9.0,20.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,67,816827959,6.219788551330566,0.0622773362988973,0.7228758317742388,0.1352081864213815,0.9454990447702726,0.3965412613485683,0.06385486364119111,0.00963588326251074,0.3230505144448665,11.0,18.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,68,1937066756,6.034759759902954,0.08522767426976181,0.8067847811752242,0.14384644584611575,0.9522826177903935,0.46194315958068966,0.08128595876891605,0.011952580809842123,0.3687046200019315,13.0,16.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,69,1231138120,5.8892083168029785,0.08471814048702259,0.4495201079146532,0.13338929234058552,0.9460603296950139,0.49612083040016886,0.05291093291685419,0.012157866529726778,0.43105203095358796,14.0,15.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,70,135194935,5.838165998458862,0.05184212496529375,0.7430754023197454,0.1391136535499527,0.9620677354477177,0.4636247339442729,0.07416198068382912,0.011471088968679075,0.37799166429176473,13.0,16.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,71,213231019,6.0233001708984375,0.08299942321334627,0.7278603882466701,0.129333887866676,0.9563672582194174,0.4963830958174315,0.08044498427845882,0.011008278512821249,0.40492983302615143,14.0,15.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,72,1803038838,6.6943535804748535,0.07861012924642613,0.7724854244299626,0.10938698364291953,0.956472563016746,0.5628322656444406,0.096920187122118,0.011072664526861025,0.4548394139954616,16.0,13.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,73,374020484,7.14095139503479,0.06733817278264499,0.6070797800553852,0.1366529823288593,0.9714270623483396,0.7274526780474649,0.10251866480582462,0.018989526549464644,0.6059444866921756,21.0,8.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,74,1243074298,6.319336652755737,0.06728964521838866,0.6190125325861439,0.1630255988140424,0.9568538344057113,0.5947983751886537,0.08436826063145188,0.01734335968040136,0.4930867548768006,17.0,12.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,75,1805121991,5.906525373458862,0.08191445063517273,0.7551482133534949,0.12961452033640952,0.933468665529013,0.493890389994933,0.0839179785371041,0.011619343067515022,0.39835306839031404,14.0,15.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,76,1067209504,5.850564479827881,0.08430052891614329,0.7592644905823953,0.12847624182382644,0.9650474989081098,0.463682022021725,0.07788737749682766,0.010580795929866126,0.3752138485950312,13.0,16.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,77,1856696675,5.594005584716797,0.08009544246320907,0.6864866038415183,0.09514505160605466,0.9655412439627408,0.36430409728305974,0.05561942915320269,0.006290645993599248,0.3023940221362578,10.0,19.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,78,826341888,5.897441387176514,0.05450128078560206,0.7490440367795975,0.16629261756858643,0.962346531985007,0.39670604871763493,0.06398865970194828,0.010575574188030037,0.3221418148276565,11.0,18.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,79,167529421,6.797186851501465,0.052322009243382296,0.6376740151386732,0.12099439888877968,0.9544972023704779,0.5616750727494305,0.0833803011464363,0.012952130920967994,0.4653426406820263,16.0,13.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,80,806989554,6.038074254989624,0.06683427701459216,0.5282921080498661,0.12134223306801178,0.9602136271956545,0.5304736266499848,0.06637824620475839,0.011488240838159901,0.4526071396070665,15.0,14.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,81,24805106,6.140910625457764,0.05466641990403235,0.8198597869405961,0.13890663902274472,0.9611325595325104,0.5295340781274697,0.09644525526052995,0.013615945443925666,0.41947287742301403,15.0,14.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,82,1574482610,5.819314479827881,0.05855496046354346,0.7623352744641885,0.15801087224095592,0.9436099457687113,0.4621642069915372,0.07810751443869478,0.01315009091038469,0.3709066016424577,13.0,16.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,83,613936327,5.922146797180176,0.0901416301213963,0.7423425983234202,0.14696802302929915,0.9593570752314987,0.49715399103173946,0.08350428205913175,0.01333594220487281,0.4003137667677349,14.0,15.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,84,1943874087,6.084950685501099,0.05098392156900833,0.7188936608953426,0.10615051074062433,0.9487080670694634,0.4954674524848245,0.07848231179876572,0.01007303118680761,0.4069121094992512,14.0,15.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,85,2099617758,6.406543254852295,0.09253626337713117,0.694152713321158,0.14274301723245472,0.9537980896666501,0.5617954462037079,0.08892588112711916,0.015116463204442428,0.45775310187214646,16.0,13.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,86,970557677,5.9599449634552,0.07492706444057048,0.7774834126467441,0.13689602638414558,0.9526578457366992,0.4970640298075839,0.08672225385040626,0.012195634345153769,0.39814614161202383,14.0,15.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,87,729259244,6.031531810760498,0.08545482899504701,0.5679988232220307,0.16287823086020087,0.9512131457074635,0.49498778150057915,0.06311202074830059,0.014931445677647608,0.416944315074631,14.0,15.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,88,2079841931,6.4599668979644775,0.08072825243535423,0.7701241098939714,0.21384843059314637,0.9531589954216911,0.5945300128184202,0.10414020080143209,0.022522633464272065,0.46786717855271615,17.0,12.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,89,1892879705,6.500302314758301,0.07450643334671225,0.5938723832145704,0.11892441483958974,0.9725896101272681,0.5634007289162919,0.07579185192097437,0.012487212597852317,0.4751216643974651,16.0,13.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,90,2041820033,8.006914138793945,0.061553160950808324,0.8006881341645774,0.15744124951913435,0.9846214481456074,0.8299188249243082,0.15184976209643583,0.024616815824774478,0.6534522470030981,24.0,5.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,91,1401224298,5.468999862670898,0.0847617454607456,0.5239523783820995,0.1639392763068306,0.9366074592263053,0.3967614891810486,0.04944655768071912,0.011017626344589566,0.33629730515573997,11.0,18.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,92,1477953748,5.959944248199463,0.05370055015953179,0.8248477266447253,0.22656346958624113,0.9639750857747199,0.5298736695178997,0.095006180843085,0.02054728932077842,0.4143201993540364,15.0,14.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,93,1914896930,5.5315024852752686,0.07975151747024234,0.6469693222681232,0.1178809632662024,0.9350272423432613,0.3959494600842325,0.058820199597335705,0.008595859298373568,0.3285334011885232,11.0,18.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,94,341705672,5.803687810897827,0.061937585480381085,0.5571172752268911,0.14777014652427847,0.9453126983868383,0.4295772932071888,0.056769131840883086,0.011270037766717948,0.36153812359958776,12.0,17.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,95,1750328427,6.4846720695495605,0.09105523220417847,0.7835844217193119,0.16717840712467852,0.9546540125040521,0.5960843086090287,0.1033752778893735,0.01778356204814473,0.4749254686715104,17.0,12.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,96,1241646603,6.209955930709839,0.09094222586283053,0.6887665220169581,0.0939117201115047,0.9701420926218115,0.563088906566085,0.08797504803466347,0.00976111657029944,0.46535274196112203,16.0,13.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,97,354554919,6.469045639038086,0.07697022524537236,0.7406054077175707,0.13549924606433467,0.9717271649950493,0.6302491400672222,0.10627539126078155,0.01580770870877191,0.5081660400976686,18.0,11.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,98,1141212080,5.6318042278289795,0.06499146258869966,0.6940197397485979,0.10261363053201945,0.9478869200447729,0.3633265521968122,0.05627779248518164,0.006987038389100592,0.30006172132252995,10.0,19.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,99,2056698391,6.437800168991089,0.06062797591491087,0.6509133335430914,0.1484687334380554,0.9660867772032914,0.5972917542653362,0.08958878817441898,0.016726596461950547,0.49097636962896657,17.0,12.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,100,1629361386,5.5067994594573975,0.08328799399827252,0.49147468308915704,0.10802745366234977,0.9575456744166159,0.36409686635379096,0.04364578807771118,0.006781530671042832,0.31366954760503696,10.0,19.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,101,1298548678,6.828437805175781,0.08169638999335552,0.7372488732128714,0.14862788720513134,0.9781295435261987,0.73016777972294,0.12116026544498011,0.01977757601139295,0.5892299382665668,21.0,8.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,102,157333277,5.756809949874878,0.09294155199609073,0.8039065524460809,0.17872534382505664,0.9621483797674956,0.3968431539885338,0.06780521899994982,0.010756556993760427,0.3182813779948236,11.0,18.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,103,658548350,5.890899896621704,0.07807775183093245,0.7176443042606897,0.29108831687972775,0.9568574663756958,0.4306582012910386,0.06486706796104076,0.019478425421917793,0.34631270790808005,12.0,17.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,104,784324956,5.7411839962005615,0.054763939106224055,0.506383539572534,0.13090603304635753,0.9614875567194384,0.4641632809255401,0.05587850390169285,0.011077001575690035,0.3972077754481573,13.0,16.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,105,1922562345,5.812766075134277,0.08330041726145092,0.7531261825967471,0.15596506781287287,0.9399105084638464,0.4285810730548597,0.06974131486307583,0.011762755460527363,0.3470770027312566,12.0,17.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,106,1171145861,5.803686857223511,0.08215921326031843,0.5699665010752335,0.12273009061423809,0.9558195504420314,0.43003688989827765,0.05403143872214303,0.009208284668307372,0.36679716650782723,12.0,17.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,107,733904680,6.297163724899292,0.07890395815510341,0.5884452686063456,0.15592853424184952,0.967008318129129,0.5638090265565822,0.07430515822983076,0.015729760683709276,0.47377410764304223,16.0,13.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,108,1826974045,6.413089752197266,0.05661409447684813,0.7658101090466952,0.19388143611082775,0.9682058575654718,0.5971215590034861,0.10100594998060868,0.02060981154240398,0.47550579748047345,17.0,12.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,109,1546115641,6.125289440155029,0.08269426787067169,0.7899532056706028,0.13994799847153713,0.9479738716366749,0.4959807455438227,0.08875815608673715,0.012989821502076539,0.394232767955009,14.0,15.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,110,1873295335,6.27245831489563,0.0660009902879479,0.8039383063743065,0.17339502088740708,0.9528781175250896,0.5623091950377586,0.10217240837506229,0.017555989879203388,0.44258079678349277,16.0,13.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,111,1826990642,6.125279664993286,0.05821858840861902,0.4751350583528496,0.10810145989438012,0.9375521080957633,0.5612304684007442,0.06561745795719115,0.011690804085163604,0.48392220635838956,16.0,13.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,112,1807427148,6.413089990615845,0.08132358536994941,0.6115406169932341,0.10189055001643163,0.9538373311811049,0.662360909110413,0.09694626198195831,0.013035856990642938,0.5523787901378118,19.0,10.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,113,1091247438,7.250330924987793,0.06795840430906552,0.5167030329617811,0.12059517026111202,0.9876887100896138,0.8963378981037888,0.10595507872797377,0.020579757781480405,0.7698030615943345,26.0,3.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,114,905953532,6.631850481033325,0.08861449517422612,0.4403337806109702,0.15827497701232693,0.9696892408823302,0.6294489886843251,0.06322166400453562,0.018931333474497894,0.5472959912052916,18.0,11.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,115,489692981,6.062781095504761,0.05887009691908217,0.6012796997688855,0.12881246923781006,0.9498781843754658,0.4967928781517071,0.06817867619779015,0.011939808471200884,0.41667439348271607,14.0,15.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,116,1403110060,6.022450685501099,0.060168964526626886,0.7388460300848202,0.13718339771029128,0.9562175823309711,0.4635029120013337,0.07327366442588414,0.011337943804025526,0.3788913037714241,13.0,16.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,117,855610522,6.047148704528809,0.08211849327417792,0.5529455931280327,0.140866828958021,0.9544702857865268,0.496745208303879,0.06463698919344191,0.013094086473526535,0.4190141326369107,14.0,15.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,118,1719200974,6.334961652755737,0.06343651249229287,0.5701905243448414,0.13928221570136995,0.9583694247543064,0.529942827438534,0.0684698843911366,0.0135870281393986,0.44788591490799884,15.0,14.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,119,526781435,5.765889406204224,0.09363087369602334,0.6822672465989039,0.2549974529242359,0.936176945306419,0.36256136480314644,0.05466572953247798,0.014084202639115213,0.2938114326315533,10.0,19.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,120,59365084,6.084951877593994,0.055614803767650565,0.6514564593376634,0.08944180402250082,0.9484701538751421,0.5278347022886126,0.07997660789499525,0.008927657113761252,0.4389304372798561,15.0,14.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,121,808970187,6.203415870666504,0.07891727274589057,0.8454150217647413,0.1326555001975051,0.9552823623901051,0.5628490407661964,0.10631602095508903,0.01399641190736199,0.44253660790374544,16.0,13.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,122,724914122,5.866190195083618,0.08953325269063588,0.5148078970223913,0.11603435904292116,0.9578148869315126,0.4635358748459519,0.057260610223635884,0.010039974830304896,0.3962352897920111,13.0,16.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,123,253728702,6.4221742153167725,0.05476579530689175,0.7866153867978694,0.14137365245152456,0.9580744935828266,0.5634678560600308,0.09874979508671863,0.01505419294452783,0.4496638680287844,16.0,13.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,124,707605940,5.491173505783081,0.06202866703153483,0.5720252139266802,0.14383477348616552,0.9440135931787927,0.36362003667956383,0.046278521799475135,0.008755064598264667,0.3085864502818241,10.0,19.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,125,1700259449,5.562751293182373,0.06145421829947158,0.8193486730030095,0.2006807418822256,0.9534249911166495,0.3641507864874048,0.06283912460853822,0.012273488325613424,0.2890381735532532,10.0,19.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,126,644013870,5.725560188293457,0.08016440313524736,0.7581542002633221,0.15221537801399135,0.943423190610084,0.36287722123287974,0.0589255273600587,0.009548954893281657,0.2944027389795394,10.0,19.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,127,999188731,6.265918493270874,0.09107027417331068,0.6548413714767265,0.12033994269990579,0.9535041809629893,0.528315247404269,0.07995154847520339,0.01197525920622134,0.43638843972284425,15.0,14.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,128,1267631924,4.187689304351807,0.05544815066400249,0.5086237876122334,0.10174383171943154,0.9587484584373777,0.4640302710372619,0.05603942341880809,0.008927998570488605,0.3990628490479652,13.0,16.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,129,1354228198,3.2970261573791504,0.062300285785423105,0.7274309432494455,0.161377491895419,0.9446075710114319,0.3961899037858075,0.06295574061658467,0.01082212971955863,0.3224120334496642,11.0,18.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,130,50080229,4.390825271606445,0.0832898381232381,0.5576192370520693,0.212300454406496,0.9465637484952805,0.4966648803160917,0.06292350370222624,0.017457323311884834,0.4162840533019806,14.0,15.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,131,1813701257,4.439116716384888,0.057915898905737215,0.8397007773747379,0.14561399835691047,0.9467834249648084,0.3964317099032372,0.07114466723478165,0.009765604620136337,0.31552143804831917,11.0,18.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,132,2026478608,5.218987941741943,0.06865597870349814,0.6851043378919981,0.17227110487377123,0.960819223764099,0.5613850550360198,0.08609458861485902,0.017666893670426335,0.45762357275073445,16.0,13.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,133,236854643,3.329697608947754,0.06771874599258022,0.7388655995502559,0.17283815787725446,0.9333145408451465,0.39581690936257485,0.0652134928923305,0.012074865569161404,0.3185285509010829,11.0,18.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,134,488627338,3.9845566749572754,0.05655394902049444,0.7034197612079617,0.12430986115989148,0.9603266649608956,0.4976233149867086,0.0781906000801247,0.010998407102476787,0.4084343078041071,14.0,15.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,135,790888940,3.1734304428100586,0.08801557424628499,0.7982504561065513,0.18533524467478166,0.9563070912243636,0.4968835053917091,0.08375230949900662,0.014781181404338924,0.39835001448836355,14.0,15.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,136,443023852,4.281445503234863,0.07440506558328046,0.7791811849645838,0.26539765398897586,0.9644941922714423,0.5965302465554798,0.10167892794457216,0.026012553714148724,0.46883876489675885,17.0,12.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,137,1560640429,3.4234418869018555,0.07480142922802341,0.5208359806415973,0.11911950160848955,0.9438737298877113,0.4623921095486354,0.056525666591845464,0.010306548371440705,0.39555989458534924,13.0,16.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,138,713619456,3.8126742839813232,0.09172878268503286,0.7322439393607649,0.19383022009791798,0.9510404590675325,0.42940574904708295,0.0690824399921031,0.013551230873358038,0.34677207818162187,12.0,17.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,139,832802126,3.1734321117401123,0.06993522852319081,0.699055970910269,0.11231263277372666,0.9549861685107734,0.5290169778351504,0.08382111238158532,0.01121795760844532,0.4339779078451198,15.0,14.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,140,1177559954,3.593914031982422,0.07069044062692188,0.7643839503786382,0.2716728746738257,0.9358203175701966,0.4633435622276309,0.07482416165018041,0.019966530056009367,0.3685528705214411,13.0,16.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,141,828251148,3.3765666484832764,0.062520953690819,0.7087260274468519,0.20573385606846614,0.9394218171404954,0.49384682778645966,0.07724031845347827,0.017083738550225595,0.39952277078275583,14.0,15.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,142,1821684118,3.718919515609741,0.07045044898567612,0.5101983483683437,0.1930842253026196,0.9722632100879636,0.39739065240509736,0.04593778121288282,0.011357699720322545,0.3400951714718919,11.0,18.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,143,1103522485,4.4234912395477295,0.08412341503862673,0.6645226429176243,0.13318206937548108,0.9610178943980673,0.49765430251866083,0.07559356979702209,0.011495108845943009,0.41056562387569573,14.0,15.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,144,1179664583,4.140812873840332,0.06367767332332254,0.5408875002554538,0.11811230373869792,0.9520932889444857,0.5293698514536656,0.06883646755213925,0.01121073914553138,0.44932264475599487,15.0,14.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,145,172854300,3.782835006713867,0.08957789380897373,0.6782841649694574,0.10933454523840913,0.9573478724961874,0.5301039926677071,0.08120784078154832,0.010859781558337975,0.43803637032782083,15.0,14.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,146,2110358319,4.218940258026123,0.07065589251682293,0.798915545476263,0.12344486642444377,0.9587694358667366,0.5955504683505717,0.10697055609186455,0.013637550868125565,0.4749423613905813,17.0,12.0
"(p=0.500, q=0.950, c=0.500)",0.5,0.95,0.5,147,833045232,3.3296985626220703,0.07313288558987975,0.7817397778294579,0.19065458312558947,0.9497337430888909,0.4972160148520458,0.0861304066100151,0.016468960161231075,0.39461664808079955,14.0,15.0
