Scenarios,sensitivity,specificity,rapid test coverage,ID,Seed,Run time,Rate of gonorrhea cases (average incidence after epidemic warm-up),Time-averaged proportion of cases CIP-S (average incidence after epidemic warm-up),Time-averaged proportion of cases TET-S (average incidence after epidemic warm-up),Time-averaged proportion of cases CRO-S (average incidence after epidemic warm-up),"Time-averaged proportion of cases treated successfully with CIP, TET, or CRO (average incidence after epidemic warm-up)",Time-averaged proportion of cases treated successfully with CIP (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with TET (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with CRO (average incidence after epidemic warm-up),Duration of 1st line therapy with CRO (after epidemic warm-up),Duration of 1st line therapy with Drug M (after epidemic warm-up)
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,147,833045232,3.547030210494995,0.07114886019592016,0.7812811578552981,0.18576906272728305,0.9627863339353221,0.5310582916301593,0.2044198300529705,0.03402137511131726,0.2926170864658715,15.0,14.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,148,69305102,5.172560691833496,0.06763323275298311,0.7726521941262013,0.16892955821962075,0.9617255740313688,0.5631757040625861,0.21304875596008474,0.032002346772190916,0.3181246013303104,16.0,13.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,149,2099058792,3.1095125675201416,0.06407128490490736,0.6570101345809927,0.15940344423909159,0.9599124622702602,0.4955912561728528,0.16279911721847323,0.026105385197024374,0.3066867537573552,14.0,15.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,150,803582769,4.375651836395264,0.06505537506791968,0.7530518220856329,0.11398425317128728,0.9707615014195566,0.6967342631451697,0.27108630066065814,0.028630109897007355,0.3970178525875042,20.0,9.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,151,1653446499,4.203322172164917,0.07891259528718396,0.860207081158435,0.3770180363293811,0.967300289256383,0.4969568926504793,0.18878480965595004,0.05349780162671429,0.254674281367815,14.0,15.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,152,1902408805,4.375648736953735,0.08388519254529841,0.7140840072985808,0.17664047095391586,0.9783419418565944,0.7615240795499914,0.2716500157528387,0.04648149616726958,0.4433925676298829,22.0,7.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,153,351733400,3.6095340251922607,0.06592045792620499,0.7354081081211274,0.18502591002076516,0.9541940301670689,0.4631652653370113,0.1637067374666314,0.027930338204922335,0.2715281896654576,13.0,16.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,154,1259589446,4.360025644302368,0.06384518894098123,0.6310729384050086,0.1751505895662633,0.9645861854820384,0.6631214170014216,0.20917587820394695,0.03991454324253824,0.4140309955549364,19.0,10.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,155,1654642800,3.0938851833343506,0.05652838223429958,0.742815638424959,0.1612538582847871,0.9466052945313402,0.4627408931336862,0.16753335997496074,0.023034060740171187,0.2721734724185543,13.0,16.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,156,2087744588,3.5943665504455566,0.08359811933313038,0.7832478495915853,0.2444747009387428,0.9523412348052529,0.3973033297303096,0.14184381410857289,0.027419181920412927,0.22804033370132368,11.0,18.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,157,1937964776,3.031383991241455,0.08582960518544902,0.5953553781039173,0.12976297964932343,0.9652603371034552,0.4643088448971449,0.13952393832932405,0.020617802273770768,0.30416710429405003,13.0,16.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,158,478818552,4.11001443862915,0.07348227436195792,0.7844249928644537,0.15310460139631973,0.9450174171711383,0.4295310693555904,0.1592438569965186,0.020661252093260193,0.2496259602658116,12.0,17.0
"(p=0.750, q=0.975, c=0.750)",0.75,0.975,0.75,159,1339482193,3.187641143798828,0.08621543926361237,0.7677205562550562,0.15389114153890654,0.9487422248929012,0.4294422897900205,0.15953370719334542,0.022179640181888442,0.24772894241478674,12.0,17.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,0,625657653,5.864037036895752,0.07288364282860396,0.6449940599629505,0.19647216384040414,0.9362962567355401,0.49444793682518257,0.162254498970938,0.03130818977431727,0.30088524807992734,14.0,15.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,1,1698271443,6.320375442504883,0.0847880770525826,0.7327221314118126,0.1628721951974676,0.9565806867330401,0.6281405299875552,0.23169182698306418,0.035357668512901855,0.36109103449158947,18.0,11.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,2,537762751,5.473393678665161,0.08083699895149861,0.649759205924845,0.20861074592873677,0.9611242233537006,0.4300960785758944,0.1342301496144716,0.027205064022912943,0.2686608649385099,12.0,17.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,3,574269003,5.681149244308472,0.06580784154126076,0.6718042464326803,0.14790015194162978,0.9604017957720021,0.49680968757625504,0.17058185183506774,0.022984142873734962,0.30324369286745234,14.0,15.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,4,1375843275,6.301555633544922,0.08413812904162993,0.6034595515156217,0.1773278339325834,0.9537416554886118,0.5293190286255801,0.16089033416377138,0.030768392695974176,0.33766030176583467,15.0,14.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,5,1306270088,6.30050802230835,0.060961463002661205,0.6288804894737202,0.1417169709105564,0.9571395414968437,0.49652632958224124,0.15810960507296187,0.02383708585412673,0.3145796386551527,14.0,15.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,6,1238154541,6.5984437465667725,0.08074540660888609,0.703727952857334,0.21900780835794809,0.9573143905720418,0.5943201663805946,0.20499800616930602,0.04219865756422948,0.3471235026470591,17.0,12.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,7,230554038,6.394265174865723,0.07326707432861049,0.6053614123951416,0.11981059499755126,0.9692373310181022,0.49738632738721195,0.15239713666539761,0.019697310432621774,0.3252918802891926,14.0,15.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,8,1913423023,5.410891056060791,0.07555436754587776,0.6758126353099659,0.1395888053210088,0.950198003831076,0.3971814625357408,0.13342850238792522,0.017260366693477098,0.24649259345433844,11.0,18.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,9,32646995,6.149500846862793,0.07582301897370708,0.7803039865269221,0.20323663616013032,0.9570221823212298,0.628694479796844,0.2408050227009154,0.04273679612967572,0.345152660966253,18.0,11.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,10,1220271111,5.817158460617065,0.07389908497348946,0.514267037079186,0.1335131388997967,0.9439480065306405,0.5284049520920099,0.13913829895099566,0.023918603588710972,0.36534804955230304,15.0,14.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,11,963240097,6.198108673095703,0.06865701467487022,0.6881073531284316,0.12904846103194162,0.9682562568980192,0.5961779988073806,0.20687020391901031,0.025856879943695028,0.36345091494467524,17.0,12.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,12,1521599456,6.301555156707764,0.07428714525548176,0.7748853967319229,0.18684552867279017,0.9573316855342289,0.5300162231068074,0.20268026255281021,0.03181052211986528,0.2955254384341319,15.0,14.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,13,937759813,6.534894227981567,0.06944544774198701,0.7961239662638036,0.1825195950763402,0.9713797043743843,0.5972338972026995,0.23540558523233554,0.03662421714024622,0.32520409483011764,17.0,12.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,14,865822978,5.785907983779907,0.06987904362768016,0.8961792322581398,0.19146570157822443,0.9684322230125268,0.5308180498273004,0.23273610759152336,0.032783628690726464,0.2652983135450507,15.0,14.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,15,947449799,5.863310098648071,0.05408663293500835,0.7034715552025408,0.14167405839425762,0.9647967108194577,0.49712695152024644,0.1744565622694577,0.023725739190121727,0.2989446500606671,14.0,15.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,16,1782950357,6.270303249359131,0.06377707741793957,0.7557693467737991,0.21385238686905478,0.9774140073633674,0.6643889914166726,0.24162128792551238,0.045513438985096896,0.37725426450606353,19.0,10.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,17,1083503118,5.772806644439697,0.08302388543595061,0.6706573258645642,0.18800062502203543,0.9673269771099751,0.49667872973076777,0.15967474720859479,0.028380801359186376,0.30862318116298665,14.0,15.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,18,1437994672,5.676527976989746,0.05155376118260173,0.7336179084383802,0.15845832255602968,0.9547290583278206,0.4627417923138265,0.1665064022464048,0.023562180045738235,0.27267321002168354,13.0,16.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,19,1562885644,6.030414819717407,0.05046396769265723,0.5482918857032789,0.16980331691941317,0.9609204763381096,0.5630594881516274,0.16002307367593196,0.03364339018494714,0.3693930242907485,16.0,13.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,20,1709144406,5.957789659500122,0.08056973031829681,0.7211777258238902,0.1620410774104828,0.9697186828531034,0.46407342317464606,0.1618251919831725,0.02224323127655956,0.280004999914914,13.0,16.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,21,553549746,6.316139459609985,0.059769996609591834,0.7126408898231523,0.20226263598650548,0.9598300768026111,0.4637786765639636,0.16072140492101766,0.029984396591279768,0.27307287505166616,13.0,16.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,22,253942920,6.317180871963501,0.08445293669248034,0.8003580721574999,0.13390009340653156,0.9601833475591232,0.5953155009954002,0.2432028466265666,0.02704992078681787,0.32506273358201576,17.0,12.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,23,145511905,6.17550253868103,0.07938876921660948,0.8337810652380299,0.13932895686105562,0.9617429179019068,0.5951366076086092,0.25419701525655203,0.029043926656902308,0.3118956656951549,17.0,12.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,24,1041269999,5.614025354385376,0.07011152112718681,0.5240095112590453,0.1592395699846213,0.9502863136023759,0.49586996909174835,0.13264006183828847,0.02497234040671185,0.33825756684674807,14.0,15.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,25,1411144752,5.961693286895752,0.06391000200143912,0.8283044410731079,0.17817782186343967,0.9594189325963426,0.56302320489287,0.22949163690160015,0.03331267197824345,0.3002188960130265,16.0,13.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,26,1509977740,6.192175626754761,0.061811111836530895,0.8149303960136923,0.18931867044563924,0.9542209806861629,0.5945824318917484,0.23943581639247055,0.03823567118137225,0.3169109443179056,17.0,12.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,27,483706708,5.973751544952393,0.0677438730566724,0.6213565671949496,0.10721365665276507,0.9566600732803429,0.5296162060598236,0.1694426090010069,0.019820454562623904,0.3403531424961929,15.0,14.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,28,531799215,6.176550388336182,0.06405692048780631,0.6335817275999988,0.16837214913290646,0.9719802964399208,0.6635189909279141,0.2071182268285739,0.0375018036954492,0.4188989604038911,19.0,10.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,29,1136840914,5.930393218994141,0.055841336182494504,0.7999533189629318,0.2163018297736255,0.9654789819728322,0.5299766812030028,0.2017785742623119,0.03776984097770782,0.29042826596298293,15.0,14.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,30,1761654661,5.301512241363525,0.06054147611657244,0.5097125242320163,0.13637609629916628,0.926756342452935,0.3624830534998884,0.10128246535534095,0.015173644153453231,0.24602694399109426,10.0,19.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,31,759719521,5.509156227111816,0.06463249124085574,0.7075267640802991,0.14798521421490998,0.9568998602430782,0.4306394108258756,0.15056519563550713,0.01978073140164762,0.26029348378872086,12.0,17.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,32,1511148819,5.707779884338379,0.06560671927195,0.8100020820993397,0.1736544867227391,0.9609494233713283,0.5305688958552963,0.2145133405638936,0.029783682854628915,0.2862718724367739,15.0,14.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,33,1533092559,6.196589469909668,0.07175553292325894,0.7485789314200985,0.25746026799301647,0.9690145809163571,0.5625535210978438,0.19708065834603056,0.045016875275591464,0.3204559874762217,16.0,13.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,34,2007233909,5.52027153968811,0.0716620704428184,0.5162789594906025,0.11615848569148089,0.9485016593578859,0.46307175737608025,0.1235073568996893,0.01805710420035446,0.3215072962760365,13.0,16.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,35,2017903790,5.702284097671509,0.05110287905557012,0.7094696692288867,0.13995649348151235,0.9533790212229055,0.49651329388881227,0.17391078365941132,0.0221614038054721,0.30044110642392885,14.0,15.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,36,1623720875,5.81715989112854,0.04976374636038604,0.7060379876738659,0.16017382933634422,0.9609796958809139,0.4965422063166225,0.17083818828338207,0.025042186223918718,0.30066183180932177,14.0,15.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,37,822005099,6.581769943237305,0.07611785901400342,0.6453092657605668,0.12356828019465084,0.9643952097614116,0.6610774049138584,0.217899053812431,0.028110024139400065,0.4150683269620273,19.0,10.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,38,1169621962,6.348433494567871,0.06752511885943385,0.7992904703737059,0.17512714963860032,0.9732835680859167,0.696280310511199,0.27973875044130275,0.04176308766223624,0.37477847240765977,20.0,9.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,39,1315541580,5.54131007194519,0.0834002967698162,0.6685057419080481,0.16415426546274559,0.942742426396668,0.3635514319557334,0.11433232201124618,0.01735317191425778,0.23186593803022948,10.0,19.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,40,1872156770,6.254679203033447,0.07863619074011652,0.7249050697124398,0.18499772155538066,0.9583223039810839,0.6606777433390276,0.2370821007986373,0.04120208811300054,0.38239355442738976,19.0,10.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,41,1117348063,5.524094820022583,0.05349250842191399,0.7405813861181044,0.19613912749504941,0.9647767892610257,0.46420503753489867,0.16080058128486022,0.025930592872586804,0.2774738633774516,13.0,16.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,42,1785843434,5.489020586013794,0.08205889909720372,0.6479596017670208,0.16581457728502552,0.9170450024393467,0.39510148619132157,0.13154145242170942,0.020795332239697942,0.2427647015299142,11.0,18.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,43,1971002345,5.740273952484131,0.06301669478717534,0.8604429927728282,0.16182982767705006,0.9469342024306907,0.5284811513410437,0.22926902621715511,0.028819327314456206,0.2703927978094324,15.0,14.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,44,1963233104,6.207802772521973,0.0779453825301785,0.7869041391899283,0.17245337448789813,0.9605150003530043,0.627238848531901,0.24815576451654853,0.036496440763489554,0.34258664325186305,18.0,11.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,45,45295357,5.420382976531982,0.0637124070362509,0.653166273887416,0.150246491337401,0.941666449407334,0.4302262341674916,0.13765758808268302,0.02119709059028728,0.27137155549452124,12.0,17.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,46,1818929957,5.582775354385376,0.05509317099661933,0.6225864204056795,0.08415899341764596,0.9495508941740491,0.4962508065343359,0.16537335499631203,0.014261146123895797,0.3166163054141281,14.0,15.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,47,475318147,6.101505279541016,0.07725198113937379,0.7856066719326461,0.30021136353286004,0.9745210724240008,0.6299630560392439,0.22656461623524154,0.059382072907279065,0.3440163668967233,18.0,11.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,48,1035259748,5.80153489112854,0.08239101305386279,0.7239454968950739,0.17996943770850432,0.9540105045187065,0.5300517100136133,0.19062534577486695,0.031406709580417476,0.3080196546583288,15.0,14.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,49,2088888902,6.069694757461548,0.06409683526921497,0.6986977761657308,0.2202473737861394,0.9487155314451419,0.528976742670022,0.18361018472178492,0.03508056317124286,0.3102859947769943,15.0,14.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,50,287070358,5.567150115966797,0.07107056162631958,0.763039603855148,0.30982338163422674,0.936621544302548,0.42961055011068167,0.15394118120312106,0.04025148004128521,0.2354178888662754,12.0,17.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,51,1742754336,5.722348690032959,0.0677807556361343,0.5945602336522023,0.14984605257067157,0.9633299158898553,0.4631943117101143,0.1379894151324076,0.0227473959340075,0.30245750064369925,13.0,16.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,52,994158204,6.2390546798706055,0.07174004251391346,0.7953067783585491,0.13750527619814595,0.9688712568522061,0.6294193191756443,0.2533142936239308,0.02930934957408505,0.3467956759776282,18.0,11.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,53,1490049239,5.956743955612183,0.06026626766421118,0.7693751958755528,0.14288333402985268,0.9583567052770043,0.5296494246393483,0.20379711984376164,0.025329388465993027,0.3005229163295936,15.0,14.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,54,999229484,5.317137241363525,0.052131551342605144,0.7211404077014001,0.16649024829223874,0.9468726377427142,0.3636266754290851,0.12386455050955741,0.01752756902507232,0.22223455589445543,10.0,19.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,55,28344971,5.90711784362793,0.0692553936578504,0.7465938047309625,0.13798080119234069,0.9611932412948382,0.529636975255115,0.19861454028174405,0.024247194764052713,0.30677524020931807,15.0,14.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,56,1266539837,5.457768440246582,0.07030878229862575,0.6102711293205548,0.09966189277869562,0.9561453342995131,0.4296602345344087,0.13287285207013771,0.014585520474175013,0.2822018619900959,12.0,17.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,57,96478470,6.204996824264526,0.0685225662142781,0.6734413933898296,0.15660859613922046,0.9598204914530938,0.5624342194345339,0.19116102773639587,0.02923985317009759,0.34203333852804035,16.0,13.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,58,953383961,6.254678726196289,0.06185342017075589,0.6869745072687417,0.15685408695844705,0.9668887541694263,0.6288675566635582,0.21634015989756555,0.03351880148672897,0.3790085952792636,18.0,11.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,59,183372402,5.719371557235718,0.061130610515097814,0.6602456508088329,0.1681910095669862,0.9610893050810778,0.4972081999149396,0.1597340576958265,0.026842355356414868,0.31063178686269827,14.0,15.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,60,2047789755,6.5984437465667725,0.0797073623185403,0.7372160758057154,0.13745716871854496,0.9732853234161428,0.6951903141604909,0.2606389036442947,0.032387743448579885,0.4021636670676162,20.0,9.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,61,1057710077,5.44109582901001,0.08729192982617694,0.7090888517942087,0.15247520706365988,0.9452442058856912,0.3307248804470938,0.11301197106592135,0.015290708123868336,0.20242220125730415,9.0,20.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,62,1213818894,5.817160606384277,0.0628469538868519,0.6779023075600257,0.12514625159744755,0.9542217907393022,0.495595135363746,0.17059604427010927,0.021107230894460975,0.30389186019917575,14.0,15.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,63,2087364271,5.252878189086914,0.08594914255680022,0.6116044634426874,0.2456007280825365,0.9373780612010952,0.2977815863377369,0.08449359448095407,0.01736154082130768,0.19592645103547515,8.0,21.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,64,2090181924,5.99359655380249,0.07228577299075871,0.8200921092200478,0.22888194125512387,0.9692676151452102,0.563883947665951,0.2182183174760842,0.03816814362038179,0.3074974865694849,16.0,13.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,65,1745141102,5.9690141677856445,0.05883921709916794,0.6915051123124846,0.15980876119641443,0.964152731453486,0.5306462824256223,0.18117787090426984,0.027486801289245584,0.32198161023210686,15.0,14.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,66,1977169912,5.398710012435913,0.07516165589855958,0.7862148873507562,0.1526215135868489,0.9614055685637635,0.3312917666217382,0.11930801044189863,0.015122616690254087,0.1968611394895855,9.0,20.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,67,816827959,5.422114372253418,0.05746971570307659,0.7315508096116023,0.14860214351505172,0.9373895447220025,0.39622922767472807,0.14430438431272305,0.019230633739292038,0.23269420962271298,11.0,18.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,68,1937066756,5.626586675643921,0.08152350800267558,0.821165119122093,0.15843645709817006,0.9640792227907323,0.46321842772804256,0.183033923136724,0.0236782363948818,0.2565062681964368,13.0,16.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,69,1231138120,5.672125816345215,0.07180861824584435,0.4986616186632337,0.17333402816332363,0.9655098600107782,0.4974017859598273,0.12416936848564705,0.02686764201819741,0.34636477545598293,14.0,15.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,70,135194935,5.856232643127441,0.048590237207228375,0.7529090573750686,0.15184839351386095,0.953486385580287,0.49623982294888314,0.18187024680686012,0.025204978458096886,0.28916459768392627,14.0,15.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,71,213231019,5.875259160995483,0.07676018010937842,0.7314753295213307,0.14584837854015492,0.9472216080079641,0.5286173938121721,0.19649490337985356,0.024555416966176153,0.3075670734661425,15.0,14.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,72,1803038838,5.881116151809692,0.0718498222751479,0.7918784884510711,0.12523692007400408,0.9659966571816745,0.5636816799352656,0.22204478635367317,0.022766640123125008,0.3188702534584674,16.0,13.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,73,374020484,6.7346720695495605,0.06166827248230321,0.6388283800568257,0.15490207910205403,0.9765681551947638,0.7286340895311467,0.23531739402204332,0.03986052463658769,0.45345617087251555,21.0,8.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,74,1243074298,6.1491618156433105,0.061226047986437236,0.6456026235542468,0.18476296916141866,0.9506650090107809,0.5941470917293501,0.19342401420863586,0.03576502476205011,0.36495805275866405,17.0,12.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,75,1805121991,5.765880107879639,0.07477089205336576,0.7863278682915463,0.1435266364343634,0.9544885860835157,0.462896556778484,0.17716438657220018,0.02130845914143335,0.26442371106485046,13.0,16.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,76,1067209504,5.657397031784058,0.07887504732015069,0.7768094062681197,0.14149307453917218,0.9680867908686003,0.4640488142663337,0.17708577547483578,0.021321661782005022,0.2656413770094929,13.0,16.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,77,1856696675,5.578371047973633,0.0756700483819032,0.6904826874545755,0.10341544480630467,0.9421258980656151,0.4292102184208245,0.1521774303471135,0.01518720011645674,0.2618455879572542,12.0,17.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,78,826341888,5.449894428253174,0.0508352729320035,0.7667566283041686,0.18842556047738845,0.9684588363661089,0.39725081034743787,0.14389380980348382,0.021550127837994502,0.23180687270595954,11.0,18.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,79,167529421,6.172149419784546,0.047621036314020704,0.666939468196783,0.13673866014026131,0.9643266141819651,0.5628978698793282,0.19139930017294762,0.026490274133005316,0.34500829557337515,16.0,13.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,80,806989554,6.364223480224609,0.05948269149506531,0.5745217089268113,0.14660303283887796,0.9536324829568346,0.5299140006931106,0.15596266897376715,0.02461540786126794,0.34933592385807544,15.0,14.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,81,24805106,6.1721460819244385,0.04985674877519464,0.8289322834381084,0.15490006982700139,0.968600766085954,0.5631834825349584,0.23320951552114902,0.029343536046204474,0.3006304309676049,16.0,13.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,82,1574482610,5.718200445175171,0.05373607008192855,0.7727876650712656,0.17425767786951848,0.9537548878618448,0.46309118117255355,0.1753574318097056,0.026266892028857066,0.2614668573339909,13.0,16.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,83,613936327,5.703376531600952,0.08340324881353398,0.7641513619849335,0.17080781203871534,0.9609816056283981,0.4973606876737115,0.18896687604408677,0.02785072376307251,0.28054308786655224,14.0,15.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,84,1943874087,6.0651140213012695,0.04688919930458985,0.7276201787216652,0.1184491920407917,0.9552463136687206,0.5287672306319565,0.1930386292981834,0.022154964353211192,0.31357363698056184,15.0,14.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,85,2099617758,6.187772989273071,0.08437405418145055,0.7261136487988918,0.1634262132689447,0.9650709223007458,0.5629369752420045,0.20318653152317415,0.03147168474237385,0.32827875897645653,16.0,13.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,86,970557677,5.8868632316589355,0.069312054242308,0.7747343739305127,0.1515817511074116,0.92999943141033,0.46242638165120115,0.18190989619074227,0.023138785221244625,0.25737770023921414,13.0,16.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,87,729259244,6.109651565551758,0.07789215829806775,0.5981915821899709,0.18555634265228027,0.96032394259841,0.4960134379365909,0.14351240980946905,0.030562106058195277,0.3219389220689266,14.0,15.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,88,2079841931,6.0721516609191895,0.07564091800403508,0.7888482363556232,0.23781173092436897,0.9534343037848781,0.5945962291473882,0.23288429644652966,0.04603838061878139,0.31567355208207715,17.0,12.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,89,1892879705,6.3440306186676025,0.06772040910032809,0.6148958334353236,0.13579980943861988,0.9582010304076589,0.6276494739114135,0.1959132177390122,0.02965180436992858,0.4020844518024726,18.0,11.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,90,2041820033,7.007953882217407,0.05656381712778486,0.8214893457441412,0.17774179660570447,0.9831529249291857,0.8295450782803424,0.34448075808251055,0.05164141615342017,0.4334229040444114,24.0,5.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,91,1401224298,5.67212700843811,0.0792783703738076,0.5642527182311302,0.18793519229622113,0.9448307919515009,0.39723422450021506,0.11311634362399502,0.022709805673321655,0.2614080752028983,11.0,18.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,92,1477953748,5.644150018692017,0.05088140477137463,0.8338861545140965,0.24697540655424313,0.9597220166006248,0.5294648341200551,0.21149899864030675,0.04096047153774897,0.27700536394199937,15.0,14.0
"(p=0.750, q=1.000, c=0.750)",0.75,1.0,0.75,93,1914896930,5.375237941741943,0.07390381039383363,0.6698873025530311,0.13244092941361651,0.9386693708080731,0.39633356476278514,0.13391901683643784,0.017360489557584634,0.24505405836876265,11.0,18.0
